pawnKindDef,raceThingDef,appears,cut,intelligence
Terrorworm,Terrorworm,biomes:AridShrubland=0.699999988079071,,Animal
Thranta,Thranta,biomes:ExtremeDesert=0.009999999776482582;AridShrubland=0.009999999776482582;Desert=0.009999999776482582,,Animal
Titan,Titan,biomes:Scarlands=1;ExtremeDesert=0.5;AridShrubland=0.5;Desert=0.5;LavaField=0.25,,Animal
Titanis,Titanis,biomes:ZBiome_Grasslands=0.007499999832361937;AridShrubland=0.004999999888241291;ZBiome_Badlands=0.004999999888241291;AB_FeraliskInfestedJungle=0.004999999888241291;AB_GelatinousSuperorganism=0.004999999888241291;AB_MiasmicMangrove=0.004000000189989805,,Animal
Tooke,Tooke,biomes:ExtremeDesert=1;AB_PyroclasticConflagration=1;AridShrubland=0.10000000149011612;Desert=0.10000000149011612,,Animal
Toraton,Toraton,biomes:Desert=0.30000001192092896;AridShrubland=0.10000000149011612;AB_GelatinousSuperorganism=0.06300000101327896,,Animal
Torton,Torton,biomes:AridShrubland=0.012000000104308128,,Animal
Toxalope,Toxalope,biomes:Desert=0.4000000059604645,,Animal
Tukata,Tukata,biomes:Volcano=0.3499999940395355;Desert=0.07999999821186066;AridShrubland=0.03999999910593033;ExtremeDesert=0.009999999776482582,,Animal
TuskCat,TuskCat,biomes:AridShrubland=0.4000000059604645;Desert=0.009999999776482582,,Animal
Uintatherium,Uintatherium,biomes:ZBiome_Grasslands=0.012000000104308128;AridShrubland=0.00800000037997961;ZBiome_Badlands=0.0010000000474974513,,Animal
Urusai,Urusai,biomes:AridShrubland=0.699999988079071;Desert=0.4000000059604645;ExtremeDesert=0.10000000149011612,,Animal
Uvak,Uvak,biomes:AridShrubland=0.800000011920929;Volcano=0.3499999940395355;Desert=0.019999999552965164;ExtremeDesert=0.009999999776482582,,Animal
VAEWaste_Hydra,VAEWaste_Hydra,biomes:AB_FeraliskInfestedJungle=0.699999988079071;ZBiome_Grasslands=0.699999988079071,,Animal
VAEWaste_Megatardi,VAEWaste_Megatardi,biomes:AridShrubland=0.18000000715255737,,Animal
VAEWaste_Toxiguana,VAEWaste_Toxiguana,biomes:AB_FeraliskInfestedJungle=0.4000000059604645;LavaField=0.4000000059604645,,Animal
VFEI2_Acidspitter,VFEI2_Acidspitter,biomes:ExtremeDesert=0.18000000715255737,,Animal
VFEI2_BlackEmpress,VFEI2_BlackEmpress,biomes:PoisonForest=0.1574999988079071,,Animal
VFEI2_BlackQueen,VFEI2_BlackQueen,biomes:AB_MiasmicMangrove=0.05000000074505806,,Animal
VFEI2_BlackSwarmling,VFEI2_BlackSwarmling,biomes:Wasteland=1;AB_MiasmicMangrove=1,,Animal
VFEI2_Boomtick,VFEI2_Boomtick,biomes:ExtremeDesert=1;Scarlands=1,,Animal
VFEI2_Fuelmite,VFEI2_Fuelmite,biomes:ExtremeDesert=0.4000000059604645,,Animal
VFEI2_Gigalocust,VFEI2_Gigalocust,biomes:ExtremeDesert=0.18000000715255737,,Animal
VFEI2_Gigamite,VFEI2_Gigamite,biomes:AB_TarPits=0.05000000074505806,,Animal
VFEI2_Hellbeetle,VFEI2_Hellbeetle,biomes:ExtremeDesert=0.4000000059604645,,Animal
VFEI2_Macrofly,VFEI2_Macrofly,biomes:ExtremeDesert=0.4000000059604645,,Animal
VFEI2_Megathrips,VFEI2_Megathrips,biomes:ExtremeDesert=0.699999988079071,,Animal
VFEI2_Megawasp,VFEI2_Megawasp,biomes:ExtremeDesert=0.4000000059604645,,Animal
VFEI2_Queen,VFEI2_Queen,biomes:ExtremeDesert=0.3499999940395355,,Animal
VFEI2_RoyalMegascarab,VFEI2_RoyalMegascarab,biomes:AB_TarPits=0.4000000059604645,,Animal
VFEI2_Swarmling,VFEI2_Swarmling,biomes:Wasteland=1;AB_MiasmicMangrove=1,,Animal
VQEA_Splicefiend,VQEA_Splicefiend,biomes:ZBiome_Badlands=0.20999999344348907,,Animal
VQEA_Splicehulk,VQEA_Splicehulk,biomes:AB_TarPits=0.05000000074505806,,Animal
VQEA_Spliceling,VQEA_Spliceling,biomes:ZBiome_Badlands=0.18000000715255737,,Animal
VQEA_Splicetoot,VQEA_Splicetoot,biomes:Desert=0.4000000059604645;BMT_FungalForest=0.4000000059604645,,Animal
VQE_IceCrawler,VQE_IceCrawler,biomes:AB_MycoticJungle=0.4000000059604645;BMT_CrystalCaverns=0.4000000059604645,,Animal
VQE_Megamidge,VQE_Megamidge,biomes:AB_PropaneLakes=0.4000000059604645;BMT_CrystalCaverns=0.4000000059604645,,Animal
VRE_CompanionDryad,VRE_CompanionDryad,biomes:BMT_FungalForest=0.18000000715255737,,Animal
Vapaad,Vapaad,biomes:AridShrubland=0.07999999821186066;Desert=0.03999999910593033;ExtremeDesert=0.009999999776482582,,Animal
Varactyl,Varactyl,biomes:AridShrubland=0.800000011920929;Desert=0.07999999821186066;ExtremeDesert=0.019999999552965164,,Animal
Veermok,Veermok,biomes:AB_PyroclasticConflagration=0.18000000715255737;AridShrubland=0.03999999910593033,,Animal
Visceral,Visceral,biomes:PoisonForest=0.4000000059604645,,Animal
Voorpak,Voorpak,biomes:AB_TarPits=0.699999988079071;AridShrubland=0.019999999552965164;Desert=0.009999999776482582,,Animal
Vornskyr,Vornskyr,biomes:AB_MiasmicMangrove=0.18000000715255737;AridShrubland=0.07999999821186066,,Animal
Vulptex,Vulptex,biomes:ExtremeDesert=0.07999999821186066;AridShrubland=0.07999999821186066;Desert=0.07999999821186066,,Animal
WarWyrm,WarWyrm,biomes:ExtremeDesert=0.20000000298023224,,Animal
Warg,Warg,biomes:ZBiome_Badlands=0.4000000059604645,,Animal
WasteRat,WasteRat,biomes:AB_MycoticJungle=0.699999988079071,,Animal
Whisperbird,Whisperbird,biomes:AB_MiasmicMangrove=0.699999988079071;AridShrubland=0.07999999821186066,,Animal
WompRat,WompRat,biomes:AB_FeraliskInfestedJungle=0.699999988079071;AB_MiasmicMangrove=0.699999988079071;AridShrubland=0.4000000059604645;Desert=0.4000000059604645;ExtremeDesert=0.30000001192092896,,Animal
Woolamander,Woolamander,biomes:Scarlands=0.699999988079071,,Animal
Worm,Worm,biomes:AB_GelatinousSuperorganism=0.4000000059604645,,Animal
Worrt,Worrt,biomes:AB_MechanoidIntrusion=0.699999988079071;AridShrubland=0.4000000059604645;Desert=0.20000000298023224;ExtremeDesert=0.10000000149011612,,Animal
Wraid,Wraid,biomes:Desert=0.800000011920929;ExtremeDesert=0.4000000059604645;AridShrubland=0.4000000059604645,,Animal
Wyyyschokk,Wyyyschokk,biomes:ExtremeDesert=0.10000000149011612,,Animal
Yippa,Yippa,biomes:AB_OcularForest=0.4000000059604645,,Animal
Yobshrimp,Yobshrimp,biomes:ZBiome_Grasslands=0.699999988079071,,Animal
Zakkeg,Zakkeg,biomes:AB_MiasmicMangrove=0.05000000074505806;AridShrubland=0.009999999776482582,,Animal
Zarander,Zarander,biomes:AB_TarPits=0.4000000059604645,,Animal
Zeer,Zeer,biomes:AridShrubland=0.800000011920929;ZBiome_Grasslands=0.05000000074505806,,Animal
