biome,defName,label,mod,bodySize,status,belong,standout
AB_GelatinousSuperorganism,Iguana,iguana,Core,0.4000000059604645,ours,0.7948,0.2052
AB_GelatinousSuperorganism,Insectomorph,insectomorph,Star Wars Animal Collection (Continued),2,ours,0.7616,0.2384
AB_GelatinousSuperorganism,Iriaz,iriaz,Star Wars Animal Collection (Continued),0.699999988079071,ours,0.579,0.421
AB_GelatinousSuperorganism,IridonianReek,iridonian reek,Star Wars Animal Collection (Continued),3,ours,0.7456,0.2544
AB_GelatinousSuperorganism,IronScruff_Flatworm,flatworm hound,Primordial Geysers,0.75,dormant,0.3435,0.6565
AB_GelatinousSuperorganism,IronScruff_Hydrazoa,hydrazoa,Primordial Geysers,1,dormant,0.4739,0.5261
AB_GelatinousSuperorganism,IronScruff_Jellybird,jellybird,Primordial Geysers,0.20000000298023224,dormant,0.326,0.674
AB_GelatinousSuperorganism,IronScruff_Tardigrade,giant tardigrade,Primordial Geysers,2.4000000953674316,dormant,0.3438,0.6562
AB_GelatinousSuperorganism,IthorianReek,ithorian reek,Star Wars Animal Collection (Continued),4.5,ours,0.3228,0.6772
AB_GelatinousSuperorganism,JDSCIS_AQ_Battle_Droid,AQ Battle Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,0.7297,0.2703
AB_GelatinousSuperorganism,JDSCIS_B1_Battle_Droid,B1 Battle Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,0.6826,0.3174
AB_GelatinousSuperorganism,JDSCIS_B1_Commander_Droid,B1 Commander Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,0.6411,0.3589
AB_GelatinousSuperorganism,JDSCIS_B1_Security_Droid,B1 Security Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,0.6898,0.3102
AB_GelatinousSuperorganism,JDSCIS_B2_HA_Super_Battle_Droid,B2 HA Super Battle Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,0.6714,0.3286
AB_GelatinousSuperorganism,JDSCIS_B2_Super_Battle_Droid,B2 Super Battle Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,0.6766,0.3234
AB_GelatinousSuperorganism,JDSCIS_BX_Commando_Droid,BX Commando Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,0.765,0.235
AB_GelatinousSuperorganism,JDSCIS_DSD1_Dwarf_Spider_Droid,DSD1 Dwarf Spider Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,0.7248,0.2752
AB_GelatinousSuperorganism,JDSCIS_Demolition_Droid,Demolition Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,0.8572,0.1428
AB_GelatinousSuperorganism,JDSCIS_Droideka_Droid,Droideka Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,0.8489,0.1511
AB_GelatinousSuperorganism,JDSCIS_Droideka_Sharpshooter_Droid,Droideka Sharpshooter Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,0.9061,0.0939
AB_GelatinousSuperorganism,JDSCIS_IG-100_MagnaGuards,IG-100 MagnaGuards,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,0.665,0.335
AB_GelatinousSuperorganism,JDSCIS_LR-57_Combat_Droid,LR-57 Combat Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,0.8289,0.1711
AB_GelatinousSuperorganism,JDSCIS_Pistoeka_Sotage_Droid,Pistoeka Sotage Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,0.7877,0.2123
AB_GelatinousSuperorganism,JDSCIS_ST_Super_Tactical_Droid,ST Super Tactical Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,0.7665,0.2335
AB_GelatinousSuperorganism,JDSCIS_T1_Tactical_Droid,T1 Tactical Droid,[JDS] StarWars - The Separatist Droid Army,0.699999988079071,dormant,0.7601,0.2399
AB_GelatinousSuperorganism,JOE_Cephalope,cephalope,Cephaloids,1.2000000476837158,ours,0.5422,0.4578
AB_GelatinousSuperorganism,JOE_Landopus,landopus,Cephaloids,0.15000000596046448,foreign,0.5228,0.4772
AB_GelatinousSuperorganism,JOE_Nautilant,nautilant,Cephaloids,8.199999809265137,ours,0.4191,0.5809
AB_GelatinousSuperorganism,JRWAbrictosaurus,Abrictosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2.5,dormant,0.6661,0.3339
AB_GelatinousSuperorganism,JRWAcrocanthosaurus,Acrocanthosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5.75,dormant,0.7026,0.2974
AB_GelatinousSuperorganism,JRWAdalia,Adalia,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,0.7406,0.2594
AB_GelatinousSuperorganism,JRWAgilisaurus,Agilisaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2.5,dormant,0.7827,0.2173
AB_GelatinousSuperorganism,JRWAlbertosaurus,Albertosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,0.9162,0.0838
AB_GelatinousSuperorganism,JRWAllosaurus,Allosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5.75,dormant,0.5953,0.4047
AB_GelatinousSuperorganism,JRWAnkylosaurus,Ankylosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,0.8296,0.1704
AB_GelatinousSuperorganism,JRWAntarctopelta,Antarctopelta,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,0.768,0.232
AB_GelatinousSuperorganism,JRWApatosaurus,Apatosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5.75,dormant,0.7619,0.2381
AB_GelatinousSuperorganism,JRWArchaeopteryx,Archaeopteryx,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,ours,0.684,0.316
AB_GelatinousSuperorganism,JRWArgentinosaurus,Argentinosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5.75,dormant,0.7435,0.2565
AB_GelatinousSuperorganism,JRWArthropleura,Arthropleura,Jurassic Rimworld - Dinosaurs Only (Continued),4.5,ours,0.8709,0.1291
AB_GelatinousSuperorganism,JRWBagaceratops,Bagaceratops,Jurassic Rimworld - Dinosaurs Only (Continued),2,ours,0.7509,0.2491
AB_GelatinousSuperorganism,JRWBaryonyx,Baryonyx,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,0.7637,0.2363
AB_GelatinousSuperorganism,JRWBaseopsis,Baseopsis,Jurassic Rimworld - Dinosaurs Only (Continued),3,ours,0.7768,0.2232
AB_GelatinousSuperorganism,JRWBecklespinax,Becklespinax,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,0.7263,0.2737
AB_GelatinousSuperorganism,JRWBeelzebufo,Beelzebufo,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,foreign,0.5758,0.4242
AB_GelatinousSuperorganism,JRWBernicia,Bernicia,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,foreign,0.7376,0.2624
AB_GelatinousSuperorganism,JRWBrachiosaurus,Brachiosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5.75,dormant,0.6732,0.3268
AB_GelatinousSuperorganism,JRWBrachytrachelopan,Brachytrachelopan,Jurassic Rimworld - Dinosaurs Only (Continued),5.75,ours,0.5666,0.4334
AB_GelatinousSuperorganism,JRWCaihong,Caihong,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,ours,0.8088,0.1912
AB_GelatinousSuperorganism,JRWCamarasaurus,Camarasaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5.75,dormant,0.8973,0.1027
AB_GelatinousSuperorganism,JRWCamptosaurus,Camptosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,0.8028,0.1972
AB_GelatinousSuperorganism,JRWCarcharodontosaurus,Carcharodontosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5.75,dormant,0.8056,0.1944
AB_GelatinousSuperorganism,JRWCarnotaurus,Carnotaurus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,0.613,0.387
AB_GelatinousSuperorganism,JRWCeratosaurus,Ceratosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,0.8592,0.1408
AB_GelatinousSuperorganism,JRWCoahuilaceratops,Coahuilaceratops,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,0.7618,0.2382
AB_GelatinousSuperorganism,JRWCoelophysis,Coelophysis,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,0.8527,0.1473
AB_GelatinousSuperorganism,JRWCompsognathus,Compsognathus,Jurassic Rimworld - Dinosaurs Only (Continued),0.5,dormant,0.745,0.255
AB_GelatinousSuperorganism,JRWCorythosaurus,Corythosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,0.784,0.216
AB_GelatinousSuperorganism,JRWCryolophosaurus,Cryolophosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,0.7542,0.2458
AB_GelatinousSuperorganism,JRWCyclosphaeroma,Cyclosphaeroma,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,0.7382,0.2618
AB_GelatinousSuperorganism,JRWDeinonychus,Deinonychus,Jurassic Rimworld - Dinosaurs Only (Continued),4,dormant,0.6572,0.3428
AB_GelatinousSuperorganism,JRWDeinosuchus,Deinosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,0.6132,0.3868
AB_GelatinousSuperorganism,JRWDesmatosuchus,Desmatosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,0.6406,0.3594
AB_GelatinousSuperorganism,JRWDilophosaurus,Dilophosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,foreign,0.8479,0.1521
AB_GelatinousSuperorganism,JRWDimetrodon,Dimetrodon,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,0.9322,0.0678
AB_GelatinousSuperorganism,JRWDinilysia,dinilysia,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,0.4876,0.5124
AB_GelatinousSuperorganism,JRWDiplocaulus,Diplocaulus,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,foreign,0.7032,0.2968
AB_GelatinousSuperorganism,JRWDracorex,Dracorex,Jurassic Rimworld - Dinosaurs Only (Continued),4,dormant,0.8267,0.1733
AB_GelatinousSuperorganism,JRWDrinker,Drinker,Jurassic Rimworld - Dinosaurs Only (Continued),2.5,dormant,0.7388,0.2612
AB_GelatinousSuperorganism,JRWDromaeosaurus,Dromaeosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),4,dormant,0.8197,0.1803
AB_GelatinousSuperorganism,JRWDryosaurus,Dryosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2.5,dormant,0.6487,0.3513
AB_GelatinousSuperorganism,JRWEdaphosaurus,Edaphosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,0.8085,0.1915
AB_GelatinousSuperorganism,JRWEdmontosaurus,Edmontosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,0.6611,0.3389
AB_GelatinousSuperorganism,JRWEnigmosaurus,Enigmosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),4.5,dormant,0.8306,0.1694
AB_GelatinousSuperorganism,JRWEstemmenosuchus,Estemmenosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,0.9688,0.0312
AB_GelatinousSuperorganism,JRWEuoplocephalus,Euoplocephalus,Jurassic Rimworld - Dinosaurs Only (Continued),5,ours,0.6517,0.3483
AB_GelatinousSuperorganism,JRWEuphoberia,Euphoberia,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,ours,0.7617,0.2383
AB_GelatinousSuperorganism,JRWGallimimus,Gallimimus,Jurassic Rimworld - Dinosaurs Only (Continued),4,dormant,0.5062,0.4938
AB_GelatinousSuperorganism,JRWGasosaurus,Gasosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,0.8454,0.1546
AB_GelatinousSuperorganism,JRWGeosternbergia,Geosternbergia,Jurassic Rimworld - Dinosaurs Only (Continued),2.5,ours,0.6982,0.3018
AB_GelatinousSuperorganism,JRWGeralinura,Geralinura,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,ours,0.833,0.167
AB_GelatinousSuperorganism,JRWGiganotosaurus,Giganotosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5.75,dormant,0.7455,0.2545
AB_GelatinousSuperorganism,JRWGigantophis,gigantophis,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,0.543,0.457
AB_GelatinousSuperorganism,JRWGorgonops,Gorgonops,Jurassic Rimworld - Dinosaurs Only (Continued),2,ours,0.8242,0.1758
AB_GelatinousSuperorganism,JRWHalszkaraptor,Halszkaraptor,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,0.8256,0.1744
AB_GelatinousSuperorganism,JRWHolcorobeus,Holcorobeus,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,0.6878,0.3122
AB_GelatinousSuperorganism,JRWHomalocephale,Homalocephale,Jurassic Rimworld - Dinosaurs Only (Continued),4,dormant,0.7681,0.2319
AB_GelatinousSuperorganism,JRWHylonomus,Hylonomus,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,0.577,0.423
AB_GelatinousSuperorganism,JRWHynerpeton,Hynerpeton,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,foreign,0.716,0.284
AB_GelatinousSuperorganism,JRWHypsilophodon,Hypsilophodon,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,0.8345,0.1655
AB_GelatinousSuperorganism,JRWIndominus,Indominus rex,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,0.526,0.474
AB_GelatinousSuperorganism,JRWIndoraptor,Indoraptor,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,0.718,0.282
AB_GelatinousSuperorganism,JRWIschigualastia,Ischigualastia,Jurassic Rimworld - Dinosaurs Only (Continued),5,ours,0.4991,0.5009
AB_GelatinousSuperorganism,JRWKaprosuchus,Kaprosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,0.5326,0.4674
AB_GelatinousSuperorganism,JRWKentrosaurus,Kentrosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,0.6127,0.3873
AB_GelatinousSuperorganism,JRWKileskus,Kileskus,Jurassic Rimworld - Dinosaurs Only (Continued),2,dormant,0.9072,0.0928
AB_GelatinousSuperorganism,JRWKosmoceratops,Kosmoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,0.7584,0.2416
AB_GelatinousSuperorganism,JRWLycaenops,Lycaenops,Jurassic Rimworld - Dinosaurs Only (Continued),2,dormant,0.6505,0.3495
AB_GelatinousSuperorganism,JRWMacrelcana,Macrelcana,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,foreign,0.7954,0.2046
AB_GelatinousSuperorganism,JRWManipulator,Manipulator,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,foreign,0.767,0.233
AB_GelatinousSuperorganism,JRWMeganeura,Meganeura,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,foreign,0.7688,0.2312
AB_GelatinousSuperorganism,JRWMetriacanthosaurus,Metriacanthosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,0.6238,0.3762
AB_GelatinousSuperorganism,JRWMicroceratus,Microceratus,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,0.7424,0.2576
AB_GelatinousSuperorganism,JRWMochlodon,Mochlodon,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,0.625,0.375
AB_GelatinousSuperorganism,JRWNanuqsaurus,Nanuqsaurus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,0.4421,0.5579
AB_GelatinousSuperorganism,JRWNasutoceratops,Nasutoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,0.6139,0.3861
AB_GelatinousSuperorganism,JRWNyctosaurus,Nyctosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),4,ours,0.8257,0.1743
AB_GelatinousSuperorganism,JRWOphiacodon,Ophiacodon,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,0.7556,0.2444
AB_GelatinousSuperorganism,JRWOrnithosuchus,Ornithosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,0.7391,0.2609
AB_GelatinousSuperorganism,JRWOuranosaurus,Ouranosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,0.9208,0.0792
AB_GelatinousSuperorganism,JRWOviraptor,Oviraptor,Jurassic Rimworld - Dinosaurs Only (Continued),4,dormant,0.6989,0.3011
AB_GelatinousSuperorganism,JRWPachycephalosaurus,Pachycephalosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),4,dormant,0.7017,0.2983
AB_GelatinousSuperorganism,JRWPachyrhinosaurus,Pachyrhinosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,0.7871,0.2129
AB_GelatinousSuperorganism,JRWParasaurolophus,Parasaurolophus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,0.7351,0.2649
AB_GelatinousSuperorganism,JRWParksosaurus,Parksosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,0.7136,0.2864
AB_GelatinousSuperorganism,JRWPlatyhystrix,Platyhystrix,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,foreign,0.5615,0.4385
AB_GelatinousSuperorganism,JRWPrestosuchus,Prestosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,0.6388,0.3612
AB_GelatinousSuperorganism,JRWProtoceratops,Protoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),2,dormant,0.6683,0.3317
AB_GelatinousSuperorganism,JRWProtosolpuga,Protosolpuga,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,ours,0.8415,0.1585
AB_GelatinousSuperorganism,JRWProtovermes,Protovermes,Jurassic Rimworld - Dinosaurs Only (Continued),0.20000000298023224,dormant,0.5584,0.4416
AB_GelatinousSuperorganism,JRWPsittacosaurus,Psittacosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,0.747,0.253
AB_GelatinousSuperorganism,JRWPteranodon,Pteranodon,Jurassic Rimworld - Dinosaurs Only (Continued),2.5,ours,0.7516,0.2484
AB_GelatinousSuperorganism,JRWPulmonoscorpius,Pulmonoscorpius,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,foreign,0.6329,0.3671
AB_GelatinousSuperorganism,JRWQantassaurus,Qantassaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,ours,0.816,0.184
AB_GelatinousSuperorganism,JRWQuetzalcoatlus,Quetzalcoatlus,Jurassic Rimworld - Dinosaurs Only (Continued),5,ours,0.8065,0.1935
AB_GelatinousSuperorganism,JRWRajasaurus,Rajasaurus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,0.61,0.39
AB_GelatinousSuperorganism,JRWRhabdodon,Rhabdodon,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,0.793,0.207
AB_GelatinousSuperorganism,JRWRhamphorhynchus,Rhamphorhynchus,Jurassic Rimworld - Dinosaurs Only (Continued),2.5,dormant,0.8132,0.1868
AB_GelatinousSuperorganism,JRWSaltasaurus,Saltasaurus,Jurassic Rimworld - Dinosaurs Only (Continued),4.5,dormant,0.8921,0.1079
AB_GelatinousSuperorganism,JRWSarcosuchus,Sarcosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,0.6966,0.3034
AB_GelatinousSuperorganism,JRWScutosaurus,Scutosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,0.7378,0.2622
AB_GelatinousSuperorganism,JRWSegnosaurus,Segnosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),4.5,dormant,0.6692,0.3308
AB_GelatinousSuperorganism,JRWSpinosaurus,Spinosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5.75,dormant,0.8385,0.1615
AB_GelatinousSuperorganism,JRWStaurikosaurus,Staurikosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),4,dormant,0.7431,0.2569
AB_GelatinousSuperorganism,JRWStegosaurus,Stegosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,0.7995,0.2005
AB_GelatinousSuperorganism,JRWStygimoloch,Stygimoloch,Jurassic Rimworld - Dinosaurs Only (Continued),4,dormant,0.8051,0.1949
AB_GelatinousSuperorganism,JRWStyracosaurus,Styracosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,0.9122,0.0878
AB_GelatinousSuperorganism,JRWSuchomimus,Suchomimus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,0.7995,0.2005
AB_GelatinousSuperorganism,JRWSupersaurus,Supersaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5.75,dormant,0.8916,0.1084
AB_GelatinousSuperorganism,JRWTanystropheus,Tanystropheus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,0.7456,0.2544
AB_GelatinousSuperorganism,JRWTenontosaurus,Tenontosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,0.8755,0.1245
AB_GelatinousSuperorganism,JRWTermitotron,Termitotron,Jurassic Rimworld - Dinosaurs Only (Continued),3,dormant,0.4349,0.5651
AB_GelatinousSuperorganism,JRWTherizinosaurus,Therizinosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),4.5,dormant,0.9121,0.0879
AB_GelatinousSuperorganism,JRWTitanoboa,titanoboa,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,0.4512,0.5488
AB_GelatinousSuperorganism,JRWTorosaurus,Torosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,0.6897,0.3103
AB_GelatinousSuperorganism,JRWTriceratops,Triceratops,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,0.7672,0.2328
AB_GelatinousSuperorganism,JRWTroodon,Troodon,Jurassic Rimworld - Dinosaurs Only (Continued),4,dormant,0.8376,0.1624
AB_GelatinousSuperorganism,JRWTupandactylus,Tupandactylus,Jurassic Rimworld - Dinosaurs Only (Continued),2.5,dormant,0.7175,0.2825
AB_GelatinousSuperorganism,JRWTyrannosaurus,Tyrannosaurus rex,Jurassic Rimworld - Dinosaurs Only (Continued),5.75,dormant,0.7918,0.2082
AB_GelatinousSuperorganism,JRWUdanoceratops,Udanoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),2,dormant,0.7666,0.2334
AB_GelatinousSuperorganism,JRWValdosaurus,Valdosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,0.8252,0.1748
AB_GelatinousSuperorganism,JRWVelociraptor,Velociraptor,Jurassic Rimworld - Dinosaurs Only (Continued),4,dormant,0.802,0.198
AB_GelatinousSuperorganism,JRWWonambi,wonambi,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,0.6723,0.3277
AB_GelatinousSuperorganism,JRWYangchuanosaurus,Yangchuanosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5.75,dormant,0.66,0.34
AB_GelatinousSuperorganism,JRWYi,Yi,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,0.6337,0.3663
AB_GelatinousSuperorganism,JRWYurlunggur,yurlunggur,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,0.8213,0.1787
AB_GelatinousSuperorganism,JRWYutyrannus,Yutyrannus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,0.7035,0.2965
AB_GelatinousSuperorganism,JRWZalmoxes,Zalmoxes,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,0.4881,0.5119
AB_GelatinousSuperorganism,JRWZephyrosaurus,Zephyrosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,0.8634,0.1366
AB_GelatinousSuperorganism,Jakobeast,jakobeast,Star Wars Animal Collection (Continued),2.5999999046325684,ours,0.4479,0.5521
AB_GelatinousSuperorganism,Jamel,Jamel,Star Wars Animal Collection (Continued),1.899999976158142,ours,0.5176,0.4824
AB_GelatinousSuperorganism,Jerbal,jerbal,Beasts of the Rim (Continued),1.899999976158142,ours,0.5639,0.4361
AB_GelatinousSuperorganism,Jimvu,jimvu,Star Wars Animal Collection (Continued),2,ours,0.4281,0.5719
AB_GelatinousSuperorganism,Josephoartigasia,josephoartigasia,Megafauna,4,dormant,0.723,0.277
AB_GelatinousSuperorganism,JungleRancor,Jungle Rancor,Star Wars Animal Collection (Continued),15,foreign,0.6224,0.3776
AB_GelatinousSuperorganism,Kaadu,kaadu,Star Wars Animal Collection (Continued),1.5,ours,0.3176,0.6824
AB_GelatinousSuperorganism,Katarn,katarn,Star Wars Animal Collection (Continued),4,ours,0.7306,0.2694
AB_GelatinousSuperorganism,KellDragon,kell dragon,Star Wars Animal Collection (Continued),4,ours,0.871,0.129
AB_GelatinousSuperorganism,KingToad,king toad,Giant Toads (Continued),4,dormant,0.643,0.357
AB_GelatinousSuperorganism,Kinrath,kinrath,Star Wars Animal Collection (Continued),1.2000000476837158,ours,0.661,0.339
AB_GelatinousSuperorganism,Klorslug,k'lor'slug,Star Wars Animal Collection (Continued),1.5,ours,0.7078,0.2922
AB_GelatinousSuperorganism,KowakianMonkeyLizard,kowakian monkey-lizard,Star Wars Animal Collection (Continued),0.3499999940395355,ours,0.5833,0.4167
AB_GelatinousSuperorganism,KraytDragon,krayt dragon,Star Wars Animal Collection (Continued),12,ours,0.7105,0.2895
AB_GelatinousSuperorganism,Kreetle,kreetle,Star Wars Animal Collection (Continued),0.20000000298023224,ours,0.6688,0.3312
AB_GelatinousSuperorganism,Krykna,krykna,Star Wars Animal Collection (Continued),0.800000011920929,ours,0.6496,0.3504
AB_GelatinousSuperorganism,KwazelMaw,kwazel maw,Star Wars Animal Collection (Continued),4,ours,0.5847,0.4153
AB_GelatinousSuperorganism,Kwi,Kwi,Star Wars Animal Collection (Continued),3,ours,0.3195,0.6805
AB_GelatinousSuperorganism,Kybuck,kybuck,Star Wars Animal Collection (Continued),1,ours,0.8709,0.1291
AB_GelatinousSuperorganism,LabradorRetriever,labrador retriever,Core,0.75,dormant,0.5282,0.4718
AB_GelatinousSuperorganism,Larva,larva,Odyssey,0.20000000298023224,dormant,0.5503,0.4497
AB_GelatinousSuperorganism,LavaFlea,lava flea,Star Wars Animal Collection (Continued),2.4000000953674316,ours,0.7824,0.2176
AB_GelatinousSuperorganism,LavaSnail,lava snail,Odyssey,0.8999999761581421,ours,0.8504,0.1496
AB_GelatinousSuperorganism,Leaftail,leaf-tail,Star Wars Animal Collection (Continued),0.20000000298023224,ours,0.7242,0.2758
AB_GelatinousSuperorganism,Ling_Cockroach,Giant Cockroach,Rim cockroach,2,ours,0.6697,0.3303
AB_GelatinousSuperorganism,Ling_Cockroach_Mechanoid,Mechanical Cockroach,Rim cockroach,2,dormant,0.5568,0.4432
AB_GelatinousSuperorganism,Locust,locust,Odyssey,0.6000000238418579,dormant,0.5551,0.4449
AB_GelatinousSuperorganism,LongtailGorg,longtail gorg,Star Wars Animal Collection (Continued),0.6000000238418579,ours,0.603,0.397
AB_GelatinousSuperorganism,LothWolf,loth-wolf,Star Wars Animal Collection (Continued),3.5,ours,0.4961,0.5039
AB_GelatinousSuperorganism,Lothcat,loth-cat,Star Wars Animal Collection (Continued),0.3499999940395355,ours,0.5695,0.4305
AB_GelatinousSuperorganism,Lylek,lylek,Star Wars Animal Collection (Continued),5,ours,0.7384,0.2616
AB_GelatinousSuperorganism,Lynx,lynx,Core,0.6000000238418579,ours,0.4647,0.5353
