defName,label,mod,bodySize,status,cluster,hue,sat,val,aspect,spiky
JRWBrachiosaurus,Brachiosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5.75,dormant,5,0.122,0.245,0.469,0.365,1.336
JRWBrachytrachelopan,Brachytrachelopan,Jurassic Rimworld - Dinosaurs Only (Continued),5.75,ours,15,0.062,0.721,0.334,0.425,1.302
JRWCaihong,Caihong,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,ours,3,0.0182,0.375,0.321,0.72,1.042
JRWCamarasaurus,Camarasaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5.75,dormant,23,0.1983,0.396,0.268,0.379,1.34
JRWCamptosaurus,Camptosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,3,0.0331,0.293,0.344,0.387,1.264
JRWCarcharodontosaurus,Carcharodontosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5.75,dormant,4,0.0666,0.164,0.123,0.298,1.646
JRWCarnotaurus,Carnotaurus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,15,0.0648,0.69,0.286,0.354,1.289
JRWCeratosaurus,Ceratosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,5,0.0657,0.27,0.292,0.324,1.444
JRWCoahuilaceratops,Coahuilaceratops,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,4,0.0662,0.203,0.369,0.533,1.187
JRWCoelophysis,Coelophysis,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,1,0.3211,0.199,0.252,0.255,1.584
JRWCompsognathus,Compsognathus,Jurassic Rimworld - Dinosaurs Only (Continued),0.5,dormant,23,0.2186,0.564,0.283,0.347,1.436
JRWCorythosaurus,Corythosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,5,0.1202,0.501,0.301,0.342,1.332
JRWCryolophosaurus,Cryolophosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,5,0.0591,0.428,0.375,0.268,1.586
JRWCyclosphaeroma,Cyclosphaeroma,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,22,0.1404,0.388,0.416,0.85,1.166
JRWDeinonychus,Deinonychus,Jurassic Rimworld - Dinosaurs Only (Continued),4,dormant,20,0.4472,0.551,0.378,0.359,1.377
JRWDeinosuchus,Deinosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,15,0.0256,0.616,0.397,0.321,1.379
JRWDesmatosuchus,Desmatosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,23,0.2026,0.681,0.152,0.486,1.317
JRWDilophosaurus,Dilophosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,foreign,2,0.0855,0.457,0.201,1.024,1.329
JRWDimetrodon,Dimetrodon,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,1,0.2779,0.375,0.197,0.378,1.38
JRWDinilysia,dinilysia,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,5,0.0948,0.604,0.563,0.766,1.458
JRWDiplocaulus,Diplocaulus,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,foreign,15,0.0346,0.478,0.398,0.805,1.287
JRWDracorex,Dracorex,Jurassic Rimworld - Dinosaurs Only (Continued),4,dormant,15,0.0664,0.244,0.319,0.333,1.46
JRWDrinker,Drinker,Jurassic Rimworld - Dinosaurs Only (Continued),2.5,dormant,1,0.2674,0.174,0.382,0.309,1.454
JRWDromaeosaurus,Dromaeosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),4,dormant,15,0.0741,0.26,0.333,0.308,1.601
JRWDryosaurus,Dryosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),2.5,dormant,5,0.1407,0.461,0.476,0.309,1.454
JRWEdaphosaurus,Edaphosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,4,0.9595,0.205,0.295,0.324,1.359
JRWEdmontosaurus,Edmontosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,5,0.1359,0.642,0.302,0.333,1.329
JRWEnigmosaurus,Enigmosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),4.5,dormant,4,0.0639,0.212,0.296,0.412,1.324
JRWEstemmenosuchus,Estemmenosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,13,0.2355,0.306,0.216,0.614,1.082
JRWEuoplocephalus,Euoplocephalus,Jurassic Rimworld - Dinosaurs Only (Continued),5,ours,15,0.0792,0.244,0.485,0.477,1.255
JRWEuphoberia,Euphoberia,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,ours,5,0.1473,0.495,0.343,0.205,1.373
JRWGallimimus,Gallimimus,Jurassic Rimworld - Dinosaurs Only (Continued),4,dormant,5,0.1005,0.618,0.536,0.39,1.22
JRWGasosaurus,Gasosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,4,0.0207,0.191,0.221,0.377,1.344
JRWGeosternbergia,Geosternbergia,Jurassic Rimworld - Dinosaurs Only (Continued),2.5,ours,9,0.1045,0.384,0.448,0.874,2.614
JRWGeralinura,Geralinura,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,ours,9,0.0416,0.244,0.306,0.652,2.147
JRWGiganotosaurus,Giganotosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5.75,dormant,16,0.706,0.201,0.282,0.414,1.358
JRWGigantophis,gigantophis,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,3,0.9861,0.452,0.555,0.703,1.582
JRWGorgonops,Gorgonops,Jurassic Rimworld - Dinosaurs Only (Continued),2,ours,3,0.0217,0.362,0.308,0.576,1.019
JRWHalszkaraptor,Halszkaraptor,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,4,0.9988,0.206,0.126,0.395,1.245
JRWHolcorobeus,Holcorobeus,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,16,0.6633,0.408,0.236,0.767,1.073
JRWHomalocephale,Homalocephale,Jurassic Rimworld - Dinosaurs Only (Continued),4,dormant,4,0.9932,0.155,0.323,0.485,1.167
JRWHylonomus,Hylonomus,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,5,0.0868,0.684,0.384,0.329,1.41
JRWHynerpeton,Hynerpeton,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,foreign,5,0.1456,0.376,0.438,0.493,1.179
JRWHypsilophodon,Hypsilophodon,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,12,0.3932,0.377,0.288,0.371,1.391
JRWIndominus,Indominus rex,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,0,0.0663,0.024,0.512,0.31,1.478
JRWIndoraptor,Indoraptor,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,21,0.1323,0.061,0.125,0.39,1.335
JRWIschigualastia,Ischigualastia,Jurassic Rimworld - Dinosaurs Only (Continued),5,ours,15,0.0765,0.788,0.353,0.766,0.983
JRWKaprosuchus,Kaprosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,15,0.084,0.744,0.369,0.265,1.488
JRWKentrosaurus,Kentrosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,5,0.1202,0.542,0.472,0.481,1.486
JRWKileskus,Kileskus,Jurassic Rimworld - Dinosaurs Only (Continued),2,dormant,15,0.064,0.281,0.214,0.227,1.79
JRWKosmoceratops,Kosmoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,6,0.8155,0.098,0.212,0.543,1.008
JRWLycaenops,Lycaenops,Jurassic Rimworld - Dinosaurs Only (Continued),2,dormant,5,0.0932,0.593,0.385,0.314,1.284
JRWMacrelcana,Macrelcana,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,foreign,9,0.0983,0.46,0.321,0.62,2.484
JRWManipulator,Manipulator,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,foreign,15,0.0783,0.54,0.241,0.467,2.384
JRWMeganeura,Meganeura,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,foreign,20,0.3582,0.278,0.381,1.652,2.608
JRWMetriacanthosaurus,Metriacanthosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,5,0.1107,0.567,0.443,0.356,1.317
JRWMicroceratus,Microceratus,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,5,0.1375,0.522,0.341,0.328,1.426
JRWMochlodon,Mochlodon,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,5,0.0924,0.601,0.411,0.427,1.249
JRWNanuqsaurus,Nanuqsaurus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,18,0.0405,0.0,0.586,0.301,1.428
JRWNasutoceratops,Nasutoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,15,0.0502,0.68,0.304,0.595,1.008
JRWNyctosaurus,Nyctosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),4,ours,9,0.9844,0.172,0.224,0.677,2.752
JRWOphiacodon,Ophiacodon,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,16,0.5363,0.339,0.3,0.329,1.371
JRWOrnithosuchus,Ornithosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,8,0.6196,0.304,0.259,0.329,1.267
JRWOuranosaurus,Ouranosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,5,0.1155,0.374,0.224,0.318,1.469
JRWOviraptor,Oviraptor,Jurassic Rimworld - Dinosaurs Only (Continued),4,dormant,8,0.6672,0.194,0.375,0.313,1.548
JRWPachycephalosaurus,Pachycephalosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),4,dormant,16,0.6255,0.105,0.355,0.446,1.186
JRWPachyrhinosaurus,Pachyrhinosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,4,0.1003,0.273,0.371,0.521,1.055
JRWParasaurolophus,Parasaurolophus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,5,0.1009,0.499,0.364,0.354,1.336
JRWParksosaurus,Parksosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,6,0.7662,0.162,0.361,0.398,1.307
JRWPlatyhystrix,Platyhystrix,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,foreign,5,0.1199,0.583,0.501,0.545,1.179
JRWPrestosuchus,Prestosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,5,0.1566,0.621,0.379,0.288,1.398
JRWProtoceratops,Protoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),2,dormant,8,0.5658,0.356,0.4,0.349,1.357
JRWProtosolpuga,Protosolpuga,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,ours,15,0.0385,0.429,0.248,0.921,1.812
JRWProtovermes,Protovermes,Jurassic Rimworld - Dinosaurs Only (Continued),0.20000000298023224,dormant,3,0.9947,0.73,0.302,0.508,1.003
JRWPsittacosaurus,Psittacosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,16,0.5912,0.34,0.22,0.333,1.356
JRWPteranodon,Pteranodon,Jurassic Rimworld - Dinosaurs Only (Continued),2.5,ours,9,0.1207,0.087,0.257,0.747,2.523
JRWPulmonoscorpius,Pulmonoscorpius,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,foreign,15,0.0499,0.633,0.352,0.631,2.071
JRWQantassaurus,Qantassaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,ours,5,0.1205,0.333,0.352,0.437,1.25
JRWQuetzalcoatlus,Quetzalcoatlus,Jurassic Rimworld - Dinosaurs Only (Continued),5,ours,4,0.0278,0.14,0.208,0.909,1.625
JRWRajasaurus,Rajasaurus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,15,0.0401,0.594,0.426,0.341,1.355
JRWRhabdodon,Rhabdodon,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,15,0.11,0.482,0.307,0.403,1.283
JRWRhamphorhynchus,Rhamphorhynchus,Jurassic Rimworld - Dinosaurs Only (Continued),2.5,dormant,23,0.161,0.51,0.223,0.896,2.356
JRWSaltasaurus,Saltasaurus,Jurassic Rimworld - Dinosaurs Only (Continued),4.5,dormant,23,0.1483,0.373,0.28,0.378,1.384
JRWSarcosuchus,Sarcosuchus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,19,0.5409,0.294,0.397,0.316,1.406
JRWScutosaurus,Scutosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,22,0.0799,0.506,0.35,0.729,1.055
JRWSegnosaurus,Segnosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),4.5,dormant,19,0.5253,0.399,0.412,0.442,1.274
JRWSpinosaurus,Spinosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5.75,dormant,15,0.0538,0.4,0.292,0.397,1.374
JRWStaurikosaurus,Staurikosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),4,dormant,5,0.0932,0.517,0.336,0.361,1.429
JRWStegosaurus,Stegosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,23,0.1914,0.376,0.368,0.479,1.419
JRWStygimoloch,Stygimoloch,Jurassic Rimworld - Dinosaurs Only (Continued),4,dormant,5,0.093,0.37,0.352,0.348,1.365
JRWStyracosaurus,Styracosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,23,0.1823,0.298,0.273,0.661,1.014
JRWSuchomimus,Suchomimus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,4,0.0355,0.142,0.255,0.3,1.455
JRWSupersaurus,Supersaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5.75,dormant,1,0.2931,0.226,0.201,0.413,1.24
JRWTanystropheus,Tanystropheus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,12,0.4105,0.466,0.344,0.329,1.333
JRWTenontosaurus,Tenontosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,4,0.0763,0.274,0.13,0.341,1.395
JRWTermitotron,Termitotron,Jurassic Rimworld - Dinosaurs Only (Continued),3,dormant,15,0.0637,0.737,0.523,0.84,1.771
JRWTherizinosaurus,Therizinosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),4.5,dormant,23,0.2449,0.252,0.239,0.421,1.265
JRWTitanoboa,titanoboa,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,2,0.2508,0.55,0.627,0.763,1.524
JRWTorosaurus,Torosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,22,0.1174,0.249,0.455,0.608,0.991
JRWTriceratops,Triceratops,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,21,0.105,0.244,0.383,0.762,0.968
JRWTroodon,Troodon,Jurassic Rimworld - Dinosaurs Only (Continued),4,dormant,4,0.1843,0.18,0.262,0.257,1.808
JRWTupandactylus,Tupandactylus,Jurassic Rimworld - Dinosaurs Only (Continued),2.5,dormant,9,0.0272,0.045,0.197,0.642,2.875
JRWTyrannosaurus,Tyrannosaurus rex,Jurassic Rimworld - Dinosaurs Only (Continued),5.75,dormant,15,0.0841,0.517,0.229,0.413,1.258
JRWUdanoceratops,Udanoceratops,Jurassic Rimworld - Dinosaurs Only (Continued),2,dormant,23,0.1566,0.535,0.289,0.429,1.126
JRWValdosaurus,Valdosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,10,0.9002,0.251,0.174,0.471,1.195
JRWVelociraptor,Velociraptor,Jurassic Rimworld - Dinosaurs Only (Continued),4,dormant,15,0.0612,0.26,0.348,0.32,1.596
JRWWonambi,wonambi,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,8,0.6112,0.252,0.411,0.755,1.452
JRWYangchuanosaurus,Yangchuanosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),5.75,dormant,8,0.5864,0.509,0.325,0.338,1.445
JRWYi,Yi,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,15,0.056,0.653,0.318,0.658,1.56
JRWYurlunggur,yurlunggur,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,23,0.1927,0.425,0.33,0.763,1.45
JRWYutyrannus,Yutyrannus,Jurassic Rimworld - Dinosaurs Only (Continued),3.5,dormant,19,0.5187,0.341,0.385,0.348,1.398
JRWZalmoxes,Zalmoxes,Jurassic Rimworld - Dinosaurs Only (Continued),5,dormant,15,0.0592,0.73,0.458,0.447,1.205
JRWZephyrosaurus,Zephyrosaurus,Jurassic Rimworld - Dinosaurs Only (Continued),1.5,dormant,21,0.3743,0.302,0.278,0.402,1.283
Jakobeast,jakobeast,Star Wars Animal Collection (Continued),2.5999999046325684,ours,0,0.038,0.06,0.612,0.783,0.958
Jamel,Jamel,Star Wars Animal Collection (Continued),1.899999976158142,ours,22,0.108,0.456,0.593,0.512,1.029
Jerbal,jerbal,Beasts of the Rim (Continued),1.899999976158142,ours,22,0.1143,0.432,0.558,0.983,1.285
Jimvu,jimvu,Star Wars Animal Collection (Continued),2,ours,18,0.6069,0.183,0.655,0.417,1.163
Josephoartigasia,josephoartigasia,Megafauna,4,dormant,22,0.1006,0.315,0.431,0.778,0.96
JungleRancor,Jungle Rancor,Star Wars Animal Collection (Continued),15,foreign,9,0.2854,0.063,0.432,0.973,1.631
Kaadu,kaadu,Star Wars Animal Collection (Continued),1.5,ours,11,0.0913,0.342,0.777,0.549,1.075
Katarn,katarn,Star Wars Animal Collection (Continued),4,ours,5,0.1265,0.379,0.423,0.506,1.134
KellDragon,kell dragon,Star Wars Animal Collection (Continued),4,ours,21,0.1255,0.223,0.261,1.282,1.068
KingToad,king toad,Giant Toads (Continued),4,dormant,22,0.0774,0.51,0.453,1.165,1.211
Kinrath,kinrath,Star Wars Animal Collection (Continued),1.2000000476837158,ours,9,0.1,0.47,0.457,1.066,2.013
Klorslug,k'lor'slug,Star Wars Animal Collection (Continued),1.5,ours,15,0.0449,0.462,0.404,0.702,1.841
KowakianMonkeyLizard,kowakian monkey-lizard,Star Wars Animal Collection (Continued),0.3499999940395355,ours,9,0.0726,0.468,0.527,0.88,1.789
KraytDragon,krayt dragon,Star Wars Animal Collection (Continued),12,ours,5,0.0885,0.503,0.387,0.615,1.368
Kreetle,kreetle,Star Wars Animal Collection (Continued),0.20000000298023224,ours,22,0.0527,0.541,0.4,0.628,1.088
Krykna,krykna,Star Wars Animal Collection (Continued),0.800000011920929,ours,9,0.0755,0.049,0.384,1.473,2.256
KwazelMaw,kwazel maw,Star Wars Animal Collection (Continued),4,ours,22,0.1398,0.277,0.551,0.493,1.135
Kwi,Kwi,Star Wars Animal Collection (Continued),3,ours,19,0.5588,0.773,0.592,0.409,1.323
Kybuck,kybuck,Star Wars Animal Collection (Continued),1,ours,14,0.0502,0.33,0.271,0.628,1.194
LabradorRetriever,labrador retriever,Core,0.75,dormant,12,0.8333,0.063,0.532,0.462,1.211
Larva,larva,Odyssey,0.20000000298023224,dormant,12,0.8333,0.029,0.488,0.81,0.898
LavaFlea,lava flea,Star Wars Animal Collection (Continued),2.4000000953674316,ours,10,0.7702,0.18,0.233,1.15,1.578
LavaSnail,lava snail,Odyssey,0.8999999761581421,ours,14,0.0338,0.358,0.283,0.5,1.031
Leaftail,leaf-tail,Star Wars Animal Collection (Continued),0.20000000298023224,ours,23,0.1972,0.363,0.435,0.468,1.098
Ling_Cockroach,Giant Cockroach,Rim cockroach,2,ours,9,0.0387,0.515,0.414,0.667,2.905
Ling_Cockroach_Mechanoid,Mechanical Cockroach,Rim cockroach,2,dormant,9,0.2216,0.038,0.488,0.696,2.903
Locust,locust,Odyssey,0.6000000238418579,dormant,12,0.8333,0.083,0.514,0.543,1.01
LongtailGorg,longtail gorg,Star Wars Animal Collection (Continued),0.6000000238418579,ours,10,0.7471,0.359,0.422,0.382,1.388
LothWolf,loth-wolf,Star Wars Animal Collection (Continued),3.5,ours,11,0.0919,0.03,0.548,0.393,1.296
Lothcat,loth-cat,Star Wars Animal Collection (Continued),0.3499999940395355,ours,11,0.097,0.113,0.519,0.543,1.153
Lylek,lylek,Star Wars Animal Collection (Continued),5,ours,5,0.1484,0.55,0.315,0.586,1.767
Lynx,lynx,Core,0.6000000238418579,ours,12,0.8333,0.044,0.587,0.436,1.258
MA_Aminox,aminox,Mythic Ages: Megafauna Bestiary,3,foreign,4,0.0467,0.178,0.304,0.667,1.065
MA_Capryak,Capryak,Mythic Ages: Megafauna Bestiary,3,dormant,11,0.119,0.13,0.555,0.639,1.053
MA_Deermoss,deermoss,Mythic Ages: Megafauna Bestiary,2.5,foreign,23,0.1857,0.549,0.349,1.039,2.327
MA_Direhorse,direhorse,Mythic Ages: Megafauna Bestiary,2.200000047683716,dormant,14,0.0658,0.41,0.433,0.571,1.018
MA_Dunbear,dunbear,Mythic Ages: Megafauna Bestiary,4,dormant,4,0.0539,0.324,0.268,0.744,1.01
MA_Duskhorn,duskhorn,Mythic Ages: Megafauna Bestiary,3,dormant,14,0.0212,0.372,0.279,0.775,1.153
MA_Furpotamus,furpotamus,Mythic Ages: Megafauna Bestiary,3.5999999046325684,dormant,4,0.0283,0.267,0.291,0.786,0.926
MA_Gnaut,gnaut,Mythic Ages: Megafauna Bestiary,1.5,foreign,21,0.0864,0.423,0.233,0.539,1.113
MA_Harpeagle,harpeagle,Mythic Ages: Megafauna Bestiary,2.5,dormant,14,0.0738,0.456,0.485,0.852,1.003
MA_Hellboar,Hellboar,Mythic Ages: Megafauna Bestiary,3,ours,21,0.0737,0.224,0.356,0.632,1.004
MA_Manehound,manehound,Mythic Ages: Megafauna Bestiary,2.1500000953674316,dormant,11,0.0964,0.14,0.646,0.578,1.294
MA_Narkospider,narkospider,Mythic Ages: Megafauna Bestiary,1.899999976158142,dormant,4,0.9804,0.17,0.225,0.622,1.67
MA_Plastemmoth,Plastemmoth,Mythic Ages: Megafauna Bestiary,3.700000047683716,dormant,20,0.4259,0.114,0.388,0.688,1.963
MA_PlastemmothAlpha,Plastemmoth alpha,Mythic Ages: Megafauna Bestiary,4.599999904632568,dormant,20,0.4465,0.104,0.279,0.684,2.007
MA_Raptorkhan,raptorkhan,Mythic Ages: Megafauna Bestiary,2.0999999046325684,ours,16,0.7075,0.242,0.289,0.694,1.114
MA_Scarodon,scarodon,Mythic Ages: Megafauna Bestiary,3.0999999046325684,dormant,15,0.0515,0.683,0.359,0.581,1.114
MA_Simbakub,Simbakub,Mythic Ages: Megafauna Bestiary,1.7000000476837158,dormant,21,0.0827,0.141,0.253,0.548,1.124
MA_SimbakubAlpha,Simbakub Alpha,Mythic Ages: Megafauna Bestiary,2.200000047683716,dormant,21,0.0817,0.16,0.19,0.545,1.126
MA_Sivatherium,sivatherium,Mythic Ages: Megafauna Bestiary,3.299999952316284,ours,22,0.0923,0.316,0.424,0.77,1.122
MA_Sporemole,Sporemole,Mythic Ages: Megafauna Bestiary,1.7999999523162842,foreign,4,0.0707,0.27,0.255,0.537,1.132
MA_Worhin,worhin,Mythic Ages: Megafauna Bestiary,4,ours,22,0.086,0.387,0.448,0.775,0.958
MO_AbominationRace,Abomination,Mo'Events (Continued),2,dormant,11,0.0673,0.293,0.624,0.675,1.029
Maalraas,maalraas,Star Wars Animal Collection (Continued),2,ours,15,0.0696,0.318,0.308,0.374,1.431
Macaw,macaw,Odyssey,0.3499999940395355,dormant,14,0.02,0.542,0.358,0.667,1.002
Macrauchenia,macrauchenia,Megafauna,4,ours,5,0.1065,0.46,0.367,0.5,1.213
Mandrill,mandrill,Beasts of the Rim (Continued),1,dormant,10,0.0117,0.143,0.316,0.675,1.29
MandrillMan,mandrill man,Beasts of the Rim (Continued),1,dormant,11,0.0317,0.292,0.316,0.512,1.108
Manka,manka,Star Wars Animal Collection (Continued),3,ours,15,0.0815,0.643,0.366,0.745,1.196
MarshHaunt,marsh haunt,Star Wars Animal Collection (Continued),2.5,ours,20,0.4737,0.164,0.431,0.854,1.011
Massiff,massiff,Star Wars Animal Collection (Continued),0.8500000238418579,ours,21,0.0877,0.224,0.285,0.727,1.1
MastiffPhalone,mastiff phalone,Star Wars Animal Collection (Continued),2,ours,16,0.688,0.288,0.255,0.543,1.122
Mastmot,mastmot,Star Wars Animal Collection (Continued),6,ours,11,0.1146,0.089,0.783,0.604,1.104
Mastodon,mastodon,Odyssey,4.5,dormant,14,0.0739,0.458,0.387,0.652,1.094
Mawvorr,mawvorr,Star Wars Animal Collection (Continued),2.5,ours,19,0.6325,0.554,0.461,0.647,1.302
Mech_Agrihand,agrihand,Biotech,0.699999988079071,dormant,21,0.1753,0.205,0.471,0.624,1.109
Mech_Apocriton,apocriton,Biotech,1,dormant,13,0.1784,0.097,0.295,0.781,1.389
Mech_CentipedeBlaster,centipede blaster,Core,3,dormant,13,0.2116,0.085,0.386,0.854,1.053
Mech_CentipedeBurner,centipede burner,Core,3,dormant,13,0.1636,0.105,0.392,0.864,1.053
Mech_CentipedeGunner,centipede gunner,Core,3,dormant,13,0.2242,0.068,0.38,0.874,1.054
Mech_Centurion,centurion,Biotech,3.5999999046325684,dormant,13,0.2309,0.085,0.39,0.949,0.976
Mech_Cleansweeper,cleansweeper,Biotech,0.30000001192092896,dormant,13,0.2021,0.098,0.454,0.778,0.988
Mech_Constructoid,constructoid,Biotech,0.699999988079071,dormant,13,0.1691,0.13,0.406,1.268,0.989
Mech_Cyclops,cyclops,Odyssey,1,dormant,13,0.2224,0.088,0.402,0.8,1.341
Mech_Diabolus,diabolus,Biotech,4,dormant,13,0.1535,0.116,0.454,1.01,1.109
Mech_Fabricor,fabricor,Biotech,0.699999988079071,dormant,13,0.2136,0.086,0.37,0.711,1.027
Mech_Lancer,lancer,Core,1,dormant,13,0.2079,0.089,0.41,0.587,1.174
Mech_Legionary,legionary,Biotech,1,dormant,13,0.2143,0.092,0.461,0.826,1.035
Mech_Lifter,lifter,Biotech,0.699999988079071,dormant,13,0.2131,0.082,0.408,0.702,1.164
Mech_Militor,militor,Biotech,0.699999988079071,dormant,13,0.2134,0.098,0.439,0.581,1.094
Mech_Paramedic,paramedic,Biotech,0.699999988079071,dormant,13,0.2331,0.075,0.467,0.842,1.106
Mech_Pikeman,pikeman,Core,1,dormant,13,0.2107,0.094,0.415,1.385,1.143
Mech_Scorcher,scorcher,Biotech,1,dormant,13,0.1983,0.093,0.41,0.631,0.999
Mech_Scyther,scyther,Core,1,dormant,13,0.2156,0.077,0.344,0.465,1.269
Mech_Termite,termite,Core,1.600000023841858,dormant,13,0.205,0.088,0.499,0.673,1.017
Mech_Tesseron,tesseron,Biotech,1,dormant,13,0.2086,0.076,0.353,0.516,1.221
Mech_Tunneler,tunneler,Biotech,3.5,dormant,13,0.2202,0.097,0.451,1.068,0.992
Mech_WarUrchin,war urchin,Biotech,0.699999988079071,dormant,13,0.2163,0.066,0.455,0.912,0.943
Mech_Warqueen,war queen,Biotech,4,dormant,13,0.2241,0.088,0.417,0.673,1.123
Megalania,megalania,Megafauna,3,dormant,16,0.5837,0.206,0.351,0.688,1.119
Megaloceros,megaloceros,Megafauna,4,foreign,9,0.0706,0.203,0.398,1.512,2.141
Megalochelys,megalochelys,Megafauna,4.5,dormant,16,0.5931,0.129,0.406,1.698,0.954
Meganeura,meganeura,Megafauna,0.699999988079071,ours,9,0.5889,0.116,0.525,1.8,1.779
Megascarab,megascarab,Core,0.20000000298023224,ours,12,0.3333,0.047,0.576,0.586,1.191
Megasloth,megasloth,Core,4,ours,22,0.1012,0.349,0.549,0.495,1.136
Megaspider,megaspider,Core,1.2000000476837158,ours,12,0.8333,0.056,0.562,0.647,1.341
Megasquid,megasquid,Beasts of the Rim (Continued),4,foreign,5,0.0917,0.73,0.505,1.0,1.295
Megavole,megavole,Odyssey,0.800000011920929,foreign,14,0.0641,0.381,0.483,0.829,0.915
