biome,animal,sources,direction,commonality,mod,file
TropicalRainforest,Capybara,1,biome.wildAnimals,0.5,Core,Defs\BiomeDefs\Biomes_Warm.xml
TropicalRainforest,Cassowary,1,biome.wildAnimals,0.5,Core,Defs\BiomeDefs\Biomes_Warm.xml
TropicalRainforest,Chinchilla,1,biome.wildAnimals,0.5,Core,Defs\BiomeDefs\Biomes_Warm.xml
TropicalRainforest,ChrysalideRancor,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,Clodhopper,1,animal.wildBiomes,0.4,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,Cobra,1,biome.wildAnimals,0.15,Core,Defs\BiomeDefs\Biomes_Warm.xml
TropicalRainforest,Convor,1,animal.wildBiomes,0.4,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,Corinathoth,1,animal.wildBiomes,0.4,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,Dactillion,1,animal.wildBiomes,0.4,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,Daeodon,1,animal.wildBiomes,0.006,Megafauna,1.6\Defs\ThingDefs_Races\Races_Animal_Megafauna_v1.0-v1.1.xml
TropicalRainforest,Dalgo,1,animal.wildBiomes,0.4,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,Devourers,1,animal.wildBiomes,0.8,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,Dewback,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,Dianoga,1,animal.wildBiomes,0.1,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,Dragonsnake,1,animal.wildBiomes,0.2,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,Drexl,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,ERN_Amaro,1,animal.wildBiomes,0.1,Erin's Final Fantasy Animals,1.6\Defs\ThingDefs_Animals\AnimalDef_Amaro.xml
TropicalRainforest,Elephant,1,biome.wildAnimals,0.5,Core,Defs\BiomeDefs\Biomes_Warm.xml
TropicalRainforest,EnergySpider,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,Eopie,1,animal.wildBiomes,0.2,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,Falumpaset,1,animal.wildBiomes,0.4,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,Fambaa,1,animal.wildBiomes,0.4,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,Fanback,1,animal.wildBiomes,0.04,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,FancyRat,1,animal.wildBiomes,0.03,AA FancyRats,1.6\Defs\ThingDefs_Races\Races_Animal_FancyRat.xml
TropicalRainforest,FeralGrazer,1,animal.wildBiomes,0.2,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,FeralNerf,1,animal.wildBiomes,0.04,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,FrilledGorg,1,animal.wildBiomes,0.8,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,FrogDog,1,animal.wildBiomes,0.03,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,Gelagrub,1,animal.wildBiomes,0.8,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,Giant,1,animal.wildBiomes,0.005,Mythological Creatures!,Defs\AnimalDefs\Giant.xml
TropicalRainforest,GiantSnake,1,animal.wildBiomes,0.05,Giant Snake (Continued),1.6\Defs\Races_GiantSnake.xml
TropicalRainforest,GiantToad,1,animal.wildBiomes,0.07,Giant Toads (Continued),1.6\Defs\ThingDefs_Races\GiantToad.xml
TropicalRainforest,Giantala,1,animal.wildBiomes,0.2,Beasts of the Rim (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_Giantala.xml
TropicalRainforest,Gigantelope,1,animal.wildBiomes,0.5,Beasts of the Rim (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_Gigantelope.xml
TropicalRainforest,Gigantopithecus,1,animal.wildBiomes,0.015,Megafauna,1.6\Defs\ThingDefs_Races\Races_Animal_Megafauna_v1.0-v1.1.xml
TropicalRainforest,Gizka,1,animal.wildBiomes,0.8,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,Gorg,1,animal.wildBiomes,0.8,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,Gorilla,1,biome.wildAnimals,0.05,Core,Defs\BiomeDefs\Biomes_Warm.xml
TropicalRainforest,GraniteSlug,1,animal.wildBiomes,0.1,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,Grank,1,animal.wildBiomes,0.4,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,GreaterKraytDragon,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,Gualaar,1,animal.wildBiomes,0.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,GuineaPig,1,biome.wildAnimals,0.25,Core,Defs\BiomeDefs\Biomes_Warm.xml
TropicalRainforest,Gullipud,1,animal.wildBiomes,0.4,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,Gundark,1,animal.wildBiomes,0.1,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,Gutkurr,1,animal.wildBiomes,0.8,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,HarvesterBeetle,1,animal.wildBiomes,0.8,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,Hawkbat,1,animal.wildBiomes,0.08,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,Horax,1,animal.wildBiomes,0.01,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,Hrumph,1,animal.wildBiomes,0.04,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,Hssiss,1,animal.wildBiomes,0.08,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,Igitz,1,animal.wildBiomes,0.03,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,Imp,1,animal.wildBiomes,0.025,Mythological Creatures!,Defs\AnimalDefs\Imp.xml
TropicalRainforest,Insectomorph,1,animal.wildBiomes,0.8,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,Iriaz,1,animal.wildBiomes,1.0,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,IridonianReek,1,animal.wildBiomes,0.08,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,IthorianReek,1,animal.wildBiomes,0.8,Star Wars Animal Collection (Continued),1.6\Defs\ThingDefs_Races\Races_Animal_SW.xml
TropicalRainforest,JRWAbrictosaurus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Abrictosaurus.xml
TropicalRainforest,JRWAcrocanthosaurus,1,animal.wildBiomes,0.08,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Acrocanthosaurus.xml
TropicalRainforest,JRWAdalia,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Adalia.xml
TropicalRainforest,JRWAgilisaurus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Agilisaurus.xml
TropicalRainforest,JRWAlbertosaurus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Albertosaurus.xml
TropicalRainforest,JRWAllosaurus,1,animal.wildBiomes,0.08,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Allosaurus.xml
TropicalRainforest,JRWAnkylosaurus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Ankylosaurus.xml
TropicalRainforest,JRWApatosaurus,1,animal.wildBiomes,0.08,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Apatosaurus.xml
TropicalRainforest,JRWArchaeopteryx,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Archaeopteryx.xml
TropicalRainforest,JRWArgentinosaurus,1,animal.wildBiomes,0.08,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Argentinosaurus.xml
TropicalRainforest,JRWArthropleura,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Arthropleura.xml
TropicalRainforest,JRWBagaceratops,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Bagaceratops.xml
TropicalRainforest,JRWBaryonyx,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Baryonyx.xml
TropicalRainforest,JRWBaseopsis,1,animal.wildBiomes,0.05,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Baseopsis.xml
TropicalRainforest,JRWBecklespinax,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Becklespinax.xml
TropicalRainforest,JRWBeelzebufo,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Beelzebufo.xml
TropicalRainforest,JRWBernicia,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Bernicia.xml
TropicalRainforest,JRWBrachiosaurus,1,animal.wildBiomes,0.08,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Brachiosaurus.xml
TropicalRainforest,JRWBrachytrachelopan,1,animal.wildBiomes,0.08,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Brachytrachelopan.xml
TropicalRainforest,JRWCaihong,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Caihong.xml
TropicalRainforest,JRWCamarasaurus,1,animal.wildBiomes,0.08,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Camarasaurus.xml
TropicalRainforest,JRWCamptosaurus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Camptosaurus.xml
TropicalRainforest,JRWCarcharodontosaurus,1,animal.wildBiomes,0.08,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Carcharodontosaurus.xml
TropicalRainforest,JRWCarnotaurus,1,animal.wildBiomes,0.09,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Carnotaurus.xml
TropicalRainforest,JRWCeratosaurus,1,animal.wildBiomes,0.08,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Ceratosaurus.xml
TropicalRainforest,JRWCoahuilaceratops,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Coahuilaceratops.xml
TropicalRainforest,JRWCoelophysis,1,animal.wildBiomes,0.08,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Coelophysis.xml
TropicalRainforest,JRWCompsognathus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Compsognathus.xml
TropicalRainforest,JRWCorythosaurus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Corythosaurus.xml
TropicalRainforest,JRWCyclosphaeroma,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Cyclosphaeroma.xml
TropicalRainforest,JRWDeinonychus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Deinonychus.xml
TropicalRainforest,JRWDeinosuchus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Deinosuchus.xml
TropicalRainforest,JRWDesmatosuchus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Desmatosuchus.xml
TropicalRainforest,JRWDilophosaurus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Dilophosaurus.xml
TropicalRainforest,JRWDimetrodon,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Dimetrodon.xml
TropicalRainforest,JRWDinilysia,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Dinilysia.xml
TropicalRainforest,JRWDiplocaulus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Diplocaulus.xml
TropicalRainforest,JRWDracorex,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Dracorex.xml
TropicalRainforest,JRWDrinker,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Drinker.xml
TropicalRainforest,JRWDromaeosaurus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Dromaeosaurus.xml
TropicalRainforest,JRWDryosaurus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Dryosaurus.xml
TropicalRainforest,JRWEdaphosaurus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Edaphosaurus.xml
TropicalRainforest,JRWEdmontosaurus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Edmontosaurus.xml
TropicalRainforest,JRWEnigmosaurus,1,animal.wildBiomes,0.08,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Enigmosaurus.xml
TropicalRainforest,JRWEstemmenosuchus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Estemmenosuchus.xml
TropicalRainforest,JRWEuoplocephalus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Euoplocephalus.xml
TropicalRainforest,JRWEuphoberia,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Euphoberia.xml
TropicalRainforest,JRWGallimimus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Gallimimus.xml
TropicalRainforest,JRWGeosternbergia,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Geosternbergia.xml
TropicalRainforest,JRWGeralinura,1,animal.wildBiomes,0.05,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Geralinura.xml
TropicalRainforest,JRWGiganotosaurus,1,animal.wildBiomes,0.08,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Giganotosaurus.xml
TropicalRainforest,JRWGigantophis,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Gigantophis.xml
TropicalRainforest,JRWGorgonops,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Gorgonops.xml
TropicalRainforest,JRWHalszkaraptor,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Halszkaraptor.xml
TropicalRainforest,JRWHolcorobeus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Holcorobeus.xml
TropicalRainforest,JRWHomalocephale,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Homalocephale.xml
TropicalRainforest,JRWHylonomus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Hylonomus.xml
TropicalRainforest,JRWHynerpeton,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Hynerpeton.xml
TropicalRainforest,JRWHypsilophodon,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Hypsilophodon.xml
TropicalRainforest,JRWIndominus,1,animal.wildBiomes,0,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Indominus.xml
TropicalRainforest,JRWIndoraptor,1,animal.wildBiomes,0,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Indoraptor.xml
TropicalRainforest,JRWIschigualastia,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Ischigualastia.xml
TropicalRainforest,JRWKaprosuchus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Kaprosuchus.xml
TropicalRainforest,JRWKentrosaurus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Kentrosaurus.xml
TropicalRainforest,JRWKileskus,1,animal.wildBiomes,0.08,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Kileskus.xml
TropicalRainforest,JRWKosmoceratops,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Kosmoceratops.xml
TropicalRainforest,JRWLycaenops,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Lycaenops.xml
TropicalRainforest,JRWMacrelcana,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Macrelcana.xml
TropicalRainforest,JRWManipulator,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Manipulator.xml
TropicalRainforest,JRWMeganeura,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Meganeura.xml
TropicalRainforest,JRWMicroceratus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Microceratus.xml
TropicalRainforest,JRWMochlodon,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Mochlodon.xml
TropicalRainforest,JRWNasutoceratops,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Nasutoceratops.xml
TropicalRainforest,JRWNyctosaurus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Nyctosaurus.xml
TropicalRainforest,JRWOphiacodon,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Ophiacodon.xml
TropicalRainforest,JRWOrnithosuchus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Ornithosuchus.xml
TropicalRainforest,JRWOuranosaurus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Ouranosaurus.xml
TropicalRainforest,JRWOviraptor,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Oviraptor.xml
TropicalRainforest,JRWPachycephalosaurus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Pachycephalosaurus.xml
TropicalRainforest,JRWPachyrhinosaurus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Pachyrhinosaurus.xml
TropicalRainforest,JRWParasaurolophus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Parasaurolophus.xml
TropicalRainforest,JRWParksosaurus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Parksosaurus.xml
TropicalRainforest,JRWPlatyhystrix,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Platyhystrix.xml
TropicalRainforest,JRWPrestosuchus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Prestosuchus.xml
TropicalRainforest,JRWProtoceratops,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Protoceratops.xml
TropicalRainforest,JRWPsittacosaurus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Psittacosaurus.xml
TropicalRainforest,JRWPteranodon,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Pteranodon.xml
TropicalRainforest,JRWPulmonoscorpius,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Pulmonoscorpius.xml
TropicalRainforest,JRWQantassaurus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Qantassaurus.xml
TropicalRainforest,JRWQuetzalcoatlus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Quetzalcoatlus.xml
TropicalRainforest,JRWRajasaurus,1,animal.wildBiomes,0.09,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Rajasaurus.xml
TropicalRainforest,JRWRhabdodon,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Rhabdodon.xml
TropicalRainforest,JRWRhamphorhynchus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Rhamphorhynchus.xml
TropicalRainforest,JRWSaltasaurus,1,animal.wildBiomes,0.08,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Saltasaurus.xml
TropicalRainforest,JRWSarcosuchus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Sarcosuchus.xml
TropicalRainforest,JRWScutosaurus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Scutosaurus.xml
TropicalRainforest,JRWSegnosaurus,1,animal.wildBiomes,0.08,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Segnosaurus.xml
TropicalRainforest,JRWSpinosaurus,1,animal.wildBiomes,0.08,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Spinosaurus.xml
TropicalRainforest,JRWStaurikosaurus,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Staurikosaurus.xml
TropicalRainforest,JRWStegosaurus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Stegosaurus.xml
TropicalRainforest,JRWStygimoloch,1,animal.wildBiomes,0.1,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Stygimoloch.xml
TropicalRainforest,JRWStyracosaurus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Styracosaurus.xml
TropicalRainforest,JRWSuchomimus,1,animal.wildBiomes,0.08,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Suchomimus.xml
TropicalRainforest,JRWSupersaurus,1,animal.wildBiomes,0.08,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Supersaurus.xml
TropicalRainforest,JRWTanystropheus,1,animal.wildBiomes,0.075,Jurassic Rimworld - Dinosaurs Only (Continued),1.6\Defs\ThingDef_Races\Race_Tanystropheus.xml
