defName,label,mod,isTree,treeCategory,purpose,growDays,harvestedThingDef,minGrowthTemp,maxGrowthTemp,minOptTemp,maxOptTemp,fertilityMin,ignoresFertility,cavePlant,pollution,wildOrder,wildClusterRadius,sowTags,texPath
Grim3Shrub,bush,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,6,,Things/Plant/GRim3Shrub
GrimCoral,Coral,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,Any,1,3,,Things/Plant/GRimCoral
GrimMush,Mushrooms,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,Any,1,3,,Things/Plant/GRimMush
GrimPepper,Grimpepper plant,GRiNDTerra Biomes,False,None,Food,3,RawGrimPepper,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,-1,Ground|Hydroponic,Things/Plant/GrimPepper
GrimShroom,Mushrooms,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,Any,1,5,,Things/Plant/GRimShroom
Grimtacle,Tentacle,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,Any,1,8,,Things/Plant/GRimtacle
JungleShrub,bush,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,6,,Things/Plant/JungleShrub
Mushpine,Mushroom tree,GRiNDTerra Biomes,True,Full,Misc,20,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,6,Ground,Things/Plant/Mushpine
NewGreenBush,bush,GRiNDTerra Biomes,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,,Things/Plant/NewGreenBush
TreeAreeb,Areeb tree,GRiNDTerra Biomes,True,Full,Misc,18,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,8,Ground,Things/Plant/TreeAreeb
TreeBlareebian,Blareebian tree,GRiNDTerra Biomes,True,Full,Misc,18,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,8,Ground,Things/Plant/TreeBlareebian
TreeCrystal,Crystal tree,GRiNDTerra Biomes,True,Full,Misc,18,WoodLog,0,58,6,42,0.699999988079071,False,False,Any,3,6,Ground,Things/Plant/TreeCrystal
TreeCypre,Cypre tree,GRiNDTerra Biomes,True,Full,Misc,18,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,8,Ground,Things/Plant/TreeCypre
TreeDragoberry,Dragoberry tree,GRiNDTerra Biomes,False,None,Food,6,RawBerries,0,58,6,42,0.5,False,False,CleanOnly,2,5,,Things/Plant/TreeDragoberry
TreeGralma,Gralma tree,GRiNDTerra Biomes,True,Full,Misc,18,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,8,Ground,Things/Plant/TreeGralma
TreeGrimber,Grimber tree,GRiNDTerra Biomes,True,Full,Misc,18,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,8,Ground,Things/Plant/TreeGrimber
TreePalma,Palma tree,GRiNDTerra Biomes,True,Full,Misc,18,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,8,Ground,Things/Plant/TreePalma
Plant_MotherAmbrosiaLGE,ambrosia bush,Go Explore!,False,None,Food,6,Ambrosia,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,-1,,Things/Plant/Ambrosia
Plant_HydroDevilstrand_GT,hydroponic devilstrand,GravTech,False,None,Misc,20,DevilstrandCloth,0,58,6,42,2,False,False,Any,2,-1,Hydroponic,Plant/HydroDevilstrand
HorrorWeb,horrorweb,Horrors (Continued),False,None,Misc,30,Cloth,0,58,6,42,0,False,False,CleanOnly,1,4,,Things/Webs/HorrorWeb3
ChoppedStump_Gauranlen,chopped gauranlen stump,Ideology,False,None,Misc,30,WoodLog,0,58,6,42,0.009999999776482582,False,False,CleanOnly,2,-1,,Things/Plant/Stumps/StumpChoppedGauranlen
Plant_Fibercorn,fibercorn,Ideology,False,None,Misc,6,WoodLog,0,58,6,42,0.20000000298023224,False,False,CleanOnly,2,-1,Ground|Hydroponic,Things/Plant/RG_Fibercorn
Plant_MossGauranlen,Gauranlen moss,Ideology,False,None,Misc,5,,0,58,6,42,0.07999999821186066,False,False,CleanOnly,2,-1,,Things/Plant/RG_GauranlenMoss
Plant_Nutrifungus,nutrifungus,Ideology,False,None,Food,6,RawFungus,0,58,6,42,0.30000001192092896,False,True,CleanOnly,1,-1,Ground|Hydroponic|BMT_Fungiponics,Things/Plant/RG_Nutrifungus
Plant_PodGauranlen,Gauranlen pod,Ideology,False,None,Misc,6,GauranlenSeed,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,-1,,Things/Plant/GauranlenPod
Plant_TreeBonsai,bonsai tree,Ideology,True,Mini,Beauty,1.5,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,8,DecorativeTree,Things/Plant/RG_BonsaiTree
Plant_TreeGauranlen,Gauranlen tree,Ideology,True,Super,Misc,10,WoodLog,0,58,6,42,0.07999999821186066,False,False,CleanOnly,3,8,,Things/Plant/RG_GauranlenTree
SmashedStump_Gauranlen,smashed gauranlen stump,Ideology,False,None,Misc,30,WoodLog,0,58,6,42,0.009999999776482582,False,False,CleanOnly,2,-1,,Things/Plant/Stumps/StumpSmashedGauranlen
ZBiome_Plant_WildDaylily,daylily,More Vanilla Biomes,False,None,Beauty,2.5,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,6,,Things/Plant/Daylily
ZBiome_Plant_WildRose,rose,More Vanilla Biomes,False,None,Beauty,2.5,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,-1,,Things/Plant/Rose
Boomshroom,boomshroom,Odyssey,False,None,Misc,60,Chemfuel,0,58,6,42,0.009999999776482582,False,False,Any,2,6,Ground|Hydroponic,Things/Plant/RG_Boomshroom
ChoppedStump_Archean,chopped Archean stump,Odyssey,False,None,Misc,30,WoodLog,0,58,6,42,0.009999999776482582,False,False,CleanOnly,2,-1,,Things/Plant/TreeArchean/StumpChoppedArcheanTree
Plant_Berry_Leafless,berry bush,Odyssey,False,None,Food,6,RawBerries,0,58,6,42,0.5,False,False,CleanOnly,2,5,,Things/Plant/BerryPlant_Leafless
Plant_Brambles_Leafless,brambles,Odyssey,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,Any,1,4,,Things/Plant/Brambles_Leafless
Plant_Bulrush,bulrush,Odyssey,False,None,Misc,2.5,,0,58,6,42,0.699999988079071,True,False,CleanOnly,2,-1,,Things/Plant/Bulrush
Plant_Bush_Leafless,bush,Odyssey,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,4,,Things/Plant/Bush_Leafless
Plant_Cotton_Wild,wild cotton plant,Odyssey,False,None,Misc,8,Cloth,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,5,,Things/Plant/CottonPlant
Plant_Fibercorn_Wild,wild fibercorn,Odyssey,False,None,Misc,6,WoodLog,0,58,6,42,0.20000000298023224,False,False,CleanOnly,2,5,,Things/Plant/RG_Fibercorn
Plant_Fireweed,fireweed,Odyssey,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,,Things/Plant/Fireweed
Plant_LilyPad,lily pad,Odyssey,False,None,Misc,2.5,,0,58,6,42,0.699999988079071,True,False,CleanOnly,2,-1,,Things/Plant/LilyPad
Plant_Lotus,lotus,Odyssey,False,None,Beauty,1.5,,0,58,6,42,0.699999988079071,True,False,CleanOnly,2,-1,,Things/Plant/Lotus
Plant_MagmaCactus,magma cactus,Odyssey,False,None,Misc,2.5,,0,74,6,68,0.05000000074505806,False,False,CleanOnly,2,4,,Things/Plant/MagmaCactus
Plant_NightRafflesia,night rafflesia,Odyssey,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,-1,,Things/Plant/RG_NightRafflesia
Plant_Nightgrass,night grass,Odyssey,False,None,Misc,5,,0,58,6,42,0.05000000074505806,False,False,Any,1,2,Ground,Things/Plant/Nightgrass
Plant_Psilocap,wild psilocap,Odyssey,False,None,Food,20,Drug_Psilocap,0,58,6,42,0.009999999776482582,False,False,Any,1,6,Ground|Hydroponic,Things/Plant/RG_Psilocap
Plant_Psychoid_Wild,wild psychoid plant,Odyssey,False,None,Misc,9,PsychoidLeaves,0,58,6,42,0.5,False,False,Any,2,5,,Things/Plant/PsychoidPlant
Plant_Reeds,reeds,Odyssey,False,None,Misc,2.5,,0,58,6,42,0.699999988079071,True,False,CleanOnly,2,-1,,Things/Plant/Reeds
Plant_Smokeleaf_Wild,wild smokeleaf plant,Odyssey,False,None,Misc,7.5,SmokeleafLeaves,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,5,,Things/Plant/SmokeleafPlant
Plant_Strawberry_Wild,wild strawberry plant,Odyssey,False,None,Food,4.599999904632568,RawBerries,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,5,,Things/Plant/RG_StrawberryPlant
Plant_Thornvine,thornvine,Odyssey,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,Any,1,-1,,Things/Plant/Thornvine
Plant_Tinctoria_Wild,wild tinctoria,Odyssey,False,None,Misc,2,Dye,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,5,,Things/Plant/Tinctoria
Plant_TreeArchean,archean tree,Odyssey,True,Super,Misc,30,WoodLog,0,58,6,42,0,False,False,Any,3,8,,Things/Plant/TreeArchean/ArcheanTree
Plant_TreeCocoa_Wild,wild cocoa tree,Odyssey,True,Full,Misc,16,Chocolate,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,5,,Things/Plant/TreeCocoa
Plant_TreeSnagroot,snagroot tree,Odyssey,True,Full,Misc,52,WoodLog,0,58,6,42,0.5,False,False,Any,3,8,Ground,Things/Plant/TreeSnagroot
Plant_Willowgill,willowgill,Odyssey,False,None,Misc,40,,0,58,6,42,0.009999999776482582,False,False,CleanOnly,1,12,Ground|Hydroponic,Things/Plant/RG_Willowgill
Plant_YellowGrass,yellow grass,Odyssey,False,None,Misc,2.5,,0,75,6,42,0.05000000074505806,False,False,CleanOnly,1,-1,,Things/Plant/YellowGrass
Plant_YellowTallGrass,tall yellow grass,Odyssey,False,None,Misc,3,,0,75,6,42,0.699999988079071,False,False,CleanOnly,1,4,,Things/Plant/YellowTallGrass
SmashedStump_Archean,smashed Archean stump,Odyssey,False,None,Misc,30,WoodLog,0,58,6,42,0.009999999776482582,False,False,CleanOnly,2,-1,,Things/Plant/TreeArchean/StumpSmashedArcheanTree
IronScruff_Bindweed,bindweed,Primordial Geysers,False,None,Beauty,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,Ground,Things/Plants/IronScruff_Bindweed
IronScruff_Juniper,juniper shrub,Primordial Geysers,False,None,Food,14,RawBerries,0,58,6,42,0.5,False,False,CleanOnly,2,3,,Things/Plants/IronScruff_JuniperPlant
IronScruff_PrimordialGrass,primordial grass,Primordial Geysers,False,None,Misc,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,-1,,Things/Plants/IronScruff_PrimordialGrassPlant
IronScruff_PrimordialTallGrass,primordial tall grass,Primordial Geysers,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,4,,Things/Plants/IronScruff_PrimordialGrassPlant
Plant_Psilocap_Decorative,potted psilocap,Psilocap Cultivation,False,None,Beauty,2.825000047683716,,0,58,6,42,0.699999988079071,False,False,CleanOnly,1,-1,Decorative,Psilocap_Immature
Plant_Psilocap_Farmed,psilocap,Psilocap Cultivation,False,None,Misc,11.300000190734863,Drug_Psilocap,0,58,6,42,0.5,False,False,Any,2,-1,Ground|Hydroponic,Things/Plant/Psilocap
Plant_Psykshroom,psyshroom,Psyshrooms,False,None,Misc,11,RawPsykcaps,0,58,6,42,0.30000001192092896,False,True,CleanOnly,1,-1,Ground|Hydroponic,Psykmod/Psykshroom
Plant_Brambles,brambles,ReGrowth 2,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,Any,1,4,,Things/Plant/RG_Brambles
Plant_DesertDandelion,dandelions,ReGrowth 2,False,None,Beauty,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,Ground,Things/Plant/RG_DesertDandelion
Plant_Grass,grass,ReGrowth 2,False,None,Misc,2.5,,0,75,6,42,0.05000000074505806,False,False,CleanOnly,1,-1,,Things/Plant/RG_Grass
Plant_TallGrass,tall grass,ReGrowth 2,False,None,Misc,3,,0,75,6,42,0.699999988079071,False,False,CleanOnly,1,4,,Things/Plant/RG_Grass
RG_Cibarius,cibarius,ReGrowth 2,False,None,Food,22,RawFungus,0,58,6,42,0.03999999910593033,False,False,CleanOnly,2,-1,,Things/Plant/RG_Cibarius
RG_FlowerCactus,flower cactus,ReGrowth 2,False,None,Beauty,2.5,,0,58,6,42,0.03999999910593033,False,False,CleanOnly,1,4,Ground,Things/Plant/RG_FlowerCactus
RG_NeoAmanita,neo amanita,ReGrowth 2,False,None,Food,16,RawFungus,0,58,6,42,0.03999999910593033,False,False,CleanOnly,2,-1,,Things/Plant/RG_NeoAmanita
RG_Plant_AridGrass,grass,ReGrowth 2,False,None,Misc,2.5,,0,75,6,42,0.05000000074505806,False,False,CleanOnly,1,-1,,Things/Plant/RG_DesertGrass
RG_Plant_BerryCultivated,berry bush,ReGrowth 2,False,None,Food,5,RawBerries,0,58,6,42,0.5,False,False,CleanOnly,2,5,Ground,Things/Plant/BerryPlant
RG_Plant_BlueDandelion,dandelions,ReGrowth 2,False,None,Beauty,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,Ground,Things/Plant/RG_BlueDandelion
RG_Plant_BlueTreePine,pine tree,ReGrowth 2,True,Full,Misc,40,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,8,Ground,Things/Plant/RG_BlueTreePine
RG_Plant_BorealFern,fern,ReGrowth 2,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,4,,Things/Plant/RG_BorealFern
RG_Plant_BramblesRed,brambles,ReGrowth 2,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,Any,1,4,,Things/Plant/RG_RedBrambles
RG_Plant_BramblesYellow,brambles,ReGrowth 2,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,Any,1,4,,Things/Plant/RG_YellowBrambles
RG_Plant_Cathedralis,cathedralis,ReGrowth 2,False,None,Beauty,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,Ground,Things/Plant/RG_Cathedralis
RG_Plant_Coldheart,coldheart,ReGrowth 2,False,None,Misc,15,,0,58,6,42,0.05000000074505806,False,False,Any,1,4,,Things/Plant/RG_Coldheart
RG_Plant_CreepStern,creep stern,ReGrowth 2,False,None,Misc,15,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,,Things/Plant/RG_CreepStern
RG_Plant_CrimsonCushion,crimson cushion,ReGrowth 2,False,None,Misc,5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,,Things/Plant/RG_TundraScrubsRed
RG_Plant_Dervish,dervish,ReGrowth 2,False,None,Beauty,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,6,4,Ground,Things/Plant/RG_Dervish
RG_Plant_GlowLeaf,glow leaf,ReGrowth 2,False,None,Beauty,3.5,,0,58,6,42,0.699999988079071,False,False,Any,1,-1,,Things/Plant/GlowLeaf
RG_Plant_LargeTreePine,pine tree,ReGrowth 2,True,Full,Misc,56,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,8,Ground,Things/Plant/RG_LargeTreePine
RG_Plant_LupineIceland,lupine,ReGrowth 2,False,None,Beauty,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,Ground,Things/Plant/RG_LupineIceland
RG_Plant_LureWeed,lure weed,ReGrowth 2,False,None,Beauty,3.5,,0,58,6,42,0.699999988079071,False,False,Any,1,4,,Things/Plant/LureWeed
RG_Plant_MutatedFern,mutated fern,ReGrowth 2,False,None,Misc,15,,0,58,6,42,0.05000000074505806,False,False,Any,1,4,,Things/Plant/MutatedFern
RG_Plant_MutatedFungus,mutated fungus,ReGrowth 2,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,Any,1,4,,Things/Plant/MutatedFungus
RG_Plant_Nightguide,nightguide,ReGrowth 2,False,None,Misc,15,,0,58,6,42,0.05000000074505806,False,False,Any,1,4,,Things/Plant/RG_Nightguide
RG_Plant_OrangeTreePine,pine tree,ReGrowth 2,True,Full,Misc,25,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,8,Ground,Things/Plant/RG_OrangeTreePine
RG_Plant_Oxalis,oxalis,ReGrowth 2,False,None,Beauty,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,Ground,Things/Plant/RG_TropicalOxalis
RG_Plant_Plumeria,plumeria,ReGrowth 2,False,None,Beauty,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,Ground,Things/Plant/RG_Plumeria
RG_Plant_Raspberry,raspberry bush,ReGrowth 2,False,None,Food,4,RawBerries,0,58,6,42,0.4000000059604645,False,False,CleanOnly,2,5,,Things/Plant/RG_RaspberryPlant
RG_Plant_RaspberryCultivated,raspberry bush,ReGrowth 2,False,None,Food,4,RawBerries,0,58,6,42,0.4000000059604645,False,False,CleanOnly,2,-1,Ground,Things/Plant/RG_RaspberryPlant
RG_Plant_RedDandelion,dandelions,ReGrowth 2,False,None,Beauty,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,Ground,Things/Plant/RG_RedDandelion
RG_Plant_SwampPod,swamp pod,ReGrowth 2,False,None,Misc,18,,0,58,6,42,0.03999999910593033,False,False,CleanOnly,2,4,,Things/Plant/RG_SwampPod
RG_Plant_TallPalmTree,palm tree,ReGrowth 2,True,Full,Misc,48,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,8,Ground,Things/Plant/RG_TreeTallPalm
RG_Plant_TallToxiGrass,tall toxigrass,ReGrowth 2,False,None,Misc,3,,0,75,6,42,0.05000000074505806,False,False,Any,1,4,,Things/Plant/ToxiGrass
RG_Plant_TemperateFern,fern,ReGrowth 2,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,4,,Things/Plant/RG_TemperateFern
RG_Plant_TemperateIvy,ivy,ReGrowth 2,False,None,Misc,15,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,,Things/Plant/RG_TemperateIvy
RG_Plant_Tidalis,tidalis,ReGrowth 2,False,None,Misc,15,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,,Things/Plant/RG_Tidalis
RG_Plant_TigerLily,tiger lily,ReGrowth 2,False,None,Beauty,2.5,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,Ground,Things/Plant/RG_TigerLily
RG_Plant_ToxiGrass,toxigrass,ReGrowth 2,False,None,Misc,2.5,,0,75,6,42,0.05000000074505806,False,False,Any,1,-1,,Things/Plant/ToxiGrass
RG_Plant_TreeCornish,cornish tree,ReGrowth 2,True,Full,Misc,20,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,8,Ground,Things/Plant/RG_TreeCornish
RG_Plant_TreeDwarfPalm,dwarf palm tree,ReGrowth 2,True,Full,Misc,6,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,10,Ground,Things/Plant/RG_TreeTinyPalm
RG_Plant_TreeSplitpine,splitpine tree,ReGrowth 2,True,Full,Misc,42,WoodLog,0,58,6,42,0.699999988079071,False,False,Any,3,8,Ground,Things/Plant/SplitPine
RG_Plant_TreeToxiTeak,toxiteak tree,ReGrowth 2,True,Full,Misc,35.5,WoodLog,0,58,6,42,0.699999988079071,False,False,Any,3,8,Ground,Things/Plant/TreeToxiTeak
RG_Plant_TreeToxipine,toxipine tree,ReGrowth 2,True,Full,Misc,32,WoodLog,0,58,6,42,0.699999988079071,False,False,Any,3,8,Ground,Things/Plant/Toxipine
RG_Plant_TreeWhiteWillow,willow tree,ReGrowth 2,True,Full,Misc,13,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,17,Ground,Things/Plant/RG_WhiteWillow
RG_Plant_TropicalBrambles,brambles,ReGrowth 2,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,Any,1,4,,Things/Plant/RG_TropicalBrambles
RG_Plant_TropicalChokevine,chokevine,ReGrowth 2,False,None,Misc,5,,0,58,6,42,0.699999988079071,False,False,Any,1,6,,Things/Plant/RG_TropicalChokevine
RG_Plant_TropicalFern,fern,ReGrowth 2,False,None,Misc,3,,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,4,,Things/Plant/RG_TropicalFern
RG_Plant_TropicalIvy,ivy,ReGrowth 2,False,None,Misc,15,,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,,Things/Plant/RG_TropicalIvy
RG_Plant_TundraCotton,tundra cotton,ReGrowth 2,False,None,Beauty,4.599999904632568,Cloth,0,58,6,42,0.05000000074505806,False,False,CleanOnly,1,4,Ground,Things/Plant/RG_TundraCotton
RG_Plant_TundraGrass,grass,ReGrowth 2,False,None,Misc,2.5,,0,75,6,42,0.05000000074505806,False,False,CleanOnly,1,-1,,Things/Plant/RG_TundraGrass
RG_Plant_TundraTallGrass,tall grass,ReGrowth 2,False,None,Misc,3,,0,75,6,42,0.699999988079071,False,False,CleanOnly,1,4,,Things/Plant/RG_TundraTallGrass
RG_Potokus,potokus,ReGrowth 2,False,None,Food,14,RawFungus,0,58,6,42,0.03999999910593033,False,False,CleanOnly,2,-1,,Things/Plant/RG_Potokus
RG_SychiCap,Sychi cap,ReGrowth 2,False,None,Food,8,RawFungus,0,58,6,42,0.03999999910593033,False,False,CleanOnly,2,-1,,Things/Plant/RG_SychiCap
RG_Tree_TundraTreePine,pine tree,ReGrowth 2,True,Full,Misc,20,WoodLog,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,8,Ground,Things/Plant/RG_TundraTreePine
RG_Tripaloski,tripaloski,ReGrowth 2,False,None,Food,45,RawFungus,0,58,6,42,0.03999999910593033,False,False,Any,2,-1,,Things/Plant/Tripaloski
RotR_RoseOfRebirth,rose of rebirth,Romance On The Rim,False,None,Misc,30,,0,58,6,42,0,False,False,CleanOnly,2,-1,,RotR_Things/Plant/RotR_RoseOfRebirth
ChoppedStump_Anima,chopped anima stump,Royalty,False,None,Misc,30,WoodLog,0,58,6,42,0.009999999776482582,False,False,CleanOnly,2,-1,,Things/Plant/Stumps/AnimaChopped
Plant_GrassAnima,anima grass,Royalty,False,None,Misc,1,,0,58,6,42,0.07999999821186066,False,False,CleanOnly,1,-1,,Things/Plant/Grass_Anima
Plant_TreeAnima,anima tree,Royalty,True,Super,Misc,25,WoodLog,0,58,6,42,0.07999999821186066,False,False,CleanOnly,3,8,,Things/Plant/RG_TreeAnima
SmashedStump_Anima,smashed anima stump,Royalty,False,None,Misc,30,WoodLog,0,58,6,42,0.009999999776482582,False,False,CleanOnly,2,-1,,Things/Plant/Stumps/AnimaSmashed
Plant_Bloddle,bloddle plant,Star Wars Animal Collection (Continued),False,None,Food,4,RawBloddle,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,-1,Ground|Hydroponic,swplants/Bloddle
Plant_Bubblespore,bubble spore plant,Star Wars Animal Collection (Continued),False,None,Misc,3,RawBubblespore,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,-1,Ground|Hydroponic,swplants/BubbleSpore
Plant_Bubblespore_Wild,wild bubble spore plant,Star Wars Animal Collection (Continued),False,None,Misc,3,RawBubblespore,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,5,,swplants/BubbleSpore
Plant_Chakroot,chak-root plant,Star Wars Animal Collection (Continued),False,None,Food,4,RawChakroot,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,-1,Ground|Hydroponic,swplants/Chakroot
Plant_Chakroot_Wild,wild chak-root plant,Star Wars Animal Collection (Continued),False,None,Food,4,RawChakroot,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,5,,swplants/Chakroot
Plant_Dantuber,dantuber plant,Star Wars Animal Collection (Continued),False,None,Food,5,RawDantuber,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,-1,Ground|Hydroponic,swplants/Dantuber
Plant_Dantuber_Wild,wild dantuber plant,Star Wars Animal Collection (Continued),False,None,Food,5,RawDantuber,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,5,,swplants/Dantuber
Plant_FelucianGlowspore,felucian glowspore,Star Wars Animal Collection (Continued),True,Full,Misc,10,RawFelucianLettuce,0,75,6,42,0.699999988079071,False,False,CleanOnly,3,8,Ground|Ground,swplants/FelucianGlowspore
Plant_FelucianGlowspore_Wild,wild felucian glowspore,Star Wars Animal Collection (Continued),True,Full,Misc,10,RawFelucianLettuce,0,75,6,42,0.699999988079071,False,False,CleanOnly,3,5,,swplants/FelucianGlowspore
Plant_HubbaGourd,hubba gourd,Star Wars Animal Collection (Continued),False,None,Food,3,RawHubbaGourd,0,75,6,42,0.699999988079071,False,False,CleanOnly,2,-1,Ground|Hydroponic,swplants/HubbaGourd
Plant_HubbaGourd_Wild,wild hubba gourd plant,Star Wars Animal Collection (Continued),False,None,Food,3,RawHubbaGourd,0,75,6,42,0.699999988079071,False,False,CleanOnly,2,5,,swplants/HubbaGourd
Plant_HydenockTree,hydenock tree,Star Wars Animal Collection (Continued),True,Full,Misc,10,Dye,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,8,Ground|Ground,swplants/HydenockTree
Plant_HydenockTree_Wild,wild hydenock tree,Star Wars Animal Collection (Continued),True,Full,Misc,10,Dye,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,5,,swplants/HydenockTree
Plant_JoganTree,jogan tree,Star Wars Animal Collection (Continued),True,Full,Misc,10,RawJoganFruit,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,8,Ground|Ground,swplants/JoganTree
Plant_JoganTree_Wild,wild jogan tree,Star Wars Animal Collection (Continued),True,Full,Misc,10,RawJoganFruit,0,58,6,42,0.699999988079071,False,False,CleanOnly,3,5,,swplants/JoganTree
Plant_ManaxFungus,manax fungus,Star Wars Animal Collection (Continued),False,None,Misc,15,RawManaxFungus,0,58,6,42,0.800000011920929,False,False,CleanOnly,2,-1,Ground,swplants/ManaxFungus
Plant_Meiloorun,meiloorun plant,Star Wars Animal Collection (Continued),False,None,Food,10,RawMeiloorun,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,-1,Ground,swplants/Meiloorun
Plant_Meiloorun_Wild,wild meiloorun plant,Star Wars Animal Collection (Continued),False,None,Food,10,RawMeiloorun,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,5,,swplants/Meiloorun
Plant_MujaFruit,muja fruit bush,Star Wars Animal Collection (Continued),False,None,Food,5,RawMujaFruit,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,-1,Ground,swplants/MujaFruit
Plant_MujaFruit_Wild,wild muja fruit bush,Star Wars Animal Collection (Continued),False,None,Food,5,RawMujaFruit,0,58,6,42,0.699999988079071,False,False,CleanOnly,2,5,,swplants/MujaFruit
Plant_MunchFungus,munch-fungus,Star Wars Animal Collection (Continued),False,None,Food,7,RawMunchFungus,0,58,6,42,0.699999988079071,False,True,Any,1,-1,Ground|Hydroponic,swplants/MunchFungus
Plant_MunchFungus_Wild,wild munch-fungus,Star Wars Animal Collection (Continued),False,None,Food,7,RawMunchFungus,0,58,6,42,0.699999988079071,False,True,Any,1,5,,swplants/MunchFungus
