defName,modName,label,capacities,power,cooldownTime,dps,armorPenetration,linkedBodyPartsGroup,chanceFactor
SW_Grenadierworm,Insectoids 2 - Isopoda geneline,head claw,SW_FlameCut,20,1.5,13.33,0.80,HeadAttackTool,0.2
SW_Juggernautbeetles,Insectoids 2 - Isopoda geneline,claw,SW_FlameCut,20,1.5,13.33,0.80,HeadClaw,
SW_Juggernautbeetles,Insectoids 2 - Isopoda geneline,head claw,SW_FlameCut,20,1.5,13.33,0.80,HeadAttackTool,0.2
DZY_RNGChicken,R-Hen-G: Chaos Chickens,claws,Scratch,2,1.5,1.33,,Feet,
DZY_RNGChicken,R-Hen-G: Chaos Chickens,beak,Bite,3,2,1.5,,Beak,
DZY_RNGChicken,R-Hen-G: Chaos Chickens,head,Blunt,1,1.5,0.67,,HeadAttackTool,0.2
RG_Rabbit,ReGrowth 2,,Bite,3.4,2,1.7,,Teeth,
RG_Rabbit,ReGrowth 2,head,Blunt,1.5,2,0.75,,HeadAttackTool,0.2
RG_WoollyStegosaurus,ReGrowth 2,head,Blunt,14,2.5,5.6,,HeadAttackTool,0.7
RG_WoollyStegosaurus,ReGrowth 2,,Bite,12,2,6.0,,Teeth,0.5
RG_WoollyStegosaurus,ReGrowth 2,left foot,Blunt,8,5,1.6,,FrontLeftLeg,0.2
RG_WoollyStegosaurus,ReGrowth 2,right foot,Blunt,8,5,1.6,,FrontRightLeg,0.2
RG_WoollyStegosaurus,ReGrowth 2,tail spikes,Scratch;Stab;Blunt,32,2.2,14.55,,RG_TailAttackTool,1.6
RG_Neutrolope,ReGrowth 2,head,Blunt,7,2,3.5,,HeadAttackTool,0.2
RG_Neutrolope,ReGrowth 2,left hoof,Blunt;Poke,9,2,4.5,,FrontLeftLeg,
RG_Neutrolope,ReGrowth 2,right hoof,Blunt;Poke,9,2,4.5,,FrontRightLeg,
RG_Neutrolope,ReGrowth 2,,Bite,10,2,5.0,,Teeth,0.5
RG_Rimclaw,ReGrowth 2,horn,Scratch;Stab,15,2,7.5,,HornAttackTool,
RG_Rimclaw,ReGrowth 2,left claw,Scratch;Stab,32,1.5,21.33,,FrontLeftClaws,
RG_Rimclaw,ReGrowth 2,right claw,Scratch;Stab,32,1.5,21.33,,FrontRightClaws,
RG_Rimclaw,ReGrowth 2,,Bite,25,2.5,10.0,,Teeth,0.7
RG_Rimclaw,ReGrowth 2,head,Blunt,15,1.95,7.69,,HeadAttackTool,0.4
RG_KiwiBird,ReGrowth 2,claws,Scratch,3,1.5,2.0,,Feet,
RG_KiwiBird,ReGrowth 2,beak,Bite,4,1.8,2.22,,Beak,
RG_KiwiBird,ReGrowth 2,head,Blunt,2,1.8,1.11,,HeadAttackTool,0.2
RG_Hemolope,ReGrowth 2,head,Blunt,5,2,2.5,,HeadAttackTool,0.2
RG_Hemolope,ReGrowth 2,left hoof,Blunt;Poke,7,2,3.5,,FrontLeftLeg,
RG_Hemolope,ReGrowth 2,right hoof,Blunt;Poke,7,2,3.5,,FrontRightLeg,
RG_Hemolope,ReGrowth 2,,Bite,8,2,4.0,,Teeth,0.5
VFEP_Mech_Wardrone,Vanilla Factions Expanded - Pirates,turret,Blunt,8.5,2,4.25,,HeadAttackTool,1
VFEP_Mech_Spidermine,Vanilla Factions Expanded - Pirates,frame,Blunt,8.5,2,4.25,,HeadAttackTool,1
AG_OcularSlinger,Alpha Genes,left pincer,Scratch,20,1.5,13.33,,AG_PincerAttackTool,
AG_OcularSlinger,Alpha Genes,right pincer,Scratch,20,1.5,13.33,,AG_PincerAttackTool,
AG_OcularSlinger,Alpha Genes,,AG_ToxicSting,15,2,7.5,,AG_Sting,
AG_OcularSlinger,Alpha Genes,head,Blunt,4,2,2.0,,HeadAttackTool,0.1
BMT_AaroxisDendoriaLarvae,Biomes! Caverns,mandibles,Bite,10,2,5.0,,Mouth,
BMT_AaroxisDendoriaLarvae,Biomes! Caverns,head,Blunt,8,2,4.0,,HeadAttackTool,0.1
BMT_AaroxisDendoriaPupa,Biomes! Caverns,Twitching,Blunt,0,10000,,,HeadAttackTool,
BMT_AaroxisDendoria,Biomes! Caverns,mandibles,Bite,6,2,3.0,,Mouth,
BMT_AaroxisDendoria,Biomes! Caverns,head,Blunt,5.2,2,2.6,,HeadAttackTool,0.1
BMT_AcidSlug,Biomes! Caverns,head,ToxicBite,28,2.0,14.0,,HeadAttackTool,
BMT_Basilisk,Biomes! Caverns,left claw,Scratch,8,2,4.0,,FrontLeftClaws,
BMT_Basilisk,Biomes! Caverns,right claw,Scratch,8,2,4.0,,FrontRightClaws,
BMT_Basilisk,Biomes! Caverns,,Bite,10,2.6,3.85,,Teeth,0.7
BMT_Basilisk,Biomes! Caverns,head,Blunt,5,2,2.5,,HeadAttackTool,0.2
BMT_Batbird,Biomes! Caverns,claws,Scratch,4,1.4,2.86,,LeftHand,
BMT_Batbird,Biomes! Caverns,claws,Scratch,4,1.4,2.86,,RightHand,
BMT_Batbird,Biomes! Caverns,,Bite,5,2,2.5,,Beak,0.7
BMT_Batbird,Biomes! Caverns,head,Blunt,2,1.8,1.11,,HeadAttackTool,0.2
BMT_BeardedYak,Biomes! Caverns,left hoof,Blunt;Poke,10,2,5.0,,FrontLeftLeg,
BMT_BeardedYak,Biomes! Caverns,right hoof,Blunt;Poke,10,2,5.0,,FrontRightLeg,
BMT_BeardedYak,Biomes! Caverns,,Bite,10,2,5.0,,Teeth,0.5
BMT_BeardedYak,Biomes! Caverns,head,Blunt,13,2.6,5.0,,HeadAttackTool,
BMT_BloodropLarvae,Biomes! Caverns,mandibles,BMT_BloodSuck,4,2,2.0,,Mouth,
BMT_BloodropLarvae,Biomes! Caverns,head,Blunt,3.5,2,1.75,,HeadAttackTool,0.1
BMT_BloodropPupa,Biomes! Caverns,Twitching,Blunt,0,10000,,,HeadAttackTool,
BMT_BloodropMoth,Biomes! Caverns,proboscis,BMT_BloodSuck,14,2,7.0,,Mouth,
BMT_BloodropMoth,Biomes! Caverns,head,Blunt,8,4,2.0,,HeadAttackTool,0.85
BMT_BovineBeetleLarvae,Biomes! Caverns,mandibles,Bite,4,2,2.0,,Mouth,
BMT_BovineBeetleLarvae,Biomes! Caverns,head,Blunt,3.5,2,1.75,,HeadAttackTool,0.1
BMT_BovineBeetlePupa,Biomes! Caverns,Twitching,Blunt,0,10000,,,HeadAttackTool,
BMT_BovineBeetle,Biomes! Caverns,mandibles,Bite,13,1,13.0,,Mouth,
BMT_BovineBeetle,Biomes! Caverns,head,Blunt,10,2,5.0,,HeadAttackTool,0.1
BMT_BrownBat,Biomes! Caverns,claws,Scratch,4,1.4,2.86,,LeftHand,
BMT_BrownBat,Biomes! Caverns,claws,Scratch,4,1.4,2.86,,RightHand,
BMT_BrownBat,Biomes! Caverns,,Bite,5,2,2.5,,Teeth,0.7
BMT_BrownBat,Biomes! Caverns,head,Blunt,2,1.8,1.11,,HeadAttackTool,0.2
BMT_CactusCrab,Biomes! Caverns,claw,Cut,30,2,15.0,,HeadClaw,
BMT_CactusCrab,Biomes! Caverns,head,Blunt,25,4,6.25,,HeadAttackTool,
BMT_CaveCricket,Biomes! Caverns,mandibles,Bite,9,2,4.5,,Mouth,0.4
BMT_CaveCricket,Biomes! Caverns,head,Blunt,6,2,3.0,,HeadAttackTool,0.2
BMT_CaveLemming,Biomes! Caverns,,Bite,3.4,2,1.7,,Teeth,
BMT_CaveLemming,Biomes! Caverns,head,Blunt,1.5,2,0.75,,HeadAttackTool,0.2
BMT_CaveSpider,Biomes! Caverns,venom-fangs,ToxicBite,35,2.0,17.5,,Mouth,0.8
BMT_CaveSpider,Biomes! Caverns,head,Blunt,27,2,13.5,,HeadAttackTool,0.02
BMT_CaveSpider,Biomes! Caverns,legs,Blunt,23,2,11.5,,FrontRightLeg,0.2
BMT_CaveSpider,Biomes! Caverns,legs,Blunt,23,2,11.5,,FrontLeftLeg,0.2
BMT_ChemSnail,Biomes! Caverns,head,Blunt,9,2.5,3.6,,HeadAttackTool,
BMT_CrestedDragon,Biomes! Caverns,left claw,Scratch,9,2,4.5,,FrontLeftClaws,
BMT_CrestedDragon,Biomes! Caverns,right claw,Scratch,9,2,4.5,,FrontRightClaws,
BMT_CrestedDragon,Biomes! Caverns,,Blunt,12,2.6,4.62,,Teeth,0.7
BMT_CrestedDragon,Biomes! Caverns,head,Blunt,8,2,4.0,,HeadAttackTool,0.2
BMT_CrystalBeetleLarvae,Biomes! Caverns,mandibles,Bite,4,2,2.0,,Mouth,
BMT_CrystalBeetleLarvae,Biomes! Caverns,head,Blunt,3.5,2,1.75,,HeadAttackTool,0.1
BMT_CrystalBeetlePupa,Biomes! Caverns,Twitching,Blunt,0,10000,,,HeadAttackTool,
BMT_CrystalBeetle,Biomes! Caverns,mandibles,Bite,6,2,3.0,,Mouth,
BMT_CrystalBeetle,Biomes! Caverns,head,Blunt,5.2,2,2.6,,HeadAttackTool,0.1
BMT_CrystalCrab,Biomes! Caverns,claw,Cut,30,2,15.0,,HeadClaw,
BMT_CrystalCrab,Biomes! Caverns,head,Blunt,25,4,6.25,,HeadAttackTool,
BMT_CrystalFairyMole,Biomes! Caverns,left claw,Scratch,7.5,2,3.75,,FrontLeftPaw,
BMT_CrystalFairyMole,Biomes! Caverns,right claw,Scratch,7.5,2,3.75,,FrontRightPaw,
BMT_CrystalFairyMole,Biomes! Caverns,,Bite,10,2.6,3.85,,Teeth,0.7
BMT_CrystalFairyMole,Biomes! Caverns,head,Blunt,6,2,3.0,,HeadAttackTool,0.2
BMT_CrystalMantis,Biomes! Caverns,mandibles,Bite,9,2,4.5,,Mouth,0.6
BMT_CrystalMantis,Biomes! Caverns,left scythe,Scratch,11,2,5.5,,BMT_FrontLeftScythe,
BMT_CrystalMantis,Biomes! Caverns,right scythe,Scratch,11,2,5.5,,BMT_FrontRightScythe,
BMT_CrystalMantis,Biomes! Caverns,head,Blunt,5,3,1.67,,HeadAttackTool,0.1
BMT_Crystalope,Biomes! Caverns,head,Blunt,7,2,3.5,,HeadAttackTool,0.2
BMT_Crystalope,Biomes! Caverns,left hoof,Blunt;Poke,9,2,4.5,,FrontLeftLeg,
BMT_Crystalope,Biomes! Caverns,right hoof,Blunt;Poke,9,2,4.5,,FrontRightLeg,
BMT_Crystalope,Biomes! Caverns,,Bite,10,2,5.0,,Teeth,0.5
BMT_DarkAxolotl,Biomes! Caverns,left claw,Scratch,7,2.0,3.5,,FrontLeftPaw,
BMT_DarkAxolotl,Biomes! Caverns,right claw,Scratch,7,2.0,3.5,,FrontRightPaw,
BMT_DarkAxolotl,Biomes! Caverns,jaw,Bite,9,2,4.5,,Teeth,0.9
BMT_DarkAxolotl,Biomes! Caverns,head,Blunt,5,2,2.5,,HeadAttackTool,0.2
BMT_Diggerpede,Biomes! Caverns,mandibles,Bite,4,2,2.0,,Mouth,
BMT_Diggerpede,Biomes! Caverns,head,Blunt,3.5,2,1.75,,HeadAttackTool,0.1
BMT_FacetMothLarvae,Biomes! Caverns,proboscis,,4,2,2.0,,Mouth,
BMT_FacetMothLarvae,Biomes! Caverns,head,Blunt,3.5,2,1.75,,HeadAttackTool,0.1
BMT_FacetMothPupa,Biomes! Caverns,Twitching,Blunt,0,10000,,,HeadAttackTool,
BMT_FacetMoth,Biomes! Caverns,proboscis,,6,2,3.0,,Mouth,
BMT_FacetMoth,Biomes! Caverns,head,Blunt,5,2,2.5,,HeadAttackTool,0.85
BMT_FireSalamander,Biomes! Caverns,left claw,Scratch,9,2,4.5,,FrontLeftPaw,
BMT_FireSalamander,Biomes! Caverns,right claw,Scratch,9,2,4.5,,FrontRightPaw,
BMT_FireSalamander,Biomes! Caverns,,Blunt,12,2.6,4.62,,Teeth,0.7
BMT_FireSalamander,Biomes! Caverns,head,Blunt,8,2,4.0,,HeadAttackTool,0.2
BMT_FleeceSpider,Biomes! Caverns,mandibles,Cut,6,2.6,2.31,,HeadClaw,
BMT_FleeceSpider,Biomes! Caverns,head,Blunt,3,2,1.5,,HeadAttackTool,0.2
BMT_FoundryBeetleLarvae,Biomes! Caverns,mandibles,Bite,4,2,2.0,,Mouth,
BMT_FoundryBeetleLarvae,Biomes! Caverns,head,Blunt,3.5,2,1.75,,HeadAttackTool,0.1
BMT_FoundryBeetlePupa,Biomes! Caverns,Twitching,Blunt,0,10000,,,HeadAttackTool,
BMT_FoundryBeetle,Biomes! Caverns,head claw,Cut,26,1.6,16.25,0.9,HeadClaw,
BMT_FoundryBeetle,Biomes! Caverns,head,Blunt,12,2,6.0,,HeadAttackTool,0.2
BMT_FreezerFrog,Biomes! Caverns,,Bite,3.4,2,1.7,,Teeth,
BMT_FreezerFrog,Biomes! Caverns,head,Blunt,1.5,2,0.75,,HeadAttackTool,0.2
BMT_FrostweaverSpider,Biomes! Caverns,venom-fangs,ToxicBite,13,2.0,6.5,,Mouth,0.8
BMT_FrostweaverSpider,Biomes! Caverns,head,Blunt,10,2,5.0,,HeadAttackTool,0.02
BMT_FrostweaverSpider,Biomes! Caverns,legs,Blunt,12,2,6.0,,FrontRightLeg,0.2
BMT_FrostweaverSpider,Biomes! Caverns,legs,Blunt,12,2,6.0,,FrontLeftLeg,0.2
BMT_FungalFerret,Biomes! Caverns,left claw,Scratch,7,2,3.5,,FrontLeftPaw,0.3
BMT_FungalFerret,Biomes! Caverns,right claw,Scratch,7,2,3.5,,FrontRightPaw,0.3
BMT_FungalFerret,Biomes! Caverns,,Bite,8,2,4.0,,Teeth,0.7
BMT_FungalFerret,Biomes! Caverns,head,Blunt,3,2,1.5,,HeadAttackTool,0.2
BMT_FungalMantis,Biomes! Caverns,mandibles,Bite,9,2,4.5,,Mouth,0.6
BMT_FungalMantis,Biomes! Caverns,left scythe,Scratch,7,2,3.5,,BMT_FrontLeftScythe,
BMT_FungalMantis,Biomes! Caverns,right scythe,Scratch,7,2,3.5,,BMT_FrontRightScythe,
BMT_FungalMantis,Biomes! Caverns,head,Blunt,5,3,1.67,,HeadAttackTool,0.1
BMT_FungalWeevil,Biomes! Caverns,mandibles,Bite,7,2,3.5,,Mouth,
BMT_FungalWeevil,Biomes! Caverns,head,Blunt,6,2,3.0,,HeadAttackTool,0.1
BMT_Gembug,Biomes! Caverns,mandibles,Bite,4.25,2,2.12,,Mouth,
BMT_Gembug,Biomes! Caverns,head,Blunt,3,2,1.5,,HeadAttackTool,0.1
BMT_GiantSlug,Biomes! Caverns,head,Blunt,10,2.5,4.0,,HeadAttackTool,
BMT_GiantSnail,Biomes! Caverns,head,Blunt,14,2.5,5.6,,HeadAttackTool,
BMT_GlarralPenguin,Biomes! Caverns,claws,Scratch,10,2,5.0,,Feet,
BMT_GlarralPenguin,Biomes! Caverns,beak,Bite,12,1.5,8.0,,Beak,
BMT_GlarralPenguin,Biomes! Caverns,head,Blunt,6,2,3.0,,HeadAttackTool,0.2
BMT_GlowBat,Biomes! Caverns,claws,Scratch,4,1.4,2.86,,LeftHand,
BMT_GlowBat,Biomes! Caverns,claws,Scratch,4,1.4,2.86,,RightHand,
BMT_GlowBat,Biomes! Caverns,,Bite,5,2,2.5,,Teeth,0.7
BMT_GlowBat,Biomes! Caverns,head,Blunt,2,1.8,1.11,,HeadAttackTool,0.2
BMT_GlowSlug,Biomes! Caverns,head,Blunt,7,2,3.5,,HeadAttackTool,
BMT_GoetoTadpole,Biomes! Caverns,teeth,Bite,1,2,0.5,,Mouth,0.8
BMT_GoetoTadpole,Biomes! Caverns,head,Blunt,1,2,0.5,,HeadAttackTool,0.1
BMT_GoetoToad,Biomes! Caverns,left claw,Scratch,2,2,1.0,,FrontLeftPaw,
BMT_GoetoToad,Biomes! Caverns,right claw,Scratch,2,2,1.0,,FrontRightPaw,
BMT_GoetoToad,Biomes! Caverns,,Bite,3,2,1.5,,Teeth,0.7
BMT_GoetoToad,Biomes! Caverns,head,Blunt,1,2,0.5,,HeadAttackTool,0.2
BMT_HoarfrostMastodon,Biomes! Caverns,tusk,Scratch;Stab,25,2.6,9.62,,TuskAttackTool,
BMT_HoarfrostMastodon,Biomes! Caverns,left foot,Blunt,16.9,2,8.45,,FrontLeftLeg,
BMT_HoarfrostMastodon,Biomes! Caverns,right foot,Blunt,16.9,2,8.45,,FrontRightLeg,
BMT_HoarfrostMastodon,Biomes! Caverns,head,Blunt,14,2,7.0,,HeadAttackTool,0.2
BMT_HungeringHydra,Biomes! Caverns,,Bite,40,2.5,16.0,,Teeth,
BMT_HungeringHydra,Biomes! Caverns,head,Blunt,14,2,7.0,,HeadAttackTool,0.2
BMT_ImperialToad,Biomes! Caverns,left claw,Scratch,2,2,1.0,,FrontLeftPaw,
BMT_ImperialToad,Biomes! Caverns,right claw,Scratch,2,2,1.0,,FrontRightPaw,
BMT_ImperialToad,Biomes! Caverns,,Bite,3,2,1.5,,Teeth,0.7
BMT_ImperialToad,Biomes! Caverns,head,Blunt,1,2,0.5,,HeadAttackTool,0.2
BMT_Jellypot,Biomes! Caverns,mandibles,Cut,4,2,2.0,,HeadClaw,
BMT_Jellypot,Biomes! Caverns,head,Blunt,3,2,1.5,,HeadAttackTool,0.2
BMT_JewelBeetleLarvae,Biomes! Caverns,mandibles,Bite,4,2,2.0,,Mouth,
BMT_JewelBeetleLarvae,Biomes! Caverns,head,Blunt,3.5,2,1.75,,HeadAttackTool,0.1
BMT_JewelBeetlePupa,Biomes! Caverns,Twitching,Blunt,0,10000,,,HeadAttackTool,
BMT_JewelBeetle,Biomes! Caverns,mandibles,Bite,6,2,3.0,,Mouth,
BMT_JewelBeetle,Biomes! Caverns,head,Blunt,5.2,2,2.6,,HeadAttackTool,0.1
BMT_MaceDrake,Biomes! Caverns,left wing,Blunt,4,6,0.67,,BMT_FrontLeftClaws,0.2
BMT_MaceDrake,Biomes! Caverns,right wing,Blunt,4,6,0.67,,BMT_FrontRightClaws,0.2
BMT_MaceDrake,Biomes! Caverns,rear left foot,Blunt,4,6,0.67,,BMT_RearLeftClaw,0.2
BMT_MaceDrake,Biomes! Caverns,rear right foot,Blunt,4,6,0.67,,BMT_RearRightClaw,0.2
BMT_MaceDrake,Biomes! Caverns,,Bite,10,2,5.0,,BMT_DinoBeakAttackTool,0.5
BMT_MaceDrake,Biomes! Caverns,head,Blunt,15,2.5,6.0,,HeadAttackTool,0.7
BMT_MaceDrake,Biomes! Caverns,tail-club,Blunt,20,2,10.0,,BMT_TailGroup,
BMT_Maguana,Biomes! Caverns,left claw,Scratch,8,2,4.0,,FrontLeftClaws,
BMT_Maguana,Biomes! Caverns,right claw,Scratch,8,2,4.0,,FrontRightClaws,
BMT_Maguana,Biomes! Caverns,,Bite,10,2.6,3.85,,Teeth,0.7
BMT_Maguana,Biomes! Caverns,head,Blunt,5,2,2.5,,HeadAttackTool,0.2
BMT_Megabat,Biomes! Caverns,wing,Scratch,24,2,12.0,,LeftHand,
BMT_Megabat,Biomes! Caverns,wing,Scratch,24,2,12.0,,RightHand,
BMT_Megabat,Biomes! Caverns,,Bite,25,2,12.5,,Teeth,0.7
BMT_Megabat,Biomes! Caverns,head,Blunt,22,1.8,12.22,,HeadAttackTool,0.2
BMT_Megapleura,Biomes! Caverns,mandibles,Cut,14,2.6,5.38,0.15,HeadClaw,
BMT_Megapleura,Biomes! Caverns,head,Blunt,12,2,6.0,,HeadAttackTool,0.2
BMT_MetalloSnail,Biomes! Caverns,head,Blunt,12.5,2.5,5.0,,HeadAttackTool,
BMT_Mole,Biomes! Caverns,left claw,Scratch,8,1.5,5.33,,FrontLeftPaw,
BMT_Mole,Biomes! Caverns,right claw,Scratch,8,1.5,5.33,,FrontRightPaw,
BMT_Mole,Biomes! Caverns,,Bite,8,2,4.0,,Teeth,0.7
BMT_Mole,Biomes! Caverns,head,Blunt,7,2,3.5,,HeadAttackTool,0.2
BMT_Molebear,Biomes! Caverns,left claw,Scratch,18,2,9.0,,FrontLeftPaw,
BMT_Molebear,Biomes! Caverns,right claw,Scratch,18,2,9.0,,FrontRightPaw,
BMT_Molebear,Biomes! Caverns,,Bite,20.0,2.6,7.69,,Teeth,0.5
BMT_Molebear,Biomes! Caverns,head,Blunt,12,2,6.0,,HeadAttackTool,0.2
BMT_MossBeetleLarvae,Biomes! Caverns,mandibles,Bite,4,2,2.0,,Mouth,
BMT_MossBeetleLarvae,Biomes! Caverns,head,Blunt,3.5,2,1.75,,HeadAttackTool,0.1
BMT_MossBeetlePupa,Biomes! Caverns,Twitching,Blunt,0,10000,,,HeadAttackTool,
BMT_MossBeetle,Biomes! Caverns,mandibles,Bite,6,2,3.0,,Mouth,
BMT_MossBeetle,Biomes! Caverns,head,Blunt,5.2,2,2.6,,HeadAttackTool,0.1
BMT_MossyFennec,Biomes! Caverns,left claw,Scratch,8,2,4.0,,FrontLeftPaw,0.3
BMT_MossyFennec,Biomes! Caverns,right claw,Scratch,8,2,4.0,,FrontRightPaw,0.3
BMT_MossyFennec,Biomes! Caverns,,Bite,9,2,4.5,,Teeth,0.9
BMT_MossyFennec,Biomes! Caverns,head,Blunt,4,2,2.0,,HeadAttackTool,0.2
BMT_Pillbug,Biomes! Caverns,mandibles,Bite,4,2,2.0,,Mouth,
BMT_Pillbug,Biomes! Caverns,head,Blunt,3,2,1.5,,HeadAttackTool,0.1
BMT_PodWorm,Biomes! Caverns,mandibles,Bite,10,2,5.0,,Mouth,
BMT_PodWorm,Biomes! Caverns,head,Blunt,8,2,4.0,,HeadAttackTool,0.1
BMT_Rimebeak,Biomes! Caverns,claws,Scratch,13,1.5,8.67,,Feet,
BMT_Rimebeak,Biomes! Caverns,beak,Bite,15,2,7.5,,Beak,
BMT_Rimebeak,Biomes! Caverns,head,Blunt,10,2,5.0,,HeadAttackTool,0.2
BMT_RoyalRhinoLarvae,Biomes! Caverns,mandibles,Bite,10,5,2.0,,Mouth,
BMT_RoyalRhinoLarvae,Biomes! Caverns,horn,Blunt,25,2,12.5,,HeadAttackTool,0.1
BMT_RoyalRhinoPupa,Biomes! Caverns,Twitching,Blunt,0,10000,,,HeadAttackTool,
BMT_RoyalRhino,Biomes! Caverns,mandibles,Bite,20,2,10.0,,Mouth,
BMT_RoyalRhino,Biomes! Caverns,horn,Scratch;Stab,25,2,12.5,,HornAttackTool,
BMT_RoyalRhino,Biomes! Caverns,head,Blunt,10,2,5.0,,HeadAttackTool,0.1
BMT_SandLeaper,Biomes! Caverns,,Bite,3.4,2,1.7,,Teeth,
BMT_SandLeaper,Biomes! Caverns,head,Blunt,1.5,2,0.75,,HeadAttackTool,0.2
BMT_SandPillar,Biomes! Caverns,mandibles,Bite,10,2,5.0,,Mouth,
BMT_SandPillar,Biomes! Caverns,head,Blunt,8,2,4.0,,HeadAttackTool,0.1
BMT_ShatterjawBeetleLarvae,Biomes! Caverns,mandibles,Bite,4,2,2.0,,Mouth,
BMT_ShatterjawBeetleLarvae,Biomes! Caverns,head,Blunt,3.5,2,1.75,,HeadAttackTool,0.1
BMT_ShatterjawBeetlePupa,Biomes! Caverns,Twitching,Blunt,0,10000,,,HeadAttackTool,
BMT_ShatterjawBeetle,Biomes! Caverns,mandibles,Cut,22,2.25,9.78,0.9,HeadClaw,
BMT_ShatterjawBeetle,Biomes! Caverns,head,Blunt,12,5,2.4,,HeadAttackTool,0.2
BMT_ShimmershellSnail,Biomes! Caverns,head,Blunt,8,2,4.0,,HeadAttackTool,
BMT_SilverSheep,Biomes! Caverns,head,Blunt,14,2.9,4.83,,HeadAttackTool,
BMT_SilverSheep,Biomes! Caverns,left hoof,Blunt;Poke,6,2,3.0,,FrontLeftLeg,
BMT_SilverSheep,Biomes! Caverns,right hoof,Blunt;Poke,6,2,3.0,,FrontRightLeg,
BMT_SilverSheep,Biomes! Caverns,,Bite,8,2,4.0,,Teeth,0.5
BMT_SmolderstingScorpion,Biomes! Caverns,left claw,Cut;Poke,6,2.6,2.31,,FrontLeftClaws,0.2
BMT_SmolderstingScorpion,Biomes! Caverns,right claw,Cut;Poke,6,2.6,2.31,,FrontRightClaws,0.2
BMT_SmolderstingScorpion,Biomes! Caverns,stinger,BMT_BurningSting,9,1,9.0,,BMT_StingerGroup,0.5
BMT_SmolderstingScorpion,Biomes! Caverns,head,Blunt,6,2,3.0,,HeadAttackTool,0.1
BMT_Snowstalker,Biomes! Caverns,left claw,Scratch,11,1.5,7.33,,FrontLeftPaw,
BMT_Snowstalker,Biomes! Caverns,right claw,Scratch,11,1.5,7.33,,FrontRightPaw,
BMT_Snowstalker,Biomes! Caverns,,Bite,16,2,8.0,,Teeth,0.7
BMT_Snowstalker,Biomes! Caverns,head,Blunt,9,2,4.5,,HeadAttackTool,0.2
BMT_SonarRabbit,Biomes! Caverns,,Bite,3.4,2,1.7,,Teeth,
BMT_SonarRabbit,Biomes! Caverns,head,Blunt,1.5,2,0.75,,HeadAttackTool,0.2
BMT_Stoneback,Biomes! Caverns,left claw,Scratch,8,2,4.0,,FrontLeftClaws,
BMT_Stoneback,Biomes! Caverns,right claw,Scratch,8,2,4.0,,FrontRightClaws,
BMT_Stoneback,Biomes! Caverns,,Bite,10,2.6,3.85,,Teeth,0.7
BMT_Stoneback,Biomes! Caverns,head,Blunt,5,2,2.5,,HeadAttackTool,0.2
BMT_Thrumbungus,Biomes! Caverns,mushrooms,ToxicBite,23,2.6,8.85,,HeadAttackTool,
BMT_Thrumbungus,Biomes! Caverns,,ToxicBite,28,2.6,10.77,,Teeth,0.7
BMT_Thrumbungus,Biomes! Caverns,left paw,Blunt,19,6,3.17,,FrontLeftPaw,
BMT_Thrumbungus,Biomes! Caverns,right foot,Blunt,19,6,3.17,,FrontRightPaw,
BMT_Thrumbungus,Biomes! Caverns,head,Blunt,17,6,2.83,,HeadAttackTool,0.2
BMT_TruffleMole,Biomes! Caverns,left claw,Scratch,4,1.5,2.67,,FrontLeftPaw,
BMT_TruffleMole,Biomes! Caverns,right claw,Scratch,4,1.5,2.67,,FrontRightPaw,
BMT_TruffleMole,Biomes! Caverns,,Bite,6,2,3.0,,Teeth,0.7
BMT_TruffleMole,Biomes! Caverns,head,Blunt,2,2,1.0,,HeadAttackTool,0.2
BMT_Woollybat,Biomes! Caverns,wing,Scratch,4,2,2.0,,LeftHand,
BMT_Woollybat,Biomes! Caverns,wing,Scratch,4,2,2.0,,RightHand,
BMT_Woollybat,Biomes! Caverns,,Bite,8,2,4.0,,Teeth,0.7
BMT_Woollybat,Biomes! Caverns,head,Blunt,5,1.8,2.78,,HeadAttackTool,0.2
BMT_Xyrion,Biomes! Caverns,left claw,Scratch,3,2,1.5,,FrontLeftClaws,
BMT_Xyrion,Biomes! Caverns,right claw,Scratch,3,2,1.5,,FrontRightClaws,
BMT_Xyrion,Biomes! Caverns,,Bite,6,2.6,2.31,,Teeth,0.7
BMT_Xyrion,Biomes! Caverns,head,Blunt,4,2,2.0,,HeadAttackTool,0.2
BMT_Yooka,Biomes! Caverns,left hoof,Blunt;Poke,8,2,4.0,,FrontLeftLeg,
BMT_Yooka,Biomes! Caverns,right hoof,Blunt;Poke,8,2,4.0,,FrontRightLeg,
BMT_Yooka,Biomes! Caverns,,Bite,10,5,2.0,,Teeth,0.7
BMT_Yooka,Biomes! Caverns,head,Blunt,14,5,2.8,,HeadAttackTool,0.2
BMT_BarbedPangolin,Biomes! Polluted Lands,left claw,Scratch,13,2.5,5.2,,FrontLeftPaw,
BMT_BarbedPangolin,Biomes! Polluted Lands,right claw,Scratch,13,2.5,5.2,,FrontRightPaw,
BMT_BarbedPangolin,Biomes! Polluted Lands,tonguelash,Bite,15,1,15.0,,Teeth,0.9
BMT_BiliousVarog,Biomes! Polluted Lands,left claw,Scratch,8,2.6,3.08,,FrontLeftClaws,
BMT_BiliousVarog,Biomes! Polluted Lands,right claw,Scratch,8,2.6,3.08,,FrontRightClaws,
