tile,lat,lon,arc,bearing,elev_m,temp_c,rain_mm,biome,water,river_flow,region
20413,-33.6745,65.7905,70.05,323.85,12,29.9,26,Wasteland,0,0,
20414,-32.237,66.1729,70.02,325.42,12,29.9,26,AridShrubland,0,0,
20415,-31.3191,64.8285,68.69,326.09,12,31.0,25,AridShrubland,0,0,
20416,-31.6977,67.8981,71.33,326.32,12,28.9,27,AridShrubland,0,0,
20417,-30.272,68.2506,71.34,327.85,12,28.9,27,AridShrubland,0,0,
20418,-29.3849,66.9175,70.02,328.53,12,29.9,26,AridShrubland,0,0,
20419,-29.8929,65.2208,68.69,327.66,12,31.0,25,AridShrubland,0,0,
20420,-28.9565,63.9153,67.37,328.36,136,31.4,484,AridShrubland,0,0,
20421,-29.4153,62.2106,66.04,327.49,136,32.4,116,Wasteland,0,0,
20422,-26.5912,63.0425,66.09,330.68,152,32.3,350,ZBiome_Grasslands,0,0,The Pyrelands
20423,-27.5435,64.3136,67.4,329.94,120,31.4,282,ZBiome_Grasslands,0,0,The Pyrelands
20424,-27.0207,61.3694,64.73,329.84,273,32.7,276,ZBiome_Grasslands,0,0,The Pyrelands
20425,-28.4316,60.9364,64.71,328.23,231,33.0,189,ZBiome_Grasslands,0,0,The Pyrelands
20426,-28.8414,59.2288,63.37,327.34,307,33.6,208,ZBiome_Grasslands,0,0,The Pyrelands
20427,-30.2624,58.7613,63.39,325.69,331,33.5,219,Wasteland,0,0,
20428,-30.6494,57.0191,62.08,324.76,479,33.7,273,ZBiome_Grasslands,0,0,The Pyrelands
20429,-29.5894,55.7814,60.72,325.52,531,34.5,80,ZBiome_Grasslands,0,0,The Pyrelands
20430,-27.8127,57.9886,62.04,328.11,413,34.1,228,ZBiome_Grasslands,0,0,The Pyrelands
20431,-28.1739,56.283,60.7,327.22,502,34.7,83,ZBiome_Grasslands,0,0,The Pyrelands
20432,-45.1112,39.2406,56.87,302.22,323,38.3,20,AB_TarPits,0,0,
20433,-44.9573,41.3525,57.91,303.49,342,37.5,30,PoisonForest,0,0,
20434,-42.3133,41.0737,56.12,305.82,70,40.2,20,ZBiome_Grasslands,0,0,The Pyrelands
20435,-43.5486,42.2474,57.55,305.27,183,38.6,21,PoisonForest,0,0,
20436,-42.4573,39.0454,55.04,304.55,124,40.6,31,ZBiome_Grasslands,0,0,The Pyrelands
20437,-43.8465,38.1103,55.43,302.72,235,39.8,30,AB_TarPits,0,0,
20438,-43.9433,36.0438,54.4,301.4,159,40.9,20,AB_TarPits,0,0,
20439,-45.3122,35.0201,54.84,299.58,310,39.7,20,Desert,0,0,
20440,-42.6441,34.9962,52.95,301.91,12,42.6,20,Desert,0,0,
20441,-42.6877,32.981,51.93,300.55,12,43.3,19,Desert,0,0,
20442,-44.0345,31.93,52.4,298.68,28,42.9,19,Desert,0,0,
20443,-45.3598,32.9179,53.85,298.22,166,41.2,20,Desert,0,0,
20444,-47.5939,41.627,59.73,301.25,464,35.6,108,AridShrubland,0,0,
20445,-48.8096,42.8887,61.15,300.78,416,34.8,56,AridShrubland,0,0,
20446,-46.1829,42.5677,59.34,302.99,393,36.3,81,PoisonForest,0,0,
20447,-45.9678,44.7177,60.4,304.22,268,36.2,22,AridShrubland,0,0,
20448,-47.1493,46.0191,61.82,303.72,342,34.7,40,AridShrubland,0,0,
20449,-48.5796,45.1348,62.18,302.02,401,34.1,46,AridShrubland,0,0,
20450,-50.3989,39.583,60.58,297.8,486,34.9,25,AridShrubland,0,0,
20451,-51.79,38.4687,61.03,296.09,462,34.6,50,AridShrubland,0,0,
20452,-50.223,41.8958,61.56,299.07,466,34.2,52,AridShrubland,0,0,
20453,-51.426,43.2113,62.97,298.64,492,32.9,46,AridShrubland,0,0,
20454,-52.8395,42.1608,63.4,296.96,434,32.9,47,AridShrubland,0,0,
20455,-53.0276,39.7259,62.45,295.69,462,33.5,171,AridShrubland,0,0,
20456,-50.6277,34.95,58.67,295.18,500,36.1,25,Desert,0,0,
20457,-50.6813,32.639,57.75,293.83,536,36.5,55,Desert,0,0,
20458,-51.9077,36.0912,60.1,294.79,433,35.5,61,Desert,0,0,
20459,-53.2702,34.8423,60.6,293.09,456,35.0,154,Desert,0,0,
20460,-53.3254,32.4046,59.72,291.76,470,35.6,132,Desert,0,0,
20461,-52.0164,31.3485,58.29,292.11,568,36.0,181,Desert,0,0,
20462,-46.7046,31.7974,54.35,296.4,216,40.6,20,Desert,0,0,
20463,-48.0251,32.8066,55.8,295.99,345,38.9,36,Desert,0,0,
20464,-49.3661,31.6071,56.32,294.22,438,38.0,55,Desert,0,0,
20465,-49.3595,29.3709,55.42,292.83,493,38.3,26,Desert,0,0,
20466,-48.0135,28.4422,53.97,293.2,319,40.3,20,Desert,0,0,
20467,-46.6991,29.665,53.42,295.0,142,41.6,20,Desert,0,0,
20468,-35.9947,32.0587,46.71,306.16,12,46.8,21,Desert,0,0,
20469,-37.3296,32.9914,48.17,305.53,12,45.8,19,Desert,0,0,
20470,-35.9282,35.7325,48.9,308.87,108,44.8,35,Desert,0,0,
20471,-37.2941,34.8604,49.25,306.89,13,45.1,26,Desert,0,0,
20472,-34.6169,34.7555,47.46,309.55,54,46.1,19,Desert,0,0,
20473,-34.6477,32.9488,46.34,308.2,12,47.0,19,Desert,0,0,
20474,-33.3115,32.0316,44.89,308.91,12,48.0,20,Desert,0,0,
20475,-33.3008,30.2698,43.79,307.5,27,48.7,21,Desert,0,0,
20476,-31.9674,32.8784,44.56,311.02,12,48.2,19,Desert,0,0,
20477,-30.631,31.9751,43.12,311.81,12,49.2,18,Desert,0,0,
20478,-30.6177,30.2668,41.99,310.42,12,49.9,18,Desert,0,0,
20479,-31.9437,29.4104,42.34,308.22,12,49.7,18,ExtremeDesert,0,0,
20480,-38.6709,30.1677,47.55,302.13,12,46.2,19,Desert,0,0,
20481,-39.9978,29.1617,48.01,300.15,12,45.9,19,Desert,0,0,
20482,-38.6779,32.0538,48.57,303.54,12,45.6,19,Desert,0,0,
20483,-40.0105,33.0034,50.03,302.98,12,44.6,19,Desert,0,0,
20484,-41.3586,32.0128,50.47,301.05,12,44.3,19,Desert,0,0,
20485,-41.3526,30.0542,49.48,299.64,12,44.9,19,Desert,0,0,
20486,-38.5703,26.4421,45.57,299.18,12,47.6,19,Desert,0,0,
20487,-38.4783,24.6066,44.62,297.65,12,48.2,19,Desert,0,0,
20488,-39.9464,27.2637,47.04,298.68,12,46.6,19,Desert,0,0,
20489,-41.2479,26.1847,47.57,296.71,12,46.2,19,Desert,0,0,
20490,-41.1509,24.2787,46.66,295.2,12,46.8,19,Desert,0,0,
20491,-39.7579,23.5245,45.18,295.63,12,47.8,19,Desert,0,0,
20492,-35.8004,24.8684,42.62,300.25,12,49.5,18,Desert,0,0,
20493,-34.4081,24.1129,41.15,300.81,12,50.5,18,ExtremeDesert,0,0,
20494,-37.0853,23.851,43.15,298.14,12,49.2,18,Desert,0,0,
20495,-36.9573,22.0785,42.23,296.55,12,49.8,18,Desert,0,0,
20496,-35.551,21.3833,40.75,297.03,12,50.8,18,Desert,0,0,
20497,-34.2862,22.3982,40.19,299.2,12,51.1,18,ExtremeDesert,0,0,
20498,-31.8954,27.6967,41.26,306.75,12,50.4,18,ExtremeDesert,0,0,
20499,-33.2043,26.7891,41.68,304.55,12,50.2,18,ExtremeDesert,0,0,
20500,-33.1196,25.0733,40.66,303.01,12,50.8,18,ExtremeDesert,0,0,
20501,-31.7287,24.3173,39.19,303.66,12,51.8,18,ExtremeDesert,0,0,The Dune Sea
20502,-30.4383,25.2255,38.74,305.95,12,52.1,18,ExtremeDesert,0,0,The Dune Sea
20503,-30.5207,26.8906,39.8,307.5,12,51.4,18,ExtremeDesert,0,0,The Dune Sea
20504,-24.9125,52.739,56.69,329.73,542,37.2,41,Desert,0,0,
20505,-26.3063,52.2132,56.68,327.97,445,37.8,24,ZBiome_Grasslands,0,0,The Pyrelands
20506,-27.1028,55.0793,59.36,328.03,576,35.3,26,ZBiome_Grasslands,0,0,The Pyrelands
20507,-27.4167,53.3793,58.03,327.13,610,36.0,37,ZBiome_Grasslands,0,0,The Pyrelands
20508,-25.702,55.5762,59.38,329.74,496,35.7,37,ZBiome_Grasslands,0,0,The Pyrelands
20509,-24.6222,54.4027,58.05,330.59,588,36.1,106,Desert,0,0,The Ashfall Range
20510,-25.4275,49.3949,54.0,327.94,381,39.9,50,ZBiome_Grasslands,0,0,The Pyrelands
20511,-25.6514,47.7169,52.66,327.01,583,39.7,25,ZBiome_Grasslands,0,0,The Pyrelands
20512,-26.5744,50.5222,55.35,327.06,366,39.1,20,ZBiome_Grasslands,0,0,The Pyrelands
20513,-27.9742,49.9587,55.38,325.25,512,38.3,56,ZBiome_Grasslands,0,0,The Pyrelands
20514,-28.217,48.2405,54.07,324.27,676,38.2,98,ZBiome_Grasslands,0,0,The Pyrelands
20515,-27.041,47.1272,52.7,325.14,681,39.1,39,ZBiome_Grasslands,0,0,The Pyrelands
20516,-19.939,51.5125,54.19,335.13,939,36.7,88,Desert,0,0,The Ashfall Range
20517,-19.6942,53.1109,55.59,335.89,1018,35.3,129,Desert,0,0,The Ashfall Range
20518,-17.253,52.4903,54.44,338.62,1254,34.8,389,Desert,0,0,The Ashfall Range
20519,-18.3474,53.5892,55.71,337.6,1101,34.8,146,Desert,0,0,The Ashfall Range
20520,-17.4759,50.9211,53.04,337.92,1244,35.8,166,Desert,0,0,The Ashfall Range
20521,-18.8151,50.4223,52.91,336.15,1081,36.8,26,Desert,0,0,The Ashfall Range
20522,-23.238,54.8936,58.1,332.31,753,35.1,190,Desert,0,0,The Ashfall Range
20523,-22.1514,53.7475,56.79,333.21,866,35.4,97,Desert,0,0,The Ashfall Range
20524,-20.7854,54.2322,56.88,334.93,795,35.7,68,Desert,0,0,The Ashfall Range
20525,-20.4991,55.8389,58.27,335.69,908,34.2,134,Desert,0,0,The Ashfall Range
20526,-21.5546,56.9908,59.56,334.78,739,34.2,323,Desert,0,0,The Ashfall Range
20527,-22.9272,56.531,59.47,333.11,596,35.1,290,Desert,0,0,The Ashfall Range
20528,-19.0204,48.8346,51.52,335.4,849,39.0,19,Desert,0,0,The Ashfall Range
20529,-20.3702,48.306,51.42,333.56,581,40.5,19,Desert,0,0,The Ashfall Range
20530,-18.0318,46.2018,48.84,335.72,572,42.3,19,Desert,0,0,
20531,-17.8655,47.7761,50.24,336.48,768,40.3,19,Desert,0,0,The Ashfall Range
20532,-19.3724,45.6551,48.75,333.82,536,42.6,20,Desert,0,0,
20533,-20.5559,46.6998,50.05,332.74,432,42.3,19,Desert,0,0,
20534,-21.914,46.1391,50.0,330.84,279,43.1,19,Desert,0,0,
20535,-23.0962,47.2043,51.32,329.84,329,42.0,19,ZBiome_Grasslands,0,0,The Pyrelands
20536,-24.4711,46.6292,51.32,327.95,582,40.6,40,ZBiome_Grasslands,0,0,The Pyrelands
20537,-24.6522,44.9679,49.98,327.0,550,41.7,19,ZBiome_Grasslands,0,0,The Pyrelands
20538,-22.0779,44.5151,48.64,329.95,231,44.3,19,Desert,0,0,
20539,-23.4414,43.92,48.63,327.99,393,43.4,24,Desert,0,0,
20540,-23.7954,39.0035,44.68,324.98,304,46.5,25,Desert,0,0,
20541,-25.0603,39.9888,46.05,323.96,342,45.4,26,Desert,0,0,
20542,-23.5815,42.2787,47.31,327.02,473,43.9,27,Desert,0,0,
20543,-24.9469,41.6466,47.35,325.01,476,43.8,20,Desert,0,0,
20544,-22.3424,41.27,45.96,328.07,398,45.2,20,Desert,0,0,
20545,-22.4426,39.6512,44.63,327.09,331,46.4,19,Desert,0,0,
20546,-26.5083,37.6436,44.88,320.76,196,47.0,19,Desert,0,0,
20547,-27.8668,36.9287,45.03,318.65,171,47.0,22,Desert,0,0,
20548,-26.4238,39.3167,46.15,321.89,287,45.7,19,ZBiome_Grasslands,0,0,The Pyrelands
20549,-27.6879,40.3196,47.53,320.96,382,44.2,20,ZBiome_Grasslands,0,0,The Pyrelands
20550,-29.0618,39.6222,47.68,318.93,399,44.0,23,ZBiome_Grasslands,0,0,The Pyrelands
20551,-29.1562,37.903,46.44,317.76,317,45.3,28,ZBiome_Grasslands,0,0,The Pyrelands
20552,-26.6066,34.3143,42.4,318.38,12,49.7,18,Desert,0,0,
20553,-26.6208,32.6608,41.18,317.12,12,50.5,18,ExtremeDesert,0,0,
20554,-27.9201,35.2415,43.81,317.44,12,48.7,18,Desert,0,0,
20555,-29.2708,34.4816,44.02,315.29,12,48.6,18,Desert,0,0,
20556,-29.2913,32.7824,42.84,313.99,12,49.4,18,Desert,0,0,
20557,-27.9553,31.8904,41.41,314.87,12,50.3,18,Desert,0,0,
20558,-23.9574,32.5145,39.59,320.42,12,51.5,18,ExtremeDesert,0,0,The Dune Sea
20559,-22.6235,31.6396,38.2,321.54,12,52.5,18,ExtremeDesert,0,0,The Dune Sea
20560,-25.2853,31.7781,39.77,318.11,12,51.4,18,ExtremeDesert,0,0,The Dune Sea
20561,-25.2644,30.1612,38.56,316.79,12,52.2,18,ExtremeDesert,0,0,The Dune Sea
20562,-23.9112,29.3217,37.15,317.84,12,53.2,18,ExtremeDesert,0,0,The Dune Sea
20563,-22.598,30.0625,36.96,320.28,12,53.3,18,ExtremeDesert,0,0,The Dune Sea
20564,-21.177,38.6807,43.29,328.21,339,47.3,20,ExtremeDesert,0,0,
20565,-21.2396,37.0868,41.97,327.2,232,48.7,24,ExtremeDesert,0,0,
20566,-18.5737,38.3492,41.98,331.56,133,49.3,18,ExtremeDesert,0,0,
20567,-19.8375,39.3062,43.29,330.34,181,48.1,19,ExtremeDesert,0,0,
20568,-18.624,36.7893,40.63,330.63,74,50.5,19,ExtremeDesert,0,0,
20569,-19.9505,36.1534,40.63,328.4,56,50.6,22,ExtremeDesert,0,0,
20570,-19.9774,34.5864,39.31,327.36,155,50.9,27,ExtremeDesert,0,0,The Dune Sea
20571,-21.3027,33.9175,39.36,325.05,12,51.7,20,ExtremeDesert,0,0,The Dune Sea
20572,-21.3035,32.3441,38.08,323.91,12,52.5,18,ExtremeDesert,0,0,The Dune Sea
20573,-19.9722,31.4759,36.72,325.16,78,53.1,21,ExtremeDesert,0,0,The Dune Sea
20574,-18.6678,33.689,37.97,328.65,143,51.9,24,ExtremeDesert,0,0,The Dune Sea
20575,-18.6613,32.1506,36.66,327.6,92,53.0,23,ExtremeDesert,0,0,The Dune Sea
20576,-25.9676,100.3836,99.33,333.66,12,2.7,23,AridShrubland,0,0,The Sunreach
20577,-24.474,100.2326,99.3,335.18,12,2.8,23,AridShrubland,0,0,The Sunreach
20578,-24.5855,97.3197,96.65,335.24,12,6.0,25,AB_MycoticJungle,0,0,The Sunreach
20579,-23.7827,98.7151,97.97,335.97,12,4.4,24,AB_MycoticJungle,0,0,The Sunreach
20580,-26.087,97.4282,96.67,333.72,12,5.9,25,AridShrubland,0,0,The Sunreach
20581,-26.7783,98.9749,98.01,332.94,12,4.3,24,AridShrubland,0,0,The Sunreach
20582,-28.2651,99.1142,98.02,331.43,12,4.3,24,AridShrubland,0,0,The Sunreach
20583,-28.9327,100.7085,99.36,330.64,12,2.7,23,AridShrubland,0,0,The Sunreach
20584,-29.0676,97.6609,96.69,330.71,12,5.9,25,AB_MycoticJungle,0,0,The Sunreach
20585,-30.5457,97.786,96.7,329.22,12,5.9,25,AB_MycoticJungle,0,101,The Sunreach
20586,-31.2138,99.414,98.04,328.44,12,4.3,24,AB_MycoticJungle,0,92,The Sunreach
20587,-30.4029,100.8834,99.37,329.14,12,2.7,23,AB_MycoticJungle,0,0,The Sunreach
20588,-28.5396,106.7566,104.67,330.4,12,-3.7,19,AridShrubland,0,0,The Sunreach
20589,-29.986,107.0274,104.69,328.89,12,-3.7,19,AridShrubland,0,0,The Sunreach
20590,-29.7152,110.0656,107.34,328.72,12,-6.9,18,AridShrubland,0,0,The Sunreach
20591,-30.5714,108.7016,106.03,328.05,12,-5.3,19,AridShrubland,0,0,The Sunreach
20592,-28.2844,109.7489,107.31,330.24,12,-6.8,18,AridShrubland,0,0,The Sunreach
20593,-27.6938,108.114,105.98,331.09,12,-5.2,19,AridShrubland,0,0,The Sunreach
20594,-31.0441,102.5297,100.71,328.34,12,1.1,22,AB_MycoticJungle,0,0,The Sunreach
20595,-30.2159,103.9652,102.04,329.03,12,-0.5,21,AridShrubland,0,0,The Sunreach
20596,-30.8294,105.6271,103.37,328.21,12,-2.1,20,AridShrubland,0,0,The Sunreach
20597,-32.2678,105.8909,103.39,326.72,12,-2.1,20,AB_MycoticJungle,0,0,The Sunreach
20598,-33.1056,104.4423,102.06,326.05,12,-0.5,21,AB_MycoticJungle,0,66,The Sunreach
20599,-32.4948,102.7425,100.72,326.85,12,1.1,22,AB_MycoticJungle,0,91,The Sunreach
20600,-26.2414,107.8396,105.95,332.62,12,-5.2,19,AB_MycoticJungle,0,0,The Sunreach
20601,-25.6204,106.2514,104.62,333.46,12,-3.6,19,AB_MycoticJungle,0,0,The Sunreach
20602,-23.9377,108.8778,107.2,334.87,12,-6.7,18,AB_MycoticJungle,0,63,The Gray Crags
20603,-25.3951,109.1558,107.24,333.32,12,-6.8,18,AB_MycoticJungle,0,0,The Sunreach
20604,-23.3121,107.3254,105.87,335.71,12,-5.1,19,AB_MycoticJungle,0,0,The Gray Crags
20605,-24.1489,106.0156,104.58,334.99,12,-3.6,19,AB_MycoticJungle,0,63,The Gray Crags
20606,-23.5007,104.472,103.25,335.82,12,-2.0,20,AB_MycoticJungle,0,63,The Gray Crags
20607,-24.3277,103.1317,101.95,335.1,12,-0.4,21,AB_MycoticJungle,0,0,The Sunreach
20608,-23.6579,101.6006,100.61,335.9,12,1.2,22,AB_MycoticJungle,0,0,The Sunreach
20609,-22.1588,101.4396,100.58,337.44,12,1.2,22,AB_MycoticJungle,0,64,The Gray Crags
20610,-22.0123,104.2711,103.21,337.36,12,-1.9,20,AB_MycoticJungle,0,0,The Gray Crags
20611,-21.34,102.7698,101.88,338.17,12,-0.3,21,AB_MycoticJungle,0,0,The Gray Crags
20612,-31.4374,90.0,90.0,328.56,12,13.9,34,AridShrubland,0,0,
20613,-30.6911,91.5599,91.34,329.3,12,12.3,32,AridShrubland,0,0,
20614,-28.4638,90.0,90.0,331.54,12,13.9,34,AB_MycoticJungle,0,0,
20615,-29.2046,91.5347,91.34,330.79,12,12.3,32,AB_MycoticJungle,0,0,
20616,-29.2046,88.4653,88.66,330.79,12,15.0,35,AridShrubland,0,0,
20617,-30.6911,88.4401,88.66,329.3,12,15.0,35,AridShrubland,0,0,
20618,-31.4122,86.8548,87.32,328.55,12,16.1,36,AridShrubland,0,0,
20619,-32.8836,86.8011,87.31,327.08,12,16.1,36,AridShrubland,0,0,
20620,-30.6424,85.323,85.98,329.27,12,17.2,35,AridShrubland,0,0,
20621,-31.3372,83.7153,84.64,328.51,12,18.2,35,AridShrubland,0,0,
20622,-32.8042,83.608,84.63,327.03,12,18.2,35,AridShrubland,0,0,
20623,-33.5812,85.1619,85.97,326.32,12,17.2,35,AridShrubland,0,0,
20624,-32.8836,93.1989,92.69,327.08,12,10.7,30,AridShrubland,0,0,
20625,-33.5811,94.8382,94.03,326.32,12,9.1,29,AridShrubland,0,0,
20626,-31.4122,93.1452,92.68,328.55,12,10.7,30,AridShrubland,0,0,
20627,-30.6424,94.677,94.02,329.27,12,9.1,29,AB_MycoticJungle,0,0,
20628,-31.3372,96.2847,95.36,328.51,12,7.5,27,AB_MycoticJungle,0,0,
20629,-32.8042,96.392,95.37,327.03,12,7.5,27,AridShrubland,0,0,
20630,-35.7938,93.3137,92.69,324.16,12,10.7,30,AridShrubland,0,0,
20631,-37.2315,93.3751,92.69,322.72,12,10.7,30,AridShrubland,0,0,
20632,-35.0345,94.9241,94.03,324.87,12,9.1,29,AridShrubland,0,0,
20633,-35.7059,96.6211,95.37,324.11,12,7.5,27,AridShrubland,0,0,
20634,-37.1396,96.7436,95.37,322.67,12,7.5,27,AridShrubland,0,0,
20635,-37.9066,95.1081,94.03,321.98,12,9.1,29,AridShrubland,0,0,
20636,-37.2627,90.0,90.0,322.74,12,13.9,34,AridShrubland,0,0,
20637,-37.9697,88.2961,88.66,322.02,12,15.0,35,AridShrubland,0,0,
20638,-37.9697,91.7039,91.34,322.02,12,12.3,32,AridShrubland,0,0,
20639,-39.3901,91.7368,91.34,320.6,12,12.3,32,AridShrubland,0,0,
20640,-40.104,90.0,90.0,319.9,12,13.9,34,AridShrubland,0,0,
20641,-39.3901,88.2633,88.66,320.6,12,15.0,35,AridShrubland,0,0,
20642,-35.0345,85.0759,85.97,324.87,12,17.2,35,AridShrubland,0,0,
20643,-35.7938,86.6863,87.31,324.16,12,16.1,36,AridShrubland,0,0,
20644,-37.2315,86.6249,87.31,322.72,12,16.1,36,AridShrubland,0,0,
20645,-37.9066,84.8919,85.97,321.98,12,17.2,35,AridShrubland,0,0,
20646,-37.1396,83.2564,84.63,322.67,12,18.2,35,AridShrubland,0,0,
20647,-35.7059,83.3789,84.63,324.11,12,18.2,35,AridShrubland,0,0,
20648,-25.9676,79.6164,80.67,333.66,12,21.4,32,AridShrubland,0,0,
20649,-26.7783,81.0252,81.99,332.94,12,20.3,33,AridShrubland,0,0,
20650,-24.5855,82.6803,83.35,335.24,12,19.3,34,AB_MycoticJungle,0,0,
20651,-26.087,82.5718,83.33,333.72,12,19.3,34,AridShrubland,0,0,
20652,-23.7827,81.285,82.03,335.97,12,20.3,33,Wasteland,0,0,The Salt Gate
20653,-24.474,79.7674,80.7,335.18,12,21.4,33,Wasteland,0,0,The Salt Gate
20654,-23.6579,78.3994,79.39,335.9,12,22.4,32,Wasteland,0,0,The Salt Gate
20655,-24.3277,76.8683,78.05,335.1,12,23.5,31,Wasteland,0,0,The Salt Gate
20656,-22.1588,78.5604,79.42,337.44,12,22.4,32,AB_MiasmicMangrove,0,0,The Salt Gate
20657,-21.34,77.2302,78.12,338.17,12,23.4,31,Wasteland,0,0,The Salt Gate
20658,-22.0123,75.7289,76.79,337.36,12,24.5,30,AB_MiasmicMangrove,0,6157,The Salt Gate
20659,-23.5007,75.528,76.75,335.82,12,24.5,30,Wasteland,0,6150,The Salt Gate
20660,-28.9327,79.2915,80.64,330.64,12,21.4,32,AridShrubland,0,0,
20661,-30.4029,79.1166,80.63,329.14,12,21.4,32,AridShrubland,0,0,
20662,-28.2651,80.8859,81.98,331.43,12,20.3,33,AridShrubland,0,0,
20663,-29.0676,82.3391,83.31,330.71,12,19.3,34,AridShrubland,0,0,
20664,-30.5457,82.214,83.3,329.22,12,19.3,34,AridShrubland,0,0,
20665,-31.2138,80.586,81.96,328.44,12,20.4,33,AridShrubland,0,0,
20666,-30.2159,76.0348,77.96,329.03,12,23.6,31,PoisonForest,0,0,
20667,-30.8294,74.3729,76.63,328.21,12,24.6,30,PoisonForest,0,6122,
20668,-31.0441,77.4703,79.29,328.34,12,22.5,32,PoisonForest,0,0,
20669,-32.4948,77.2575,79.28,326.85,12,22.5,32,PoisonForest,0,0,
20670,-33.1056,75.5577,77.94,326.05,12,23.6,31,PoisonForest,0,0,
20671,-32.2678,74.1091,76.61,326.72,12,24.6,30,PoisonForest,0,6091,
20672,-28.5396,73.2434,75.33,330.4,12,25.7,29,PoisonForest,0,0,
20673,-27.6938,71.886,74.02,331.09,12,26.7,28,PoisonForest,0,0,
20674,-29.986,72.9726,75.31,328.89,12,25.7,29,PoisonForest,0,0,
20675,-30.5714,71.2984,73.97,328.05,12,26.8,28,PoisonForest,0,0,
20676,-29.7152,69.9344,72.66,328.72,12,27.8,27,Wasteland,0,0,
20677,-28.2844,70.2511,72.69,330.24,12,27.8,27,Wasteland,0,0,
20678,-24.1489,73.9844,75.42,334.99,12,25.6,29,Wasteland,0,0,The Salt Gate
20679,-25.6204,73.7486,75.38,333.46,12,25.6,29,Wasteland,0,0,The Salt Gate
20680,-26.2414,72.1604,74.05,332.62,12,26.7,28,PoisonForest,0,0,
20681,-25.3951,70.8442,72.76,333.32,12,27.7,28,Wasteland,0,0,
20682,-23.9377,71.1222,72.8,334.87,12,27.7,28,Wasteland,0,0,The Salt Gate
20683,-23.3121,72.6747,74.13,335.71,12,26.6,28,Wasteland,0,0,The Salt Gate
20684,-15.3886,80.5463,80.89,344.41,-30,21.3,90,Ocean,1,0,The Gray Sea
20685,-16.9148,80.4301,80.85,342.86,12,21.3,144,Wasteland,0,0,The Salt Gate
20686,-16.9905,83.1555,83.46,342.89,12,19.2,34,AB_MiasmicMangrove,0,118,The Salt Gate
20687,-17.719,81.74,82.13,342.11,12,20.2,33,Wasteland,0,0,The Salt Gate
20688,-15.4579,83.2388,83.48,344.44,12,19.1,157,Wasteland,0,0,The Salt
20689,-14.6598,81.9397,82.2,345.2,-30,20.2,90,Ocean,1,0,The Gray Sea
20690,-13.125,82.0336,82.24,346.75,-30,20.2,90,Ocean,1,0,The Gray Sea
20691,-12.3265,80.7655,80.98,347.52,-30,21.2,90,Ocean,1,0,The Gray Sea
20692,-12.3825,83.3954,83.55,347.54,-30,19.2,90,Ocean,1,0,The Gray Sea
20693,-10.841,83.4691,83.59,349.09,-30,19.1,90,Ocean,1,0,The Gray Sea
20694,-10.0481,82.2105,82.33,349.86,-30,20.1,90,Ocean,1,0,The Gray Sea
20695,-10.7917,80.8687,81.03,349.07,-30,21.2,90,Ocean,1,0,The Gray Sea
20696,-16.8157,77.7174,78.25,342.81,-30,23.4,90,Ocean,1,0,The Gray Sea
20697,-17.5124,76.2819,76.93,342.01,-30,24.5,90,Ocean,1,0,The Gray Sea
20698,-17.6276,79.0033,79.53,342.06,12,22.3,137,Wasteland,0,0,The Salt Gate
20699,-19.1431,78.8619,79.49,340.52,12,22.3,32,Wasteland,0,0,The Salt Gate
20700,-19.837,77.3995,78.16,339.71,12,23.4,31,Wasteland,0,217,The Salt Gate
20701,-19.0176,76.1054,76.88,340.45,-30,24.5,90,Ocean,1,0,The Gray Sea
20702,-15.1891,75.2045,75.73,344.32,-30,25.4,90,Ocean,1,0,The Gray Sea
20703,-14.3761,73.9769,74.49,345.07,-30,26.4,90,Ocean,1,0,The Gray Sea
20704,-16.695,75.0223,75.67,342.75,-30,25.5,90,Ocean,1,0,The Gray Sea
20705,-17.3746,73.5793,74.35,341.93,12,26.5,109,Wasteland,0,0,The Salt Gate
20706,-16.5529,72.3464,73.1,342.68,12,27.5,102,Wasteland,0,0,The Salt Gate
20707,-15.0606,72.5616,73.18,344.25,-30,27.5,90,Ocean,1,0,The Gray Sea
20708,-12.167,75.5474,75.88,347.45,-30,25.3,90,Ocean,1,0,The Gray Sea
20709,-10.6519,75.7088,75.96,349.02,-30,25.2,90,Ocean,1,0,The Gray Sea
20710,-12.8713,74.1636,74.57,346.64,-30,26.3,90,Ocean,1,0,The Gray Sea
20711,-12.0647,72.9656,73.35,347.4,-30,27.3,90,Ocean,1,0,The Gray Sea
20712,-10.5623,73.1554,73.45,348.98,-30,27.2,90,Ocean,1,0,The Gray Sea
20713,-9.8532,74.5147,74.75,349.78,-30,26.2,90,Ocean,1,0,The Gray Sea
20714,-9.9958,79.6302,79.79,349.84,-30,22.2,90,Ocean,1,0,The Gray Sea
20715,-10.7286,78.2808,78.49,349.05,-30,23.2,90,Ocean,1,0,The Gray Sea
20716,-9.9306,77.0639,77.26,349.82,-30,24.2,90,Ocean,1,0,The Gray Sea
20717,-8.4064,77.2017,77.34,351.38,-30,24.1,90,Ocean,1,0,The Gray Sea
20718,-7.67,78.5292,78.63,352.18,-30,23.1,90,Ocean,1,0,The Gray Sea
20719,-8.4618,79.7407,79.85,351.4,-30,22.1,90,Ocean,1,0,The Gray Sea
20720,-16.8157,102.2827,101.75,342.81,36,-0.3,35,AridShrubland,0,0,The Gray Crags
