tile,lat,lon,arc,bearing,elev_m,temp_c,rain_mm,biome,water,river_flow,region,hilliness,swampiness
21120,-34.6169,-145.2445,132.54,230.45,853,-41.7,18,AB_RockyCrags,0,0,,2,0.0
21121,-34.6477,-147.0513,133.66,231.8,899,-43.3,18,AB_RockyCrags,0,0,,2,0.0
21122,-33.3115,-147.9684,135.11,231.09,924,-45.2,18,AB_RockyCrags,0,0,,2,0.0
21123,-33.3008,-149.7302,136.21,232.5,839,-46.1,18,AB_RockyCrags,0,0,,3,0.0
21124,-31.9674,-147.1216,135.44,228.98,923,-45.6,18,AB_RockyCrags,0,0,,2,0.0
21125,-30.631,-148.0249,136.88,228.19,832,-46.8,18,AB_MycoticJungle,0,0,,3,0.4
21126,-30.6177,-149.7332,138.01,229.58,704,-47.5,18,AB_RockyCrags,0,0,,3,0.0
21127,-31.9437,-150.5896,137.66,231.78,781,-47.5,18,AB_RockyCrags,0,0,,3,0.0
21128,-38.6709,-149.8323,132.45,237.87,906,-41.9,18,AB_RockyCrags,0,0,,3,0.0
21129,-39.9978,-150.8383,131.99,239.85,986,-41.8,18,AB_RockyCrags,0,0,,3,0.0
21130,-38.6779,-147.9463,131.43,236.46,963,-41.0,18,AB_RockyCrags,0,0,,2,0.0
21131,-40.0105,-146.9966,129.97,237.02,972,-39.3,18,AB_RockyCrags,0,0,,2,0.0
21132,-41.3586,-147.9872,129.53,238.95,966,-38.7,18,AB_RockyCrags,0,0,,2,0.0
21133,-41.3526,-149.9458,130.52,240.36,1082,-40.6,18,AB_RockyCrags,0,0,,2,0.0
21134,-38.5703,-153.558,134.43,240.82,821,-43.8,18,AB_RockyCrags,0,0,,3,0.0
21135,-38.4783,-155.3934,135.38,242.35,766,-44.7,18,AB_RockyCrags,0,0,,3,0.0
21136,-39.9464,-152.7363,132.96,241.32,911,-42.6,18,AB_RockyCrags,0,0,,3,0.0
21137,-41.2479,-153.8153,132.43,243.29,983,-42.3,18,AB_RockyCrags,0,0,,3,0.0
21138,-41.1509,-155.7213,133.34,244.8,846,-42.7,18,AB_RockyCrags,0,0,,3,0.0
21139,-39.7579,-156.4755,134.82,244.37,727,-43.8,18,AB_RockyCrags,0,0,,3,0.0
21140,-35.8004,-155.1316,137.38,239.75,619,-46.3,18,AB_RockyCrags,0,0,,2,0.0
21141,-34.4081,-155.8871,138.85,239.19,554,-47.7,18,AB_RockyCrags,0,0,,2,0.0
21142,-37.0853,-156.149,136.85,241.86,685,-46.0,18,AB_RockyCrags,0,0,,2,0.0
21143,-36.9573,-157.9215,137.77,243.45,620,-46.7,18,AB_RockyCrags,0,0,,3,0.0
21144,-35.551,-158.6167,139.25,242.97,514,-47.9,18,AB_RockyCrags,0,0,,3,0.0
21145,-34.2862,-157.6018,139.81,240.8,513,-48.6,18,AB_RockyCrags,0,0,,2,0.0
21146,-31.8954,-152.3033,138.74,233.25,669,-48.2,18,AB_RockyCrags,0,0,,3,0.0
21147,-33.2043,-153.2109,138.32,235.45,689,-47.8,18,AB_RockyCrags,0,0,,2,0.0
21148,-33.1196,-154.9268,139.34,236.99,597,-48.5,18,AB_RockyCrags,0,0,,2,0.0
21149,-31.7287,-155.6827,140.81,236.34,557,-50.0,18,AB_RockyCrags,0,0,,2,0.0
21150,-30.4383,-154.7746,141.26,234.05,544,-50.5,18,AB_RockyCrags,0,0,,2,0.0
21151,-30.5207,-153.1094,140.2,232.5,607,-49.6,18,AB_RockyCrags,0,0,,2,0.0
21152,-26.5083,-142.3564,135.12,219.24,823,-44.7,18,AB_MycoticJungle,0,0,,2,0.4
21153,-27.8668,-143.0713,134.97,221.35,830,-44.5,18,AB_MycoticJungle,0,0,,1,0.4
21154,-29.0618,-140.3779,132.32,221.07,795,-41.2,18,AB_MycoticJungle,0,0,,2,0.4
21155,-29.1562,-142.097,133.56,222.24,761,-42.5,18,AB_MycoticJungle,0,0,,1,0.4
21156,-27.6879,-139.6804,132.47,219.04,736,-41.0,18,AB_MycoticJungle,0,0,,2,0.4
21157,-26.4238,-140.6833,133.85,218.11,704,-42.5,18,AB_MycoticJungle,0,0,,2,0.4
21158,-25.0603,-140.0112,133.95,216.04,721,-42.7,18,AB_RockyCrags,0,0,,2,0.0
21159,-23.7954,-140.9965,135.32,215.02,718,-44.3,18,AB_MycoticJungle,0,0,,1,0.4
21160,-24.9469,-138.3534,132.65,214.99,743,-41.3,18,AB_RockyCrags,0,0,,2,0.0
21161,-23.5815,-137.7213,132.69,212.98,803,-41.6,18,AB_RockyCrags,0,0,,2,0.0
21162,-22.3424,-138.73,134.04,211.93,790,-43.2,18,AB_RockyCrags,0,0,,2,0.0
21163,-22.4426,-140.3488,135.37,212.91,785,-44.8,18,AB_RockyCrags,0,0,,2,0.0
21164,-26.6066,-145.6857,137.6,221.62,842,-47.8,18,AB_MycoticJungle,0,0,,1,0.4
21165,-26.6208,-147.3392,138.82,222.88,736,-48.6,18,AB_MycoticJungle,0,0,,3,0.4
21166,-27.9201,-144.7585,136.19,222.56,836,-46.0,18,AB_MycoticJungle,0,0,,1,0.4
21167,-29.2708,-145.5184,135.98,224.71,830,-45.7,18,AB_MycoticJungle,0,0,,1,0.4
21168,-29.2913,-147.2177,137.16,226.01,842,-47.2,18,AB_MycoticJungle,0,0,,2,0.4
21169,-27.9553,-148.1096,138.59,225.13,728,-48.3,18,AB_MycoticJungle,0,0,,3,0.4
21170,-23.9574,-147.4855,140.41,219.58,753,-50.6,18,AB_RockyCrags,0,0,,2,0.0
21171,-22.6235,-148.3604,141.8,218.46,766,-52.4,18,AB_RockyCrags,0,0,,2,0.0
21172,-25.2853,-148.2219,140.23,221.89,699,-50.1,18,AB_RockyCrags,0,0,,3,0.0
21173,-25.2644,-149.8388,141.44,223.21,642,-51.3,18,AB_RockyCrags,0,0,,2,0.0
21174,-23.9112,-150.6783,142.85,222.16,689,-53.2,18,AB_RockyCrags,0,0,,2,0.0
21175,-22.598,-149.9375,143.04,219.72,754,-53.8,18,AB_RockyCrags,0,0,,2,0.0
21176,-21.3027,-146.0825,140.64,214.95,798,-51.2,18,AB_RockyCrags,0,0,,2,0.0
21177,-19.9774,-145.4136,140.69,212.64,849,-51.5,18,AB_RockyCrags,0,0,,2,0.0
21178,-21.3035,-147.6559,141.92,216.09,763,-52.5,18,AB_RockyCrags,0,0,,2,0.0
21179,-19.9722,-148.5241,143.28,214.84,755,-54.1,18,AB_RockyCrags,0,0,,2,0.0
21180,-18.6613,-147.8494,143.34,212.4,746,-54.1,18,AB_RockyCrags,0,0,,2,0.0
21181,-18.6678,-146.311,142.03,211.35,802,-52.8,18,AB_RockyCrags,0,0,,2,0.0
21182,-21.177,-141.3194,136.71,211.79,792,-46.4,18,AB_RockyCrags,0,0,,2,0.0
21183,-21.2396,-142.9132,138.03,212.8,761,-47.8,18,AB_RockyCrags,0,0,,3,0.0
21184,-19.9505,-143.8466,139.37,211.6,835,-49.8,18,AB_RockyCrags,0,0,,2,0.0
21185,-18.624,-143.2107,139.37,209.37,791,-49.6,18,AB_RockyCrags,0,0,,2,0.0
21186,-18.5737,-141.6508,138.02,208.44,764,-47.8,18,AB_RockyCrags,0,0,,2,0.0
21187,-19.8375,-140.6938,136.71,209.66,799,-46.4,18,AB_RockyCrags,0,0,,2,0.0
21188,-24.9125,-127.2611,123.31,210.27,907,-31.0,18,BMT_FungalForest,0,0,The Nightspill,2,0.25
21189,-26.3063,-127.7868,123.32,212.03,986,-31.4,18,BMT_FungalForest,0,0,The Nightspill,2,0.25
21190,-27.1028,-124.9207,120.64,211.97,875,-27.6,18,BMT_FungalForest,0,0,The Nightspill,3,0.25
21191,-27.4167,-126.6207,121.97,212.87,993,-29.8,18,BMT_FungalForest,0,0,The Nightspill,3,0.25
21192,-25.702,-124.4238,120.62,210.26,876,-27.6,18,BMT_FungalForest,0,0,The Nightspill,2,0.25
21193,-24.6222,-125.5973,121.95,209.41,889,-29.2,18,BMT_FungalForest,0,0,The Nightspill,2,0.25
21194,-25.4275,-130.6051,126.0,212.06,1034,-34.9,18,AB_MycoticJungle,0,0,,1,0.4
21195,-25.6514,-132.2831,127.34,212.99,997,-36.3,18,AB_MycoticJungle,0,0,,3,0.4
21196,-26.5744,-129.4778,124.65,212.94,1036,-33.3,18,BMT_FungalForest,0,0,,2,0.25
21197,-27.9742,-130.0413,124.62,214.75,1065,-33.4,18,AB_MycoticJungle,0,0,,1,0.4
21198,-28.217,-131.7595,125.93,215.73,1050,-34.9,18,AB_MycoticJungle,0,0,,2,0.4
21199,-27.041,-132.8728,127.3,214.86,964,-36.1,18,AB_MycoticJungle,0,0,,2,0.4
21200,-23.0962,-132.7957,128.68,210.16,1050,-38.2,18,AB_MycoticJungle,0,0,,2,0.4
21201,-21.914,-133.8609,130.0,209.16,987,-39.4,18,AB_RockyCrags,0,0,,3,0.0
21202,-24.4711,-133.3708,128.68,212.05,985,-37.8,18,AB_MycoticJungle,0,0,,3,0.4
21203,-24.6522,-135.0321,130.02,213.0,841,-38.6,18,AB_RockyCrags,0,0,,3,0.0
21204,-23.4414,-136.08,131.37,212.01,877,-40.5,18,AB_RockyCrags,0,0,,2,0.0
21205,-22.0779,-135.4849,131.36,210.05,950,-40.9,18,AB_RockyCrags,0,0,,3,0.0
21206,-20.3702,-131.694,128.58,206.44,1215,-39.0,18,AB_RockyCrags,0,0,,2,0.0
21207,-19.0204,-131.1654,128.48,204.6,1234,-39.0,18,AB_RockyCrags,0,0,,2,0.0
21208,-20.5559,-133.3002,129.95,207.26,1143,-40.2,18,AB_RockyCrags,0,0,,3,0.0
21209,-19.3724,-134.3449,131.25,206.18,1156,-41.9,18,AB_RockyCrags,0,0,,2,0.0
21210,-18.0318,-133.7982,131.16,204.28,1230,-42.2,18,AB_RockyCrags,0,0,,2,0.0
21211,-17.8655,-132.2239,129.76,203.52,1240,-40.5,18,AB_RockyCrags,0,0,,2,0.0
21212,-19.939,-128.4875,125.81,204.87,1114,-35.1,18,AB_MycoticJungle,0,0,,3,0.4
21213,-19.6942,-126.8891,124.41,204.11,952,-32.5,18,AB_MycoticJungle,0,0,,3,0.4
21214,-18.8151,-129.5777,127.09,203.85,1183,-37.0,18,AB_RockyCrags,0,0,,3,0.0
21215,-17.4759,-129.0789,126.96,202.08,1107,-36.4,18,AB_RockyCrags,0,0,,3,0.0
21216,-17.253,-127.5097,125.56,201.38,919,-33.7,18,AB_RockyCrags,0,0,,3,0.0
21217,-18.3474,-126.4108,124.29,202.4,811,-31.6,18,AB_RockyCrags,0,0,,3,0.0
21218,-23.238,-125.1064,121.9,207.69,877,-29.1,18,BMT_FungalForest,0,0,The Nightspill,2,0.25
21219,-22.1514,-126.2525,123.21,206.79,944,-31.0,18,AB_MycoticJungle,0,0,The Nightspill,2,0.4
21220,-20.7854,-125.7678,123.12,205.07,897,-30.7,18,AB_MycoticJungle,0,0,The Nightspill,3,0.4
21221,-20.4991,-124.1611,121.73,204.31,749,-28.2,18,AB_MycoticJungle,0,0,The Nightspill,3,0.4
21222,-21.5546,-123.0092,120.44,205.22,738,-26.6,18,AB_MycoticJungle,0,0,The Nightspill,3,0.4
21223,-22.9272,-123.469,120.53,206.89,781,-26.9,18,BMT_FungalForest,0,0,The Nightspill,2,0.25
21224,-45.1112,-39.2406,56.87,237.78,41,39.9,18,ExtremeDesert,0,0,,1,0.0
21225,-43.8465,-38.1103,55.43,237.28,90,40.6,20,ExtremeDesert,0,0,,2,0.0
21226,-42.3133,-41.0737,56.12,234.18,164,39.7,27,ExtremeDesert,0,0,,3,0.0
21227,-42.4573,-39.0454,55.04,235.45,166,40.4,26,ExtremeDesert,0,0,,2,0.0
21228,-43.5486,-42.2474,57.55,234.73,96,39.1,22,ExtremeDesert,0,0,,2,0.0
21229,-44.9573,-41.3525,57.91,236.51,32,39.2,19,ExtremeDesert,0,0,,1,0.0
21230,-46.1829,-42.5677,59.34,237.01,19,38.3,18,ExtremeDesert,0,0,,1,0.0
21231,-47.5939,-41.627,59.73,238.75,48,37.9,20,ExtremeDesert,0,0,,1,0.0
21232,-45.9678,-44.7177,60.4,235.78,14,37.6,18,ExtremeDesert,0,0,,1,0.0
21233,-47.1493,-46.0191,61.82,236.28,12,36.5,18,ExtremeDesert,0,0,,1,0.0
21234,-48.5796,-45.1348,62.18,237.98,12,36.2,18,ExtremeDesert,0,0,,1,0.0
21235,-48.8096,-42.8887,61.15,239.22,58,36.8,21,ExtremeDesert,0,0,,2,0.0
21236,-50.6277,-34.95,58.67,244.82,19,38.8,18,ExtremeDesert,0,0,,1,0.0
21237,-51.9077,-36.0912,60.1,245.21,12,37.9,18,ExtremeDesert,0,0,,1,0.0
21238,-53.3254,-32.4046,59.72,248.24,12,38.1,18,ExtremeDesert,0,0,,1,0.0
21239,-53.2702,-34.8423,60.6,246.91,48,37.3,20,ExtremeDesert,0,0,,1,0.0
21240,-52.0164,-31.3485,58.29,247.89,12,39.1,18,ExtremeDesert,0,0,,1,0.0
21241,-50.6813,-32.639,57.75,246.17,12,39.4,18,ExtremeDesert,0,0,,1,0.0
21242,-50.223,-41.8958,61.56,240.93,128,36.1,27,ExtremeDesert,0,0,,1,0.0
21243,-50.3989,-39.583,60.58,242.2,122,36.9,21,ExtremeDesert,0,0,,1,0.0
21244,-51.79,-38.4687,61.03,243.91,69,36.8,22,ExtremeDesert,0,0,,2,0.0
21245,-53.0276,-39.7259,62.45,244.31,70,35.7,20,ExtremeDesert,0,0,,2,0.0
21246,-52.8395,-42.1608,63.4,243.04,105,34.7,21,ExtremeDesert,0,0,,1,0.0
21247,-51.426,-43.2112,62.97,241.36,125,34.9,25,ExtremeDesert,0,0,,1,0.0
21248,-49.3661,-31.6071,56.32,245.78,12,40.4,18,ExtremeDesert,0,0,,1,0.0
21249,-48.0251,-32.8066,55.8,244.01,12,40.7,18,ExtremeDesert,0,0,,1,0.0
21250,-48.0135,-28.4422,53.97,246.8,57,41.7,19,ExtremeDesert,0,0,,1,0.0
21251,-49.3595,-29.3709,55.42,247.17,34,40.9,19,ExtremeDesert,0,0,,1,0.0
21252,-46.6991,-29.665,53.42,245.0,37,42.2,19,ExtremeDesert,0,0,,1,0.0
21253,-46.7046,-31.7974,54.35,243.6,48,41.5,19,ExtremeDesert,0,0,,1,0.0
21254,-45.3598,-32.9179,53.85,241.78,91,41.6,19,ExtremeDesert,0,0,,1,0.0
21255,-45.3122,-35.0201,54.84,240.42,51,41.2,18,ExtremeDesert,0,0,,1,0.0
21256,-43.9433,-36.0438,54.4,238.6,90,41.2,19,ExtremeDesert,0,0,,2,0.0
21257,-42.6441,-34.9962,52.95,238.09,159,41.8,21,ExtremeDesert,0,0,,2,0.0
21258,-44.0345,-31.93,52.4,241.32,102,42.5,19,ExtremeDesert,0,0,,1,0.0
21259,-42.6877,-32.9811,51.93,239.45,153,42.5,20,Desert,0,0,,1,0.0
21260,-43.2805,-53.8489,64.57,229.39,19,34.2,19,ExtremeDesert,0,0,,1,0.0
21261,-43.648,-51.8017,63.42,230.52,40,35.0,20,Desert,0,0,,1,0.0
21262,-41.0868,-51.1386,61.78,228.23,93,36.1,28,Desert,0,0,,2,0.0
21263,-42.534,-50.4532,62.02,229.95,95,35.9,28,Desert,0,0,,2,0.0
21264,-40.742,-53.1181,62.95,227.12,88,35.2,28,ExtremeDesert,0,0,,2,0.0
21265,-41.8221,-54.4778,64.34,227.71,36,34.3,20,ExtremeDesert,0,0,,2,0.0
21266,-41.4168,-56.4621,65.52,226.62,57,33.3,24,ExtremeDesert,0,0,,2,0.0
21267,-42.4443,-57.8795,66.9,227.2,12,32.4,19,ExtremeDesert,0,0,,1,0.0
21268,-39.9567,-57.0259,65.34,224.96,130,33.0,30,ExtremeDesert,0,0,,2,0.0
21269,-39.5177,-58.9502,66.55,223.91,126,32.1,30,ExtremeDesert,0,0,,2,0.0
21270,-40.5115,-60.3645,67.92,224.51,121,31.0,48,ExtremeDesert,0,0,,2,0.0
21271,-41.9774,-59.8586,68.08,226.13,12,31.5,19,ExtremeDesert,0,0,,1,0.0
21272,-46.1974,-52.5036,65.08,232.73,12,33.9,19,Desert,0,0,,1,0.0
21273,-47.6541,-51.781,65.37,234.4,12,33.6,19,ExtremeDesert,0,0,,1,0.0
21274,-45.1008,-51.0982,63.69,232.21,12,35.0,18,Desert,0,0,,1,0.0
21275,-45.4264,-48.986,62.58,233.37,12,35.9,18,Desert,0,0,,1,0.0
21276,-46.8697,-48.1978,62.89,235.07,12,35.6,18,Desert,0,0,,1,0.0
21277,-48.0014,-49.5846,64.29,235.57,12,34.5,18,ExtremeDesert,0,0,,1,0.0
21278,-48.3138,-55.4515,67.84,233.74,12,31.7,19,ExtremeDesert,0,0,,1,0.0
21279,-49.3309,-56.9971,69.21,234.22,12,30.6,19,ExtremeDesert,0,0,,1,0.0
21280,-48.7305,-53.2501,66.76,234.89,12,32.5,19,ExtremeDesert,0,0,,1,0.0
21281,-50.1908,-52.5089,67.07,236.52,12,32.3,19,ExtremeDesert,0,0,,1,0.0
21282,-51.2457,-54.0509,68.44,236.98,12,31.2,19,ExtremeDesert,0,0,,1,0.0
21283,-50.8019,-56.3406,69.49,235.83,12,30.3,19,ExtremeDesert,0,0,,1,0.0
21284,-47.3688,-59.7588,70.06,231.51,12,29.9,19,ExtremeDesert,0,0,,1,0.0
21285,-46.8431,-61.86,71.18,230.42,12,29.0,19,Desert,0,0,,1,0.0
21286,-48.8438,-59.1894,70.3,233.1,12,29.7,19,ExtremeDesert,0,0,,1,0.0
21287,-49.7983,-60.8043,71.65,233.58,12,28.6,19,ExtremeDesert,0,0,,1,0.0
21288,-49.2412,-62.9734,72.74,232.48,12,27.7,19,ExtremeDesert,0,0,,1,0.0
21289,-47.7619,-63.4583,72.52,230.91,12,27.9,19,Desert,0,0,,1,0.0
21290,-42.9488,-61.3276,69.44,226.69,12,30.4,19,Desert,0,0,,1,0.0
21291,-44.4207,-60.8255,69.63,228.3,12,30.2,19,Desert,0,0,,1,0.0
21292,-45.3669,-62.3554,70.98,228.83,12,29.2,19,Desert,0,0,,1,0.0
21293,-44.8076,-64.3735,72.13,227.77,12,28.2,19,Desert,0,0,,1,0.0
21294,-43.3337,-64.8077,71.96,226.2,51,28.1,27,Desert,0,0,,2,0.0
21295,-42.4207,-63.2928,70.62,225.65,87,29.0,40,Desert,0,0,,2,0.0
21296,-26.5083,-37.6436,44.88,219.24,575,44.9,795,ZBiome_DesertOasis,0,0,,1,0.2
21297,-26.4238,-39.3167,46.15,218.11,560,44.2,1668,AB_FeraliskInfestedJungle,0,0,,2,0.45
21298,-29.0618,-39.6221,47.68,221.07,522,43.3,968,ZBiome_Grasslands,0,0,The Pyrelands,1,0.05
21299,-27.6879,-40.3196,47.53,219.04,544,43.3,449,ZBiome_Grasslands,0,0,The Pyrelands,1,0.05
21300,-29.1562,-37.903,46.44,222.24,506,44.3,1668,ZBiome_Grasslands,0,0,The Pyrelands,2,0.05
21301,-27.8668,-36.9287,45.03,221.35,561,44.9,1668,ZBiome_DesertOasis,0,0,,1,0.2
21302,-27.9201,-35.2415,43.81,222.56,530,45.9,1668,ZBiome_DesertOasis,0,0,,2,0.2
21303,-26.6066,-34.3143,42.4,221.62,490,47.0,1668,AB_FeraliskInfestedJungle,0,0,,3,0.45
21304,-29.2708,-34.4816,44.02,224.71,453,46.2,585,ZBiome_DesertOasis,0,0,,2,0.2
21305,-29.2913,-32.7824,42.84,226.01,384,47.3,323,ZBiome_DesertOasis,0,0,,2,0.2
21306,-27.9553,-31.8904,41.41,225.13,342,48.5,428,AB_FeraliskInfestedJungle,0,0,,3,0.45
21307,-26.6208,-32.6608,41.18,222.88,205,49.4,1668,AB_FeraliskInfestedJungle,0,11106,,3,0.45
21308,-21.3027,-33.9175,39.36,214.95,972,46.4,1668,AB_FeraliskInfestedJungle,0,0,The Dune Sea,4,0.45
21309,-21.3035,-32.3441,38.08,216.09,827,48.1,1668,AB_FeraliskInfestedJungle,0,49,The Dune Sea,4,0.45
21310,-18.6613,-32.1506,36.66,212.4,2106,42.0,40,LavaField,0,0,The Dune Sea,4,0.0
21311,-19.9722,-31.4759,36.72,214.84,1282,46.5,40,AB_PyroclasticConflagration,0,51,The Dune Sea,4,0.0
21312,-18.6678,-33.689,37.97,211.35,2031,41.5,40,LavaField,0,0,The Dune Sea,4,0.0
21313,-19.9774,-34.5864,39.31,212.64,1178,45.3,40,LavaField,0,53,The Dune Sea,4,0.0
21314,-25.2853,-31.7781,39.77,221.89,361,49.5,1668,AB_FeraliskInfestedJungle,0,0,The Dune Sea,2,0.45
21315,-23.9574,-32.5145,39.59,219.58,409,49.4,1668,AB_FeraliskInfestedJungle,0,0,The Dune Sea,4,0.45
21316,-22.6235,-31.6396,38.2,218.46,418,50.2,1668,AB_FeraliskInfestedJungle,0,52,The Dune Sea,4,0.45
21317,-22.598,-30.0625,36.96,219.72,316,51.6,1668,AB_FeraliskInfestedJungle,0,68,The Dune Sea,4,0.45
21318,-23.9112,-29.3217,37.15,222.16,156,52.4,1668,AB_FeraliskInfestedJungle,0,104,The Dune Sea,3,0.45
21319,-25.2644,-30.1612,38.56,223.21,329,50.5,1668,AB_FeraliskInfestedJungle,0,0,The Dune Sea,2,0.45
21320,-19.9505,-36.1534,40.63,211.6,1000,45.4,1668,AB_FeraliskInfestedJungle,0,56,The Scald Spine,5,0.45
21321,-21.2396,-37.0868,41.97,212.8,598,46.7,1668,AB_FeraliskInfestedJungle,0,64,The Scald Spine,4,0.45
21322,-18.5737,-38.3492,41.98,208.44,1426,42.2,40,Volcano,0,26,The Scald Spine,5,0.0
21323,-18.624,-36.7893,40.63,209.37,1650,41.8,40,Volcano,0,35,The Scald Spine,5,0.0
21324,-19.8375,-39.3062,43.29,209.66,910,44.1,1668,AB_FeraliskInfestedJungle,0,36,The Scald Spine,5,0.45
21325,-21.177,-38.6807,43.29,211.79,571,46.0,1668,AB_FeraliskInfestedJungle,0,82,The Scald Spine,4,0.45
21326,-22.4426,-39.6512,44.63,212.91,647,44.7,1668,AB_FeraliskInfestedJungle,0,0,The Scald Spine,4,0.45
21327,-23.7954,-39.0035,44.68,215.02,464,45.7,1668,AB_FeraliskInfestedJungle,0,11009,,3,0.45
21328,-25.0603,-39.9888,46.05,216.04,591,44.1,1668,AB_FeraliskInfestedJungle,0,0,,3,0.45
21329,-24.9469,-41.6466,47.35,214.99,245,45.1,1030,AB_FeraliskInfestedJungle,0,0,,4,0.45
21330,-22.3423,-41.27,45.96,211.93,394,45.2,1668,AB_FeraliskInfestedJungle,0,41,,4,0.45
21331,-23.5815,-42.2787,47.31,212.98,325,44.7,1668,AB_FeraliskInfestedJungle,0,10984,,4,0.45
21332,-38.6709,-30.1677,47.55,237.87,164,45.4,26,Desert,0,0,,2,0.0
21333,-38.6779,-32.0538,48.57,236.46,177,44.6,29,Desert,0,0,,2,0.0
21334,-41.3586,-32.0128,50.47,238.95,86,43.9,19,Desert,0,0,,2,0.0
21335,-40.0105,-33.0034,50.03,237.02,137,43.9,21,Desert,0,0,,2,0.0
21336,-41.3526,-30.0542,49.48,240.36,42,44.8,18,Desert,0,0,,1,0.0
21337,-39.9978,-29.1617,48.01,239.85,122,45.3,22,Desert,0,0,,2,0.0
21338,-35.9947,-32.0587,46.71,233.84,325,45.1,44,Desert,0,0,,1,0.0
21339,-34.6477,-32.9488,46.34,231.8,367,45.1,61,Desert,0,0,,1,0.0
21340,-37.3296,-32.9914,48.17,234.47,262,44.4,37,Desert,0,0,,2,0.0
21341,-37.2941,-34.8604,49.25,233.11,257,43.8,29,Desert,0,0,,2,0.0
21342,-35.9282,-35.7325,48.9,231.13,313,43.7,47,Desert,0,0,,1,0.0
21343,-34.6169,-34.7555,47.46,230.45,335,44.5,62,Desert,0,0,,1,0.0
21344,-33.3008,-30.2698,43.79,232.5,339,46.9,83,Desert,0,0,,2,0.0
21345,-31.9437,-29.4104,42.34,231.78,271,48.3,104,ZBiome_Grasslands,0,0,The Pyrelands,2,0.05
21346,-33.3115,-32.0316,44.89,231.09,373,46.0,83,Desert,0,0,,1,0.0
21347,-31.9674,-32.8784,44.56,228.98,395,46.1,157,ZBiome_Grasslands,0,0,The Pyrelands,1,0.05
21348,-30.631,-31.9751,43.12,228.19,373,47.2,356,ZBiome_Grasslands,0,0,The Pyrelands,1,0.05
21349,-30.6177,-30.2668,41.99,229.58,316,48.3,380,ZBiome_Grasslands,0,0,The Pyrelands,2,0.05
21350,-33.2043,-26.7891,41.68,235.45,189,49.2,42,Desert,0,0,,1,0.0
21351,-33.1196,-25.0733,40.66,236.99,194,49.8,39,Desert,0,0,,1,0.0
21352,-31.8954,-27.6967,41.26,233.25,195,49.4,85,ZBiome_Grasslands,0,0,The Pyrelands,1,0.05
21353,-30.5207,-26.8906,39.8,232.5,211,50.3,209,ZBiome_Grasslands,0,0,The Dune Sea,2,0.05
21354,-30.4383,-25.2255,38.74,234.05,212,51.0,173,ZBiome_Grasslands,0,0,The Dune Sea,1,0.05
21355,-31.7287,-24.3173,39.19,236.34,222,50.7,95,ZBiome_Grasslands,0,0,The Dune Sea,1,0.05
21356,-35.8004,-24.8684,42.62,239.75,260,48.2,27,Desert,0,0,,1,0.0
21357,-37.0853,-23.851,43.15,241.86,220,48.0,24,Desert,0,0,,2,0.0
21358,-34.4081,-24.1129,41.15,239.19,217,49.4,26,Desert,0,0,,1,0.0
21359,-34.2862,-22.3982,40.19,240.8,264,49.8,33,Desert,0,0,,1,0.0
21360,-35.551,-21.3833,40.75,242.97,248,49.5,39,ZBiome_DesertOasis,0,0,,2,0.2
21361,-36.9573,-22.0785,42.23,243.45,164,48.9,24,ZBiome_DesertOasis,0,0,,2,0.2
21362,-39.9464,-27.2637,47.04,241.32,133,45.9,20,Desert,0,0,,2,0.0
21363,-38.5703,-26.4421,45.57,240.82,188,46.6,23,Desert,0,0,,2,0.0
21364,-38.4784,-24.6066,44.62,242.35,166,47.3,20,Desert,0,0,,2,0.0
21365,-39.7579,-23.5245,45.18,244.37,130,47.2,19,Desert,0,0,,1,0.0
21366,-41.1509,-24.2787,46.66,244.8,110,46.3,19,Desert,0,0,,1,0.0
21367,-41.2479,-26.1848,47.57,243.29,99,45.7,19,Desert,0,0,,1,0.0
21368,-33.1245,-57.7899,63.49,217.64,369,33.2,74,ExtremeDesert,0,0,,3,0.0
21369,-34.5642,-57.2834,63.57,219.31,233,33.9,33,ExtremeDesert,0,0,,3,0.0
21370,-33.8724,-54.1868,60.93,219.62,417,35.0,67,ExtremeDesert,0,0,,3,0.0
21371,-34.9508,-55.459,62.31,220.31,291,34.6,47,ExtremeDesert,0,0,,3,0.0
21372,-32.4393,-54.7347,60.84,217.9,542,34.3,118,ExtremeDesert,0,0,,3,0.0
21373,-32.0777,-56.5145,62.13,216.92,512,33.5,90,ExtremeDesert,0,0,,3,0.0
21374,-30.6494,-57.0191,62.08,215.24,723,32.4,270,ExtremeDesert,0,0,The Dew Horn,4,0.0
21375,-30.2624,-58.7613,63.39,214.31,695,31.5,186,ExtremeDesert,0,0,,4,0.0
21376,-29.5894,-55.7814,60.72,214.48,939,32.3,469,ExtremeDesert,0,0,The Dew Horn,4,0.0
21377,-28.1739,-56.283,60.7,212.78,1082,31.5,399,ExtremeDesert,0,0,The Dew Horn,4,0.0
21378,-27.8127,-57.9886,62.04,211.89,973,31.0,345,ExtremeDesert,0,0,The Dew Horn,4,0.0
21379,-28.8414,-59.2288,63.37,212.66,813,30.8,67,ExtremeDesert,0,0,The Dew Horn,3,0.0
21380,-35.1548,-60.4246,66.2,219.0,196,32.0,23,ExtremeDesert,0,0,,2,0.0
21381,-36.136,-61.7852,67.55,219.65,197,30.9,20,ExtremeDesert,0,0,,2,0.0
