tile,lat,long,biome,elevation,temperature,rainfall,hilliness,swampiness,pollution,tempMin,tempMax,seasonalShift,riverDist,feature,featureId,waterCovered,roadCount,riverCount,mutatorCount
21205,-22.0779,-135.4849,HorrorWastes,950,-41.1,0,LargeHills,0,0,-52.454,-29.7437,-11.3565,0,Deadstone,25,0,0,0,1
21206,-20.3702,-131.694,HorrorWastes,1215,-39.4,0,SmallHills,0,0,-50.0133,-28.7846,-10.6156,0,Deadstone,25,0,0,0,0
21207,-19.0204,-131.1654,HorrorWastes,1234,-39.3,0,SmallHills,0,0,-49.3219,-29.276,-10.0241,0,Deadstone,25,0,0,0,0
21208,-20.5559,-133.3002,HorrorWastes,1143,-40.6,0,LargeHills,0,0,-51.2942,-29.9036,-10.6966,0,Deadstone,25,0,0,0,1
21209,-19.3724,-134.3449,HorrorWastes,1156,-42.3,0,SmallHills,0,0,-52.4766,-32.1213,-10.1788,0,Deadstone,25,0,0,0,0
21210,-18.0318,-133.7982,HorrorWastes,1230,-42.6,0,SmallHills,0,0,-52.1858,-33.0123,-9.5879,0,Deadstone,25,0,0,0,0
21211,-17.8655,-132.2239,HorrorWastes,1240,-40.8,0,SmallHills,0,0,-50.3121,-31.2859,-9.5142,0,Deadstone,25,0,0,0,0
21212,-19.939,-128.4875,AB_MycoticJungle,1114,-35.2,0,LargeHills,0.451,0,-45.6249,-24.7729,-10.4272,0,Ashwood,44,0,0,0,0
21213,-19.6942,-126.8891,AB_MycoticJungle,952,-32.5,0,LargeHills,0.4392,0,-42.8177,-22.1802,-10.32,0,Nightspill,31,0,0,0,0
21214,-18.8151,-129.5777,HorrorWastes,1183,-37.1,0,LargeHills,0,0,-47.0316,-27.1664,-9.9337,0,Deadstone,25,0,0,0,1
21215,-17.4759,-129.0789,HorrorWastes,1107,-36.3,0,LargeHills,0,0,-45.6394,-26.9587,-9.3414,0,Deadstone,25,0,0,0,1
21216,-17.253,-127.5097,HorrorWastes,919,-33.4,0,LargeHills,0,0,-42.6404,-24.1577,-9.2425,0,Deadstone,25,0,0,0,1
21217,-18.3474,-126.4108,HorrorWastes,811,-31.4,0,LargeHills,0,0,-41.1253,-21.6727,-9.7274,0,Nightspill,31,0,0,0,1
21218,-23.238,-125.1064,BMT_FungalForest,877,-29.6,0,SmallHills,0.2588,0,-31.9704,-27.2291,-2.3709,0,Nightspill,31,0,0,0,0
21219,-22.1514,-126.2525,AB_MycoticJungle,944,-31.3,0,SmallHills,0.4314,0,-42.6857,-19.912,-11.3882,0,Nightspill,31,0,0,0,0
21220,-20.7854,-125.7678,AB_MycoticJungle,897,-30.8,0,LargeHills,0.4314,0,-41.5941,-20.0036,-10.7965,0,Nightspill,31,0,0,0,0
21221,-20.4991,-124.1611,AB_MycoticJungle,749,-28.2,0,LargeHills,0.4196,0,-38.8695,-17.5284,-10.6718,0,Nightspill,31,0,0,0,0
21222,-21.5546,-123.0092,AB_MycoticJungle,738,-26.8,0,LargeHills,0.4,0,-37.9279,-15.6698,-11.1303,0,Nightspill,31,0,0,0,0
21223,-22.9272,-123.469,BMT_FungalForest,781,-27.3,0,SmallHills,0.251,0,-29.6438,-24.9557,-2.3443,0,Nightspill,31,0,0,0,0
21224,-45.1112,-39.2406,ExtremeDesert,41,41.7,0,Flat,0,0,21.4784,61.9258,-20.2261,0,Kiln,42,0,0,0,3
21225,-43.8465,-38.1103,ExtremeDesert,90,42.2,0,SmallHills,0,0,22.3982,62.0058,-19.8061,0,Kiln,42,0,0,0,0
21226,-42.3133,-41.0737,ExtremeDesert,164,41.3,0,LargeHills,0,0,22.0193,60.5846,-19.2849,0,Kiln,42,0,0,0,0
21227,-42.4573,-39.0454,ExtremeDesert,166,41.9,0,SmallHills,0,0,22.5698,61.2341,-19.3344,0,Kiln,42,0,0,0,0
21228,-43.5486,-42.2474,ExtremeDesert,96,41,0,SmallHills,0,0,21.2985,60.7056,-19.7058,0,Kiln,42,0,0,0,0
21229,-44.9573,-41.3525,ExtremeDesert,32,41.1,0,Flat,0,0,20.929,61.2752,-20.1754,0,Kiln,42,0,0,0,1
21230,-46.1829,-42.5677,ExtremeDesert,19,40.2,0,Flat,0,0,19.6298,60.7745,-20.5748,0,Kiln,42,0,0,0,1
21231,-47.5939,-41.627,ExtremeDesert,48,39.7,0,Flat,0,0,18.6811,60.7233,-21.0236,0,Kiln,42,0,0,0,3
21232,-45.9678,-44.7177,ExtremeDesert,14,39.5,0,Flat,0,0,18.9992,60.005,-20.5053,0,Long Sand,41,0,0,0,1
21233,-47.1493,-46.0191,ExtremeDesert,45,38.4,0,Flat,0,0,17.5212,59.2831,-20.8834,0,Long Sand,41,0,0,0,1
21234,-48.5796,-45.1348,ExtremeDesert,42,38,0,Flat,0,0,16.6747,59.3297,-21.33,0,Long Sand,41,0,0,0,3
21235,-48.8096,-42.8887,ExtremeDesert,58,38.5,0,SmallHills,0,0,17.104,59.9004,-21.4007,0,Long Sand,41,0,0,0,0
21236,-50.6277,-34.95,ExtremeDesert,19,40,0,Flat,0,0,18.0571,61.9474,-21.9477,0,Kiln,42,0,0,0,1
21237,-51.9077,-36.0912,ExtremeDesert,33,39.1,0,Flat,0,0,16.7844,61.4202,-22.3205,0,Long Sand,41,0,0,0,1
21238,-53.3254,-32.4046,ExtremeDesert,31,39.2,0,Flat,0,0,16.4839,61.9208,-22.7211,0,Kiln,42,0,0,0,3
21239,-53.2702,-34.8423,ExtremeDesert,48,38.5,0,Flat,0,0,15.7992,61.2054,-22.7057,0,Long Sand,41,0,0,0,1
21240,-52.0164,-31.3485,ExtremeDesert,29,40.1,0,Flat,0,0,17.7533,62.4513,-22.3517,0,Kiln,42,0,0,0,1
21241,-50.6813,-32.639,ExtremeDesert,30,40.4,0,Flat,0,0,18.4413,62.3632,-21.9635,0,Kiln,42,0,0,0,3
21242,-50.223,-41.8958,ExtremeDesert,128,37.6,0,Flat,0,0,15.777,59.4274,-21.8278,0,Long Sand,41,0,0,0,1
21243,-50.3989,-39.583,ExtremeDesert,122,38.3,0,Flat,0,0,16.4248,60.1797,-21.88,0,Long Sand,41,0,0,0,1
21244,-51.79,-38.4687,ExtremeDesert,69,38.1,0,SmallHills,0,0,15.8182,60.3863,-22.2866,0,Long Sand,41,0,0,0,0
21245,-53.0276,-39.7259,ExtremeDesert,70,37,0,SmallHills,0,0,14.367,59.6377,-22.638,0,Long Sand,41,0,0,0,0
21246,-52.8395,-42.1608,ExtremeDesert,105,36,0,Flat,0,0,13.4197,58.5849,-22.5852,0,Long Sand,41,0,0,0,3
21247,-51.426,-43.2112,ExtremeDesert,125,36.3,0,Flat,0,0,14.1234,58.4811,-22.1814,0,Long Sand,41,0,0,0,1
21248,-49.3661,-31.6071,ExtremeDesert,28,41.3,0,Flat,0,0,19.7344,62.87,-21.5703,0,Kiln,42,0,0,0,1
21249,-48.0251,-32.8066,ExtremeDesert,31,41.8,0,Flat,0,0,20.6463,62.9581,-21.1584,0,Kiln,42,0,0,0,3
21250,-48.0135,-28.4422,ExtremeDesert,57,42.1,0,Flat,0,0,20.9499,63.2544,-21.1547,0,Kiln,42,0,0,0,1
21251,-49.3595,-29.3709,ExtremeDesert,34,41.5,0,Flat,0,0,19.9364,63.068,-21.5683,0,Kiln,42,0,0,0,1
21252,-46.6991,-29.665,ExtremeDesert,37,42.8,0,Flat,0,0,22.0642,63.54,-20.7403,0,Kiln,42,0,0,0,3
21253,-46.7046,-31.7974,ExtremeDesert,48,42.5,0,Flat,0,0,21.7625,63.2418,-20.7421,0,Kiln,42,0,0,0,1
21254,-45.3598,-32.9179,ExtremeDesert,91,42.7,0,Flat,0,0,22.3969,63.0073,-20.3076,0,Kiln,42,0,0,0,1
21255,-45.3122,-35.0201,ExtremeDesert,51,42.6,0,Flat,0,0,22.3125,62.8917,-20.292,0,Kiln,42,0,0,0,3
21256,-43.9433,-36.0438,ExtremeDesert,90,42.6,0,SmallHills,0,0,22.7658,62.4383,-19.8386,0,Kiln,42,0,0,0,0
21257,-42.6441,-34.9962,ExtremeDesert,159,42.9,0,SmallHills,0,0,23.5058,62.2982,-19.3985,0,Kiln,42,0,0,0,0
21258,-44.0345,-31.93,ExtremeDesert,102,43.4,0,Flat,0,0,23.5353,63.2688,-19.8691,0,Kiln,42,0,0,0,1
21259,-42.6877,-32.9811,Desert,153,43.3,0,Flat,0,0,23.8909,62.7131,-19.4134,0,Kiln,42,0,0,0,0
21260,-43.2805,-53.8489,ExtremeDesert,19,35.9,0,Flat,0,0,16.2891,55.5149,-19.6152,0,Long Sand,41,0,0,0,3
21261,-43.648,-51.8017,Desert,40,36.7,0,Flat,0,1,16.965,56.4391,-19.7393,0,Long Sand,41,0,0,0,0
21262,-41.0868,-51.1386,Desert,93,37.6,0,SmallHills,0,0,18.7454,56.4585,-18.8587,0,Long Sand,41,0,0,0,0
21263,-42.534,-50.4532,Desert,95,37.5,0,SmallHills,0,0.8275,18.1435,56.8605,-19.3607,0,Long Sand,41,0,0,0,0
21264,-40.742,-53.1181,ExtremeDesert,88,36.6,0,SmallHills,0,0,17.8667,55.3372,-18.7374,0,Long Sand,41,0,0,0,0
21265,-41.8221,-54.4778,ExtremeDesert,36,35.7,0,SmallHills,0,0,16.589,54.8149,-19.1152,0,Long Sand,41,0,0,0,0
21266,-41.4168,-56.4621,ExtremeDesert,57,34.6,0,SmallHills,0,0,15.63,53.5739,-18.9742,0,Long Sand,41,0,0,0,0
21267,-42.4443,-57.8795,ExtremeDesert,37,33.8,0,Flat,0,0,14.4743,53.1297,-19.33,0,Long Sand,41,0,0,0,1
21268,-39.9567,-57.0259,ExtremeDesert,130,34.2,0,SmallHills,0,0,15.7452,52.6586,-18.4589,0,Long Sand,41,0,0,0,0
21269,-39.5177,-58.9502,ExtremeDesert,126,33.2,0,SmallHills,0,0,14.9023,51.5015,-18.3018,0,Long Sand,41,0,2,0,0
21270,-40.5115,-60.3645,ExtremeDesert,121,32.1,0,SmallHills,0,0,13.4481,50.7558,-18.656,0,Long Sand,41,0,2,0,0
21271,-41.9774,-59.8586,ExtremeDesert,34,32.8,0,Flat,0,0,13.6352,51.9687,-19.169,0,Long Sand,41,0,0,0,3
21272,-46.1974,-52.5036,Desert,46,35.8,0,Flat,0,0,15.2251,56.3791,-20.5794,0,Long Sand,41,0,0,0,0
21273,-47.6541,-51.781,ExtremeDesert,46,35.5,0,Flat,0,0,14.4622,56.5421,-21.0424,0,Long Sand,41,0,0,0,1
21274,-45.1008,-51.0982,Desert,44,36.9,0,Flat,0,0,16.6818,57.1224,-20.2227,0,Long Sand,41,0,0,0,2
21275,-45.4264,-48.986,Desert,45,37.8,0,Flat,0,0,17.4751,58.129,-20.3293,0,Long Sand,41,0,0,0,0
21276,-46.8697,-48.1978,Desert,45,37.5,0,Flat,0,0,16.7099,58.2944,-20.7947,0,Long Sand,41,0,0,0,0
21277,-48.0014,-49.5846,ExtremeDesert,45,36.4,0,Flat,0,0,15.2537,57.5507,-21.151,0,Long Sand,41,0,0,0,3
21278,-48.3138,-55.4515,ExtremeDesert,44,33.6,0,Flat,0,0,12.3567,54.8477,-21.2479,0,Long Sand,41,0,0,0,1
21279,-49.3309,-56.9971,ExtremeDesert,41,32.3,0,Flat,0,0,10.7451,53.8593,-21.5596,0,Long Sand,41,0,0,0,1
21280,-48.7305,-53.2501,ExtremeDesert,45,34.4,0,Flat,0,0,13.0283,55.7761,-21.3764,0,Long Sand,41,0,0,0,3
21281,-50.1908,-52.5089,ExtremeDesert,42,34.1,0,Flat,0,0,12.2866,55.9179,-21.8182,0,Long Sand,41,0,0,0,1
21282,-51.2457,-54.0509,ExtremeDesert,40,32.8,0,Flat,0,0,10.6759,54.9287,-22.129,0,Long Sand,41,0,0,0,1
21283,-50.8019,-56.3406,ExtremeDesert,39,31.8,0,Flat,0,0,9.8057,53.7988,-21.9991,0,Long Sand,41,0,0,0,3
21284,-47.3688,-59.7588,ExtremeDesert,41,31.6,0,Flat,0,0,10.6518,52.5525,-20.9528,0,Long Sand,41,0,0,0,1
21285,-46.8431,-61.86,Desert,37,30.4,0,Flat,0,0,9.6184,51.1859,-20.7862,2,Long Sand,41,0,0,0,0
21286,-48.8438,-59.1894,ExtremeDesert,39,31.3,0,Flat,0,0,9.8935,52.7109,-21.4112,1,Long Sand,41,0,0,0,3
21287,-49.7983,-60.8043,ExtremeDesert,34,29.9,0,Flat,0,0,8.2041,51.6004,-21.7007,0,Long Sand,41,0,0,0,1
21288,-49.2412,-62.9734,ExtremeDesert,30,28.8,0,Flat,0,0,7.2723,50.3321,-21.5324,0,Long Sand,41,0,0,0,1
21289,-47.7619,-63.4583,Desert,32,29.1,0,Flat,0,0,8.0284,50.1759,-21.0762,2,Long Sand,41,0,0,0,2
21290,-42.9488,-61.3276,Desert,35,31.7,0,Flat,0,0,12.2018,51.2023,-19.5025,0,Long Sand,41,0,0,0,0
21291,-44.4207,-60.8255,Desert,38,31.7,0,Flat,0,0,11.7065,51.6976,-19.9979,0,Long Sand,41,0,0,0,0
21292,-45.3669,-62.3554,Desert,36,30.6,0,Flat,0,0,10.2946,50.9096,-20.3099,3,Long Sand,41,0,0,0,2
21293,-44.8076,-64.3735,Desert,32,29.3,0,Flat,0,0,9.1783,49.4258,-20.1261,4,Long Sand,41,0,0,0,0
21294,-43.3337,-64.8077,Desert,51,29.1,0,SmallHills,0,0,9.4711,48.733,-19.6332,0,Long Sand,41,0,2,0,0
21295,-42.4207,-63.2928,Desert,87,30.1,0,SmallHills,0,0,10.7824,49.4216,-19.3218,0,Long Sand,41,0,2,0,0
21296,-26.5083,-37.6436,ZBiome_DesertOasis,575,45.5,0,Flat,0.1882,0,32.2675,58.7352,-13.2354,0,Hollow Verge,86,0,0,0,1
21297,-26.4238,-39.3167,ZBiome_Grasslands,560,45.1,0,SmallHills,0.451,0,31.9027,58.3,-13.2002,0,Hollow Verge,86,0,0,0,0
21298,-29.0618,-39.6221,ZBiome_Grasslands,522,44.6,0,Flat,0.051,0,30.3164,58.8865,-14.2867,0,Pyrelands,34,0,0,0,0
21299,-27.6879,-40.3196,ZBiome_Grasslands,544,44.5,0,Flat,0.051,0,30.7789,58.2239,-13.7241,0,Pyrelands,34,0,0,0,0
21300,-29.1562,-37.903,ZBiome_Grasslands,506,45.3,0,SmallHills,0.051,0,30.978,59.6249,-14.3251,0,Pyrelands,34,0,0,0,2
21301,-27.8668,-36.9287,ZBiome_DesertOasis,561,45.6,0,Flat,0.1882,0,31.8052,59.3976,-13.7978,0,Hollow Verge,86,0,0,0,1
21302,-27.9201,-35.2415,ZBiome_DesertOasis,530,46.3,0,SmallHills,0.1804,0,32.4833,60.1196,-13.8197,0,Hollow Verge,86,0,0,0,1
21303,-26.6066,-34.3143,AB_FeraliskInfestedJungle,490,47.1,0,LargeHills,0.3804,0,33.8266,60.3761,-13.2763,0,Hollow Verge,86,0,0,0,0
21304,-29.2708,-34.4816,ZBiome_DesertOasis,453,46.6,0,SmallHills,0.1882,0,32.2315,60.9715,-14.3717,0,Hollow Verge,86,0,0,0,1
21305,-29.2913,-32.7824,ZBiome_DesertOasis,384,47.4,0,SmallHills,0.1804,0,33.0232,61.7798,-14.38,0,Hollow Verge,86,0,0,0,1
21306,-27.9553,-31.8904,AB_FeraliskInfestedJungle,342,48.4,0,LargeHills,0.3882,0,34.5688,62.234,-13.8342,0,Hollow Verge,86,0,0,0,0
21307,-26.6208,-32.6608,BiomeCypreJungle,205,49.3,0,LargeHills,0.3804,0,36.0207,62.582,-13.2822,0,Hollow Verge,86,0,0,2,2
21308,-21.3027,-33.9175,AB_FeraliskInfestedJungle,972,45.8,973,Mountainous,0.349,0,34.7812,56.8211,-11.0212,0,Dune Sea,27,0,0,0,2
21309,-21.3035,-32.3441,BiomeCypreJungle,827,47.2,973,Mountainous,0.349,0,36.1809,58.2214,-11.0215,6,Dune Sea,27,0,0,2,2
21310,-18.6613,-32.1506,LavaField,2106,42,0,Mountainous,0,0,32.1362,51.8658,-9.8659,0,Dune Sea,27,0,0,0,1
21311,-19.9722,-31.4759,AB_PyroclasticConflagration,1282,45.6,0,Mountainous,0,0,35.1606,56.0416,-10.4417,6,Dune Sea,27,0,0,1,2
21312,-18.6678,-33.689,LavaField,2031,41.7,0,Mountainous,0,0,31.8334,51.5687,-9.8688,0,Dune Sea,27,0,0,0,2
21313,-19.9774,-34.5864,LavaField,1178,44.8,0,Mountainous,0,0,34.3583,55.2439,-10.444,6,Dune Sea,27,0,0,1,2
21314,-25.2853,-31.7781,AB_FeraliskInfestedJungle,361,49.3,0,SmallHills,0.3686,0,36.5794,62.0232,-12.7234,0,Dune Sea,27,0,0,0,0
21315,-23.9574,-32.5145,AB_FeraliskInfestedJungle,409,49.1,417,Mountainous,0.3608,0,36.9411,61.2614,-12.1615,0,Dune Sea,27,0,0,0,1
21316,-22.6235,-31.6396,BiomeCypreJungle,418,49.7,417,Mountainous,0.3608,0,38.1112,61.2912,-11.5913,5,Dune Sea,27,0,0,2,2
21317,-22.598,-30.0625,BiomeCypreJungle,316,51,417,Mountainous,0.3686,1,39.4222,62.5802,-11.5803,4,Dune Sea,27,0,0,2,2
21318,-23.9112,-29.3217,BiomeCypreJungle,156,51.9,0,LargeHills,0.3804,0.8679,39.7608,64.0417,-12.1419,3,Dune Sea,27,0,0,3,2
21319,-25.2644,-30.1612,AB_FeraliskInfestedJungle,329,50.2,0,SmallHills,0.3804,0,37.4882,62.9144,-12.7146,0,Dune Sea,27,0,0,0,0
21320,-19.9505,-36.1534,BiomeCypreJungle,1000,45.1,1112,Impassable,0.3608,0,34.6701,55.5321,-10.4322,6,Scald Spine,67,0,0,2,2
21321,-21.2396,-37.0868,BiomeCypreJungle,598,46.4,973,Mountainous,0.3804,0,35.4086,57.3937,-10.9938,5,Scald Spine,67,0,0,2,2
21322,-18.5737,-38.3492,Volcano,1426,42.9,0,Impassable,0,0.9004,33.0749,52.7272,-9.8273,8,Scald Spine,67,0,0,1,4
21323,-18.624,-36.7893,Volcano,1650,42.4,0,Impassable,0,0,32.5526,52.2494,-9.8495,8,Scald Spine,67,0,0,2,4
21324,-19.8375,-39.3062,BiomeCypreJungle,910,44.3,1112,Impassable,0.4,0,33.9195,54.6826,-10.3828,7,Scald Spine,67,0,0,2,2
21325,-21.177,-38.6807,BiomeCypreJungle,571,45.9,973,Mountainous,0.4,0,34.9357,56.8665,-10.9667,6,Scald Spine,67,0,0,3,2
21326,-22.4426,-39.6512,AB_FeraliskInfestedJungle,647,44.9,417,Mountainous,0.4196,0,33.389,56.4134,-11.5135,0,Scald Spine,67,0,0,0,1
21327,-23.7954,-39.0035,BiomeCypreJungle,464,46,0,LargeHills,0.4196,0,33.9101,58.0924,-12.0926,6,Hollow Verge,86,0,0,2,1
21328,-25.0603,-39.9888,AB_FeraliskInfestedJungle,591,44.8,0,LargeHills,0.451,0,32.1742,57.4284,-12.6286,0,Hollow Verge,86,0,0,0,0
21329,-24.9469,-41.6466,AB_FeraliskInfestedJungle,245,46,258,Mountainous,0.4588,0,33.422,58.5806,-12.5808,0,Hollow Verge,86,0,0,0,1
21330,-22.3423,-41.27,BiomeCypreJungle,394,45.6,417,Mountainous,0.4392,0,34.1321,57.0702,-11.4704,1,Hollow Verge,86,0,0,2,2
21331,-23.5815,-42.2787,BiomeCypreJungle,325,45.5,417,Mountainous,0.451,0,33.5012,57.5012,-12.0014,1,Hollow Verge,86,0,0,2,2
21332,-38.6709,-30.1677,Desert,164,45.5,0,SmallHills,0,0,27.508,63.4957,-17.9959,0,Kiln,42,0,0,0,0
21333,-38.6779,-32.0538,Desert,177,44.8,0,SmallHills,0,0,26.8055,62.7982,-17.9985,0,Kiln,42,0,0,0,0
21334,-41.3586,-32.0128,Desert,86,44.5,0,SmallHills,0,0,25.5503,63.4536,-18.9538,0,Kiln,42,0,0,0,0
21335,-40.0105,-33.0034,Desert,137,44.3,0,SmallHills,0,0,25.826,62.7778,-18.4781,0,Kiln,42,0,0,0,0
21336,-41.3526,-30.0542,Desert,42,45.2,0,Flat,0,0,26.2524,64.1515,-18.9518,0,Kiln,42,0,0,0,0
21337,-39.9978,-29.1617,Desert,122,45.5,0,SmallHills,0,0,27.0305,63.9733,-18.4735,0,Kiln,42,0,0,0,0
21338,-35.9947,-32.0587,Desert,325,45.1,0,Flat,0,0,28.0981,62.1054,-17.0056,0,Kiln,42,0,0,0,2
21339,-34.6477,-32.9488,Desert,367,45.3,0,Flat,0,0,28.8095,61.7939,-16.4941,0,Kiln,42,0,0,0,0
21340,-37.3296,-32.9914,Desert,262,44.6,0,SmallHills,0,0,27.0999,62.1037,-17.504,0,Kiln,42,0,0,0,0
21341,-37.2941,-34.8604,Desert,257,44.1,0,SmallHills,0,0,26.613,61.5906,-17.4908,0,Kiln,42,0,0,0,0
21342,-35.9282,-35.7325,Desert,313,44.1,0,Flat,0,0,27.1232,61.0803,-16.9806,0,Kiln,42,0,0,0,0
21343,-34.6169,-34.7555,Desert,335,44.9,0,Flat,0,0,28.4213,61.3821,-16.4823,0,Kiln,42,0,0,0,2
21344,-33.3008,-30.2698,Desert,339,46.6,0,SmallHills,0,0,30.6293,62.574,-15.9743,0,Kiln,42,0,0,0,0
21345,-31.9437,-29.4104,ZBiome_Grasslands,271,47.8,0,SmallHills,0.051,0,32.3611,63.2421,-15.4423,0,Pyrelands,34,0,0,0,0
21346,-33.3115,-32.0316,Desert,373,46,0,Flat,0,0,30.0251,61.9782,-15.9784,0,Kiln,42,0,0,0,0
21347,-31.9674,-32.8784,ZBiome_Grasslands,395,46.3,0,Flat,0.051,0,30.8518,61.7514,-15.4516,0,Pyrelands,34,0,0,0,0
21348,-30.631,-31.9751,ZBiome_Grasslands,373,47.2,0,Flat,0.051,0,32.2831,62.12,-14.9202,0,Pyrelands,34,0,0,0,0
21349,-30.6177,-30.2668,ZBiome_Grasslands,316,48,0,SmallHills,0.051,0,33.0884,62.9147,-14.9149,0,Pyrelands,34,0,0,0,0
21350,-33.2043,-26.7891,Desert,189,48.2,0,Flat,0,0,32.2668,64.1365,-15.9367,0,Kiln,42,0,0,0,0
21351,-33.1196,-25.0733,Desert,194,48.6,0,Flat,0,0,32.6998,64.5035,-15.9037,0,Kiln,42,0,0,0,2
21352,-31.8954,-27.6967,ZBiome_Grasslands,195,48.6,0,Flat,0.051,0,33.1802,64.023,-15.4232,0,Pyrelands,34,0,0,0,0
21353,-30.5207,-26.8906,ZBiome_Grasslands,211,49.5,0,SmallHills,0.051,0,34.6273,64.3758,-14.876,0,Dune Sea,27,0,0,0,0
21354,-30.4383,-25.2255,ZBiome_Grasslands,212,50,0,Flat,0.051,0,35.1603,64.8427,-14.8429,0,Dune Sea,27,0,0,0,0
21355,-31.7287,-24.3173,ZBiome_Grasslands,222,49.5,0,Flat,0.051,0,34.1461,64.8571,-15.3573,0,Dune Sea,27,0,0,0,0
21356,-35.8004,-24.8684,Desert,260,47.2,0,Flat,0,0,30.2714,64.1321,-16.9324,0,Kiln,42,0,0,0,0
21357,-37.0853,-23.851,AridShrubland,220,47.2,0,SmallHills,0,0,29.7904,64.6132,-17.4134,0,Kiln,42,0,0,0,1
21358,-34.4081,-24.1129,Desert,217,48.2,0,Flat,0,0,31.8014,64.602,-16.4022,0,Kiln,42,0,0,0,0
21359,-34.2862,-22.3982,ZBiome_Grasslands,264,48.4,0,Flat,0,0,32.0482,64.7552,-16.3554,0,Kiln,42,0,0,0,3
21360,-35.551,-21.3833,ZBiome_Grasslands,248,48.2,0,SmallHills,0.2,0,31.3656,65.0378,-16.8381,0,Kiln,42,0,0,0,2
21361,-36.9573,-22.0785,ZBiome_Grasslands,164,47.9,0,SmallHills,0.2,0,30.538,65.2656,-17.3658,0,Kiln,42,0,0,0,2
21362,-39.9464,-27.2637,Desert,133,46,0,SmallHills,0,0,27.5488,64.455,-18.4552,0,Kiln,42,0,0,0,0
21363,-38.5703,-26.4421,Desert,188,46.4,0,SmallHills,0,0,28.4446,64.3591,-17.9593,0,Kiln,42,0,0,0,0
21364,-38.4784,-24.6066,AridShrubland,166,46.9,0,SmallHills,0,0,28.9781,64.8256,-17.9258,0,Kiln,42,0,0,0,1
21365,-39.7579,-23.5245,AridShrubland,130,47,0,Flat,0,1,28.6162,65.3876,-18.3879,0,Kiln,42,0,0,0,1
21366,-41.1509,-24.2787,Desert,110,46.3,0,Flat,0,0,27.423,65.1809,-18.8812,0,Kiln,42,0,0,0,0
21367,-41.2479,-26.1848,Desert,99,45.9,0,Flat,0,0,26.989,64.8149,-18.9152,0,Kiln,42,0,0,0,2
21368,-33.1245,-57.7899,ExtremeDesert,369,34.9,0,LargeHills,0,0,18.9979,50.8054,-15.9056,0,Long Sand,41,0,0,0,0
21369,-34.5642,-57.2834,ExtremeDesert,233,35.4,0,LargeHills,0,0,18.9415,51.8619,-16.4621,0,Long Sand,41,0,0,0,0
21370,-33.8724,-54.1868,ExtremeDesert,417,36.9,0,LargeHills,0,0,20.7077,53.0956,-16.1959,0,Long Sand,41,0,0,0,0
21371,-34.9508,-55.459,ExtremeDesert,291,36.3,0,LargeHills,0,0,19.6937,52.9097,-16.6099,0,Long Sand,41,0,0,0,0
21372,-32.4393,-54.7347,ExtremeDesert,542,36.4,0,LargeHills,0,0,20.7659,52.0373,-15.6375,0,Long Sand,41,0,0,0,0
21373,-32.0777,-56.5145,ExtremeDesert,512,35.4,0,LargeHills,0,0,19.9082,50.895,-15.4952,0,Long Sand,41,0,0,0,0
21374,-30.6494,-57.0191,ZBiome_Badlands,723,34.3,68,Mountainous,0,0,19.3757,49.2274,-14.9276,0,Dew Horn,66,0,0,0,1
21375,-30.2624,-58.7613,ExtremeDesert,695,33.2,46,Mountainous,0,0,18.4309,47.9721,-14.7723,0,Long Sand,41,0,0,0,1
21376,-29.5894,-55.7814,ZBiome_Badlands,939,34.3,117,Mountainous,0,0,19.8024,48.8006,-14.5008,0,Dew Horn,66,0,0,0,1
21377,-28.1739,-56.283,ZBiome_Badlands,1082,33.3,100,Mountainous,0,0,19.3791,47.2238,-13.924,0,Dew Horn,66,0,0,0,2
21378,-27.8127,-57.9886,ZBiome_Badlands,973,32.7,86,Mountainous,0,0,18.9275,46.4753,-13.7755,0,Dew Horn,66,0,0,0,2
21379,-28.8414,-59.2288,ZBiome_Badlands,813,32.4,0,LargeHills,0,0,18.2062,46.5968,-14.197,0,Dew Horn,66,0,0,0,0
21380,-35.1548,-60.4246,ExtremeDesert,196,33.1,0,SmallHills,0,0,16.416,49.7874,-16.6877,0,Long Sand,41,0,0,0,0
21381,-36.136,-61.7852,ExtremeDesert,197,31.8,0,SmallHills,0,0,14.745,48.8585,-17.0588,0,Long Sand,41,0,0,0,0
21382,-35.5955,-58.6009,ExtremeDesert,167,34.3,0,Flat,0,0,17.4488,51.1547,-16.8549,0,Long Sand,41,0,0,0,1
21383,-37.0453,-58.0934,ExtremeDesert,231,33.8,0,Flat,0,0,16.4052,51.1983,-17.3986,0,Long Sand,41,0,0,0,2
21384,-38.0591,-59.4574,ExtremeDesert,202,32.8,0,Flat,0,0,15.0313,50.5724,-17.7726,0,Long Sand,41,0,0,0,3
21385,-37.5901,-61.3261,ExtremeDesert,187,31.7,0,Flat,0,0,14.1036,49.3,-17.6002,0,Long Sand,41,0,0,0,1
21386,-34.1934,-64.0206,Desert,362,29.8,0,SmallHills,0,0,13.4839,46.1195,-16.3197,0,Long Sand,41,0,0,0,0
21387,-33.6745,-65.7905,Desert,423,28.3,0,SmallHills,0,0,12.1842,44.4191,-16.1193,0,Long Sand,41,0,0,0,0
21388,-35.6404,-63.6029,Desert,307,30.1,0,SmallHills,0,0,13.2318,46.9717,-16.8719,0,Long Sand,41,0,0,0,0
