tile,lat,lon,arc,bearing,elev_m,temp_c,rain_mm,biome,water,river_flow,region,hilliness,swampiness,temp_min_c,temp_max_c,seasonal_shift_c,pollution,river_dist,road_count,river_count,mutator_count,feature_id
15140,9.2591,-42.6020,43.4,166.46,164,42.9,1529,AB_FeraliskInfestedJungle,0,0,Scald Spine,4,0.549,37.2761,48.5227,5.624,0,0,2,0,1,67
15141,9.1691,-44.0991,44.8,166.94,927,40.5,1529,BiomeCypreJungle,0,2793.0,Scald Spine,5,0.549,34.9175,46.0814,5.5826,0,10,2,2,1,67
15142,7.8188,-44.7304,45.3,168.96,788,40.7,1529,ZBiome_DesertOasis,0,0,Scald Spine,4,0.2392,35.739,45.66,4.9611,0,0,2,0,2,67
15143,6.5535,-43.8968,44.3,170.59,-350,40.7,0,Lake,1,0,Scald,1,0,36.3233,45.0759,4.3768,0,0,0,0,0,68
15144,6.6151,-42.4399,42.9,170.25,-350,41.7,0,Lake,1,0,Scald,1,0,37.2948,46.1043,4.4053,0,0,0,0,0,68
15145,7.9666,-41.7830,42.4,168.14,-350,42.0,0,Lake,1,0,Scald,1,0,36.9709,47.0281,5.0292,0,0,0,0,0,68
15146,8.0129,-40.3210,41.0,167.73,-350,42.9,0,Lake,1,0,Scald,1,0,37.8495,47.9494,5.0505,0,0,0,0,0,68
15147,9.3666,-39.6545,40.6,165.51,-350,43.2,0,Lake,1,0,Scald,1,0,37.5267,48.8721,5.6734,0,0,0,0,0,68
15148,6.6923,-39.5389,40.0,169.56,-350,43.6,0,Lake,1,0,Scald,1,0,39.1591,48.04,4.441,0,0,0,0,0,68
15149,6.7079,-38.0961,38.6,169.21,-350,44.5,0,Lake,1,0,Scald,1,0,40.0518,48.9473,4.4482,0,0,0,0,0,68
15150,8.0502,-37.4244,38.2,166.90,-350,44.8,0,Lake,1,0,Scald,1,0,39.7323,49.8666,5.0678,0,0,0,0,0,68
15151,9.3844,-38.2057,39.2,165.04,-350,44.1,0,Lake,1,0,Scald,1,0,38.4186,49.7803,5.6815,0,0,0,0,0,68
15152,11.7678,-44.3648,45.6,163.41,609,42.1,1251,BiomeCypreJungle,0,2805,Scald Spine,4,0.549,35.3282,48.8704,6.7719,0,8,0,2,2,67
15153,12.9818,-45.3101,46.7,162.03,269,43.3,1112,BiomeCypreJungle,0,2808,Scald Spine,4,0.4392,35.9763,50.6222,7.3238,0,7,0,2,2,67
15154,10.4157,-44.9791,45.9,165.42,720,41.2,1390,AB_FeraliskInfestedJungle,0,0,Scald Spine,4,0.549,35.0457,47.353,6.1543,0,0,0,0,1,67
15155,10.2955,-46.4865,47.4,165.94,551,41.4,1251,BiomeCypreJungle,0,20,Scald Spine,4,0.5412,35.3008,47.498,6.0993,0,3,0,1,3,67
15156,12.8429,-46.8430,48.2,162.64,133,43.2,0,BiomeCypreJungle,0,26,Scald Spine,3,0.4314,35.9394,50.4592,7.2608,0,1,0,2,2,67
15157,11.5048,-47.4102,48.5,164.55,266,42.4,1112,BiomeCypreJungle,0,25,Scald Spine,4,0.4196,35.7481,49.0506,6.652,0,2,0,2,3,67
15158,14.4427,-43.1872,45.1,159.38,300,44.2,1112,BiomeCypreJungle,0,3840,Scald Spine,4,0.4706,36.2158,52.1826,7.9843,0,8,0,2,2,67
15159,15.7645,-42.6238,44.9,157.37,213,45.0,0,AB_FeraliskInfestedJungle,0,0,Scald Spine,3,0.4784,36.4219,53.5764,8.5783,0,0,0,0,0,67
15160,14.3185,-44.7363,46.5,160.07,171,44.0,0,BiomeCypreJungle,0,25,Scald Spine,3,0.451,36.0718,51.9266,7.9283,0,7,0,2,1,67
15161,15.5142,-45.7267,47.7,158.81,93,43.9,0,BiomeCypreJungle,0,3853,Dew Belt,2,0.4314,35.434,52.3642,8.4661,0,6,0,3,1,30
15162,16.9765,-43.6168,46.2,156.13,115,44.9,0,AB_FeraliskInfestedJungle,0,0,Dew Belt,2,0.4706,35.7807,54.0174,9.1194,0,0,0,0,0,30
15163,16.8465,-45.1772,47.6,156.88,96,44.3,0,AB_FeraliskInfestedJungle,0,0,Dew Belt,2,0.451,35.2386,53.3596,9.0615,0,0,0,0,0,30
15164,14.6119,-40.1346,42.3,157.98,531,44.8,1251,ZBiome_DesertOasis,0,0,Scald Spine,4,0.6314,36.7396,52.8588,8.0605,0,0,2,0,1,67
15165,14.6572,-38.6331,40.9,157.27,498,45.9,0,ZBiome_DesertOasis,0,0,Scald Spine,3,0.6392,37.8192,53.9792,8.0809,0,0,0,0,0,67
15166,15.8572,-41.0830,43.5,156.62,308,45.5,1112,ZBiome_DesertOasis,0,0,Scald Spine,4,0.2314,36.8804,54.1178,8.6197,0,0,2,0,2,67
15167,17.1775,-40.5055,43.4,154.55,200,46.6,0,COMIGO_GreaterSwamp_Tropical,0,0,Fever Wood,3,0.698,37.3912,55.8069,9.2089,0,0,0,0,4,79
15168,15.9773,-38.0274,40.8,155.07,342,47.3,1251,AB_FeraliskInfestedJungle,0,0,Scald Spine,4,0.651,38.6266,55.9716,8.6735,0,0,0,0,1,67
15169,17.2485,-38.9564,42.0,153.72,248,47.4,0,COMIGO_GreaterSwamp_Tropical,0,0,Fever Wood,3,0.851,38.1597,56.6384,9.2404,0,0,0,0,6,79
15170,10.7228,-37.5518,38.8,162.74,-350,44.3,0,Lake,1,0,Scald,1,0,38.0052,50.5935,6.2948,0,0,0,0,0,68
15171,12.0436,-38.3701,39.9,161.03,696,44.0,1529,AB_FeraliskInfestedJungle,0,0,Dune Sea,4,0.6196,37.1026,50.896,6.8975,0,0,0,0,1,27
15172,13.3660,-37.7519,39.7,158.79,537,45.7,1390,AB_FeraliskInfestedJungle,0,0,Dune Sea,4,0.6314,38.2022,53.1962,7.4979,0,0,0,0,1,27
15173,13.3818,-36.2680,38.3,158.09,97,47.6,1529,BiomeCypreJungle,0,7139.0,Dune Sea,4,0.6314,40.0951,55.1034,7.5051,0,2,0,2,2,27
15174,10.7265,-36.0945,37.4,162.17,-350,45.3,0,Lake,1,0,Scald,1,0,39.0035,51.5952,6.2966,0,0,0,0,0,68
15175,12.0595,-35.4354,37.2,159.77,-350,45.5,0,Lake,1,0,Scald,1,0,38.5954,52.4032,6.9047,0,0,0,1,0,68
15176,-14.4427,-43.1872,45.1,200.62,1190,42.1,0,Volcano,0,0,Scald Spine,5,0,34.1174,50.0842,-7.9843,0,0,2,0,2,67
15177,-14.3185,-44.7363,46.5,199.93,1446,40.3,0,Volcano,0,0,Scald Spine,5,0,32.3734,48.2282,-7.9283,0,0,0,0,3,67
15178,-15.5142,-45.7267,47.7,201.19,1109,41.0,1251,AB_FeraliskInfestedJungle,0,0,Scald Spine,5,0.502,32.5358,49.466,-8.4661,0,0,0,0,2,67
15179,-16.8465,-45.1772,47.6,203.12,852,42.4,1251,BiomeCypreJungle,0,25,Scald Spine,4,0.5098,33.3405,51.4614,-9.0615,0,8,0,1,2,67
15180,-16.9765,-43.6168,46.2,203.87,1043,42.4,1251,AB_FeraliskInfestedJungle,0,0,Scald Spine,5,0.502,33.2826,51.5193,-9.1194,0,0,0,0,2,67
15181,-15.7645,-42.6238,44.9,202.63,1306,42.0,0,Volcano,0,0,Scald Spine,5,0,33.4236,50.5781,-8.5783,0,0,0,0,3,67
15182,-11.7678,-44.3648,45.6,196.59,-350,39.8,0,Lake,1,0,Scald,1,0,33.0296,46.5718,-6.7719,0,0,0,0,0,68
15183,-10.4157,-44.9791,45.9,194.58,-350,39.6,0,Lake,1,0,Scald,1,0,33.447,45.7543,-6.1543,0,0,0,0,0,68
15184,-12.9818,-45.3101,46.7,197.97,1354,40.6,0,LavaField,0,0,Scald Spine,5,0,33.2778,47.9237,-7.3238,0,0,2,0,1,67
15185,-12.8429,-46.8430,48.2,197.36,1427,39.6,0,LavaField,0,0,Scald Spine,5,0,32.3408,46.8607,-7.2608,0,0,0,0,1,67
15186,-10.2955,-46.4865,47.4,194.06,914,41.1,60,ZBiome_Badlands,0,0,Scald Spine,5,0,35.002,47.1992,-6.0993,0,0,2,0,3,67
15187,-11.5048,-47.4102,48.5,195.45,1539,39.0,0,LavaField,0,0,Scald Spine,5,0,32.3495,45.6519,-6.652,0,0,0,0,1,67
15188,-9.2591,-42.6020,43.4,193.54,-350,41.3,0,Lake,1,0,Scald,1,0,35.6773,46.9239,-5.624,0,0,0,0,0,68
15189,-7.9666,-41.7830,42.4,191.86,-350,42.0,0,Lake,1,0,Scald,1,0,36.9719,47.0291,-5.0292,0,0,0,0,0,68
15190,-9.1691,-44.0991,44.8,193.06,-350,40.3,0,Lake,1,0,Scald,1,0,34.7186,45.8826,-5.5826,0,0,0,0,0,68
15191,-7.8188,-44.7304,45.3,191.04,-350,40.1,0,Lake,1,0,Scald,1,0,35.14,45.061,-4.9611,0,0,0,0,0,68
15192,-6.6151,-42.4399,42.9,189.75,-350,41.7,0,Lake,1,0,Scald,1,0,37.2957,46.1052,-4.4053,0,0,0,0,0,68
15193,-6.5535,-43.8968,44.3,189.41,-350,40.7,0,Lake,1,0,Scald,1,0,36.3242,45.0768,-4.3768,0,0,0,0,0,68
15194,-9.3666,-39.6545,40.6,194.49,-350,43.2,0,Lake,1,0,Scald,1,0,37.5279,48.8733,-5.6734,0,0,0,0,0,68
15195,-9.3844,-38.2057,39.2,194.96,-350,44.1,0,Lake,1,0,Scald,1,0,38.4197,49.7814,-5.6815,0,0,0,0,0,68
15196,-8.0129,-40.3210,41.0,192.27,-350,42.9,0,Lake,1,0,Scald,1,0,37.8506,47.9505,-5.0505,0,0,0,0,0,68
15197,-6.6923,-39.5389,40.0,190.44,-350,43.6,0,Lake,1,0,Scald,1,0,39.16,48.0409,-4.441,0,0,0,0,0,68
15198,-8.0502,-37.4244,38.2,193.10,-350,44.8,0,Lake,1,0,Scald,1,0,39.7334,49.8677,-5.0678,0,0,0,0,0,68
15199,-6.7079,-38.0961,38.6,190.79,-350,44.5,0,Lake,1,0,Scald,1,0,40.0528,48.9482,-4.4482,0,0,0,0,0,68
15200,-12.0436,-38.3701,39.9,198.97,-350,43.6,0,Lake,1,0,Scald,1,0,36.704,50.4974,-6.8975,0,0,0,0,0,68
15201,-13.3660,-37.7519,39.7,201.21,-350,43.8,0,Lake,1,0,Scald,1,0,36.3038,51.2978,-7.4979,0,0,0,0,0,68
15202,-10.7228,-37.5518,38.8,197.26,-350,44.3,0,Lake,1,0,Scald,1,0,38.0065,50.5948,-6.2948,0,0,0,0,0,68
15203,-10.7265,-36.0945,37.4,197.83,-350,45.3,0,Lake,1,0,Scald,1,0,39.0048,51.5965,-6.2966,0,0,0,0,0,68
15204,-13.3818,-36.2680,38.3,201.91,-350,44.7,0,Lake,1,0,Scald,1,0,37.1966,52.205,-7.5051,0,0,0,0,0,68
15205,-12.0595,-35.4354,37.2,200.23,-350,45.5,0,Lake,1,0,Scald,1,0,38.5968,52.4046,-6.9047,0,0,0,0,0,68
15206,-15.8572,-41.0830,43.5,203.38,1170,43.3,0,Volcano,0,10912,Scald Spine,5,0,34.6822,51.9196,-8.6197,0,2,2,2,3,67
15207,-14.6119,-40.1346,42.3,202.02,1018,44.0,0,Volcano,0,0,Scald Spine,4,0,35.9412,52.0604,-8.0605,0,0,3,0,2,67
15208,-14.6572,-38.6331,40.9,202.73,483,45.5,0,Volcano,0,0,Scald Spine,4,0,37.4208,53.5808,-8.0809,0,0,2,0,2,67
15209,-15.9773,-38.0274,40.8,204.93,1131,44.2,0,Volcano,0,82,Scald Spine,5,0,35.5284,52.8734,-8.6735,1,0,0,2,3,67
15210,-17.1775,-40.5055,43.4,205.45,1448,42.0,0,Volcano,0,0,Scald Spine,5,0,32.7931,51.2088,-9.2089,0,0,0,0,3,67
15211,-17.2485,-38.9564,42.0,206.28,1685,41.5,0,Volcano,0,0,Scald Spine,5,0,32.2616,50.7403,-9.2404,0,0,0,0,3,67
15212,11.7678,-135.6352,134.4,163.41,547,-40.8,0,HorrorWastes,0,0,Deadstone,2,0,-47.5718,-34.0296,6.7719,0,0,0,0,0,25
15213,10.4157,-135.0210,134.1,165.42,486,-40.2,0,HorrorWastes,0,0,Deadstone,3,0,-46.3543,-34.047,6.1543,0,0,0,0,1,25
15214,10.2955,-133.5135,132.6,165.94,491,-38.5,0,HorrorWastes,0,0,Deadstone,3,0,-44.5992,-32.402,6.0993,0,0,0,0,1,25
15215,11.5048,-132.5898,131.5,164.55,510,-37.2,0,AB_MycoticJungle,0,0,Blindwood,2,0.5098,-43.8519,-30.5495,6.652,0.8143,0,0,0,0,75
15216,12.8429,-133.1570,131.8,162.64,582,-37.8,0,AB_MycoticJungle,0,0,Blindwood,1,0.502,-45.0607,-30.5408,7.2608,0,50,0,0,0,75
15217,12.9818,-134.6899,133.3,162.03,607,-39.5,0,AB_MycoticJungle,0,0,Blindwood,1,0.502,-46.8237,-32.1778,7.3238,0,51,0,0,0,75
15218,14.3185,-135.2637,133.5,160.07,596,-39.7,0,AB_MycoticJungle,0,0,Blindwood,1,0.4902,-47.6282,-31.7734,7.9283,0,0,0,0,0,75
15219,14.4427,-136.8128,134.9,159.38,568,-41.2,0,HorrorWastes,0,0,Deadstone,2,0,-49.1842,-33.2174,7.9843,0,53,0,0,0,25
15220,15.5142,-134.2733,132.3,158.81,536,-37.7,0,AB_MycoticJungle,0,0,Blindwood,1,0.4784,-46.166,-29.2358,8.4661,0,0,0,0,0,75
15221,16.8465,-134.8228,132.4,156.88,555,-38.1,0,AB_MycoticJungle,0,0,Blindwood,2,0.4706,-47.1614,-29.0405,9.0615,0,0,0,0,0,75
15222,16.9765,-136.3832,133.8,156.13,592,-40.0,0,AB_MycoticJungle,0,0,Blindwood,2,0.4706,-49.1193,-30.8826,9.1194,0,0,0,0,0,75
15223,15.7645,-137.3763,135.1,157.37,622,-41.7,0,HorrorWastes,0,0,Deadstone,2,0,-50.2781,-33.1236,8.5783,0,54,0,0,0,25
15224,12.0436,-141.6299,140.1,161.03,643,-48.2,0,HorrorWastes,0,0,Deadstone,2,0,-55.0974,-41.304,6.8975,0,58,0,0,0,25
15225,13.3660,-142.2481,140.3,158.79,637,-48.5,0,HorrorWastes,0,0,Deadstone,2,0,-55.9978,-41.0038,7.4979,0,0,0,0,0,25
15226,13.3818,-143.7320,141.7,158.09,762,-50.9,0,HorrorWastes,0,0,Deadstone,3,0,-58.405,-43.3966,7.5051,0,0,0,0,1,25
15227,12.0595,-144.5646,142.8,159.77,830,-52.6,0,HorrorWastes,0,0,Deadstone,3,0,-59.5046,-45.6968,6.9047,0,60,0,0,1,25
15228,10.7265,-143.9055,142.6,162.17,728,-51.6,0,HorrorWastes,0,0,Deadstone,3,0,-57.8965,-45.3048,6.2966,0,0,0,0,1,25
15229,10.7228,-142.4482,141.2,162.74,632,-49.5,0,HorrorWastes,0,0,Deadstone,3,0,-55.7948,-43.2065,6.2948,0,0,0,0,1,25
15230,15.8572,-138.9170,136.5,156.62,663,-43.8,0,AB_MycoticJungle,0,0,Blindwood,2,0.4588,-52.4196,-35.1822,8.6197,0,55,0,0,0,75
15231,14.6119,-139.8654,137.7,157.98,603,-45.1,0,HorrorWastes,0,0,Deadstone,2,0,-53.1604,-37.0412,8.0605,0,56,0,0,0,25
15232,14.6572,-141.3669,139.1,157.27,685,-47.4,0,HorrorWastes,0,0,Deadstone,2,0,-55.4808,-39.3208,8.0809,0,0,0,0,0,25
15233,15.9773,-141.9726,139.2,155.07,759,-48.1,0,AB_MycoticJungle,0,0,Blindwood,2,0.451,-56.7734,-39.4284,8.6735,0,0,0,0,0,75
15234,17.1775,-139.4945,136.6,154.55,724,-44.5,0,AB_MycoticJungle,0,0,Blindwood,1,0.451,-53.7088,-35.2931,9.2089,0.8921,0,0,0,1,75
15235,17.2485,-141.0436,138.0,153.72,732,-46.5,0,AB_MycoticJungle,0,0,Blindwood,2,0.451,-55.7403,-37.2616,9.2404,0,0,0,0,0,75
15236,9.3844,-141.7943,140.8,165.04,477,-48.1,0,HorrorWastes,0,0,Deadstone,3,0,-53.7814,-42.4197,5.6815,0.8557,0,0,0,1,25
15237,9.3666,-140.3455,139.4,165.51,452,-46.4,0,HorrorWastes,0,0,Deadstone,3,0,-52.0733,-40.7279,5.6734,0,0,0,0,1,25
15238,8.0502,-142.5756,141.8,166.90,484,-49.2,0,HorrorWastes,0,0,Deadstone,3,0,-54.2677,-44.1334,5.0678,0,0,0,0,1,25
15239,6.7079,-141.9039,141.4,169.21,400,-48.0,0,IceSheet,0,0,Deadstone,3,0,-52.4482,-43.5528,4.4482,0,0,0,0,1,25
15240,6.6923,-140.4611,140.0,169.56,352,-46.2,0,HorrorWastes,0,0,Deadstone,2,0,-50.641,-41.76,4.441,0,0,0,0,0,25
15241,8.0129,-139.6790,139.0,167.73,387,-45.5,0,HorrorWastes,0,0,Deadstone,2,0,-50.5505,-40.4506,5.0505,1,0,0,0,0,25
15242,7.9666,-138.2170,137.6,168.14,319,-43.5,0,HorrorWastes,0,0,Deadstone,2,0,-48.5291,-38.4719,5.0292,1,0,0,0,0,25
15243,9.2591,-137.3980,136.6,166.46,358,-42.6,0,HorrorWastes,0,0,Deadstone,3,0,-48.2239,-36.9773,5.624,0.9395,0,0,0,1,25
15244,9.1691,-135.9009,135.2,166.94,354,-40.8,0,HorrorWastes,0,0,Deadstone,3,0,-46.3826,-35.2186,5.5826,0,0,0,0,1,25
15245,7.8188,-135.2696,134.7,168.96,263,-39.9,0,HorrorWastes,0,0,Deadstone,2,0,-44.861,-34.94,4.9611,0,0,0,0,0,25
15246,6.6151,-137.5601,137.1,170.25,311,-42.9,0,HorrorWastes,0,0,Deadstone,2,0,-47.3052,-38.4957,4.4053,0.9688,0,0,0,0,25
15247,6.5535,-136.1032,135.7,170.59,324,-41.4,0,HorrorWastes,0,0,Deadstone,2,0,-45.7768,-37.0242,4.3768,0,0,0,0,0,25
15248,16.6751,-114.4476,113.4,161.79,-350,-7.2,0,SeaIce,1,0,Twilight Sea,1,0,-16.1851,1.7832,8.9852,0,0,0,0,0,35
15249,15.7286,-115.6331,114.6,162.65,-350,-9.5,0,SeaIce,1,0,Twilight Sea,1,0,-18.0621,-0.9397,8.5622,0,0,0,0,0,35
15250,14.2704,-115.3286,114.5,164.28,-350,-9.9,0,SeaIce,1,0,Twilight Sea,1,0,-17.8065,-1.9951,7.9066,0,0,0,0,0,35
15251,13.7330,-113.8723,113.1,165.04,-350,-9.0,0,SeaIce,1,0,Twilight Sea,1,0,-16.6638,-1.3377,7.6639,0,0,0,0,0,35
15252,14.6299,-112.6991,111.9,164.20,-350,-4.5,0,SeaIce,1,0,Twilight Sea,1,0,-12.5685,3.5669,8.0686,0,0,0,0,0,35
15253,16.1070,-112.9720,112.0,162.59,-350,-6.1,0,SeaIce,1,0,Twilight Sea,1,0,-14.8314,2.6296,8.7315,0,0,0,0,0,35
15254,16.9923,-111.7761,110.8,161.79,-350,-6.1,0,SeaIce,1,0,Twilight Sea,1,0,-15.2264,3.0245,9.1265,0,0,0,0,0,35
15255,18.4753,-112.0484,110.9,160.18,-350,-6.1,0,SeaIce,1,0,Twilight Sea,1,0,-15.8838,3.6818,9.7839,0,0,0,0,0,35
15256,16.3705,-110.3148,109.5,162.61,-350,-4.7,0,Ocean,1,0,Twilight Sea,1,0,-13.5492,4.1473,8.8493,0,0,0,0,0,35
15257,17.2127,-109.1037,108.2,161.85,-350,-4.8,0,SeaIce,1,0,Twilight Sea,1,0,-14.0244,4.4225,9.2245,0,0,0,0,0,35
15258,18.6928,-109.3492,108.3,160.27,-350,-4.8,0,SeaIce,1,0,Twilight Sea,1,0,-14.6797,5.0777,9.8798,0,0,0,0,0,35
15259,19.3275,-110.8353,109.6,159.43,-350,-5.5,0,SeaIce,1,0,Twilight Sea,1,0,-15.659,4.6569,10.1591,0,0,0,0,0,35
15260,17.6611,-117.4677,116.1,160.26,-350,-9.5,0,SeaIce,1,0,Twilight Sea,1,0,-18.9235,-0.0784,9.4236,0,0,0,0,0,35
15261,18.0772,-119.0096,117.5,159.53,-350,-10.2,0,SeaIce,1,0,Twilight Sea,1,0,-19.8078,-0.5942,9.608,0,0,0,0,0,35
15262,16.2167,-117.1289,116.0,161.90,-350,-9.9,0,SeaIce,1,0,Twilight Sea,1,0,-18.6804,-1.1214,8.7805,0,0,0,0,0,35
15263,15.2364,-118.2914,117.2,162.81,-350,-9.9,0,SeaIce,1,0,Twilight Sea,1,0,-18.2413,-1.5604,8.3414,0,0,0,0,0,35
15264,17.0661,-120.1725,118.7,160.45,142,-10.0,0,AB_RockyCrags,0,0,Nightspill,3,0,-19.1592,-0.8427,9.1593,0,0,0,0,1,31
15265,15.6635,-119.7960,118.6,162.09,20,-9.8,0,AB_RockyCrags,0,0,Nightspill,3,0,-18.3329,-1.2689,8.533,0,0,0,0,1,31
15266,20.4872,-118.2036,116.3,157.02,-350,-9.1,0,SeaIce,1,0,Twilight Sea,1,0,-19.7665,1.5643,10.6666,0,0,0,0,0,35
15267,21.8674,-118.6022,116.4,155.43,223,-9.0,16,AB_RockyCrags,0,0,Nightspill,4,0,-20.2654,2.2631,11.2656,0,0,0,0,2,31
15268,19.4791,-119.3937,117.6,157.90,99,-9.2,16,AB_RockyCrags,0,0,Nightspill,4,0,-19.4255,1.0234,10.2257,0,0,0,0,2,31
15269,19.8466,-120.9727,119.0,157.17,487,-15.3,15,AB_RockyCrags,0,0,Nightspill,4,0,-25.6866,-4.9156,10.3867,0,0,0,0,2,31
15270,22.2426,-120.2156,117.8,154.67,457,-14.4,0,AB_RockyCrags,0,0,Nightspill,3,0,-25.8273,-2.9751,11.4274,0,0,0,0,1,31
15271,21.2230,-121.3979,119.1,155.54,496,-15.5,0,AB_RockyCrags,0,0,Nightspill,3,0,-26.4865,-4.5158,10.9867,0,0,0,0,1,31
15272,22.4097,-115.7858,113.7,155.39,396,-11.0,15,PoisonForest,0,0,Twilight Crags,4,0.4706,-22.4992,0.4969,11.4994,0,0,0,0,1,69
15273,23.3225,-114.5583,112.4,154.64,611,-12.8,0,AridShrubland,0,0,Twilight Crags,3,0,-24.6907,-0.9118,11.8908,0.8697,0,0,0,0,69
15274,22.8444,-117.3926,115.1,154.62,398,-12.1,15,AB_RockyCrags,0,0,Twilight Crags,4,0,-23.786,-0.4164,11.6861,0,0,0,0,2,69
15275,24.2276,-117.7956,115.2,153.04,601,-15.1,0,PoisonForest,0,0,Twilight Crags,3,0.451,-27.3762,-2.8264,12.2763,0,0,0,0,0,69
15276,24.7269,-114.9235,112.5,153.08,743,-14.7,0,AridShrubland,0,0,Twilight Crags,2,0,-27.1877,-2.2149,12.4879,0.992,0,0,0,0,69
15277,25.1912,-116.5570,113.9,152.26,667,-15.6,0,AB_RockyCrags,0,0,Twilight Crags,2,0,-28.2836,-2.9191,12.6837,0,0,0,0,0,69
15278,20.7891,-111.1159,109.7,157.85,263,-5.4,17,AridShrubland,0,0,Twilight Crags,4,0,-16.1979,5.3957,10.7981,0,0,0,0,1,69
15279,21.3810,-112.6460,111.0,157.01,368,-8.7,15,AridShrubland,0,0,Twilight Crags,4,0,-19.755,2.3527,11.0551,0,0,0,0,1,69
15280,22.8024,-112.9727,111.1,155.46,531,-11.1,0,AridShrubland,0,0,Twilight Crags,3,0,-22.768,0.5655,11.6681,0,0,0,0,0,69
15281,23.6756,-111.7215,109.8,154.73,727,-10.9,0,AridShrubland,0,0,Twilight Crags,3,0,-22.9414,1.1389,12.0415,0,0,0,0,0,69
15282,21.6322,-109.8745,108.4,157.14,308,-6.5,15,AridShrubland,0,0,Twilight Crags,4,0,-17.6638,4.6615,11.1639,0,0,0,0,1,69
15283,23.0905,-110.1554,108.5,155.57,535,-7.6,16,AridShrubland,0,0,Twilight Crags,4,0,-19.3914,4.189,11.7916,0,0,0,0,1,69
15284,-9.3666,-140.3455,139.4,194.49,703,-49.4,0,HorrorWastes,0,0,Deadstone,2,0,-55.0721,-43.7267,-5.6734,0,0,0,0,0,25
15285,-8.0129,-139.6790,139.0,192.27,701,-48.6,0,HorrorWastes,0,0,Deadstone,2,0,-53.6494,-43.5495,-5.0505,0,0,0,0,0,25
15286,-6.6923,-140.4611,140.0,190.44,638,-49.1,0,HorrorWastes,0,0,Deadstone,2,0,-53.54,-44.6591,-4.441,0,0,0,0,0,25
15287,-6.7079,-141.9039,141.4,190.79,623,-50.6,0,HorrorWastes,0,0,Deadstone,2,0,-55.0473,-46.1518,-4.4482,0,0,0,0,0,25
15288,-8.0502,-142.5756,141.8,193.10,578,-51.1,0,HorrorWastes,0,0,Deadstone,2,0,-56.1666,-46.0323,-5.0678,0,0,0,0,0,25
15289,-9.3844,-141.7943,140.8,194.96,626,-50.5,0,HorrorWastes,0,0,Deadstone,2,0,-56.1803,-44.8186,-5.6815,0,0,0,0,0,25
15290,-9.2591,-137.3980,136.6,193.54,819,-46.7,0,HorrorWastes,0,0,Deadstone,3,0,-52.3227,-41.0761,-5.624,0,0,0,0,1,25
15291,-9.1691,-135.9009,135.2,193.06,793,-44.7,0,HorrorWastes,0,0,Deadstone,3,0,-50.2814,-39.1175,-5.5826,0,0,0,0,1,25
15292,-7.9666,-138.2170,137.6,191.86,781,-47.4,0,HorrorWastes,0,0,Deadstone,2,0,-52.4281,-42.3709,-5.0292,0,0,0,0,0,25
15293,-6.6151,-137.5601,137.1,189.75,753,-46.4,0,HorrorWastes,0,0,Deadstone,2,0,-50.8043,-41.9948,-4.4053,0,0,0,0,0,25
15294,-7.8188,-135.2696,134.7,191.04,690,-43.5,0,HorrorWastes,0,0,Deadstone,2,0,-48.46,-38.539,-4.9611,0,0,0,0,0,25
15295,-6.5535,-136.1032,135.7,189.41,672,-44.3,0,HorrorWastes,0,0,Deadstone,2,0,-48.6759,-39.9232,-4.3768,0,0,0,0,0,25
15296,-14.6119,-139.8654,137.7,202.02,729,-48.0,0,HorrorWastes,0,0,Deadstone,3,0,-56.0588,-39.9396,-8.0605,0,0,0,0,1,25
15297,-14.6572,-141.3669,139.1,202.73,671,-49.1,0,HorrorWastes,0,0,Deadstone,2,0,-57.1792,-41.0192,-8.0809,0,0,0,0,0,25
15298,-15.9773,-141.9726,139.2,204.93,759,-49.6,0,HorrorWastes,0,0,Deadstone,2,0,-58.2716,-40.9266,-8.6735,0,0,0,0,0,25
15299,-17.2485,-141.0436,138.0,206.28,791,-48.2,0,HorrorWastes,0,0,Deadstone,2,0,-57.4384,-38.9597,-9.2404,0,0,0,0,0,25
15300,-17.1775,-139.4945,136.6,205.45,856,-47.1,0,HorrorWastes,0,0,Deadstone,3,0,-56.3069,-37.8912,-9.2089,0,0,0,0,1,25
15301,-15.8572,-138.9170,136.5,203.38,865,-47.2,0,HorrorWastes,0,0,Deadstone,3,0,-55.8178,-38.5804,-8.6197,0,0,0,0,1,25
15302,-10.7228,-142.4482,141.2,197.26,642,-51.1,0,HorrorWastes,0,0,Deadstone,2,0,-57.3935,-44.8052,-6.2948,0,0,0,0,0,25
15303,-12.0436,-141.6299,140.1,198.97,623,-50.0,0,HorrorWastes,0,0,Deadstone,2,0,-56.896,-43.1026,-6.8975,0,0,0,0,0,25
15304,-13.3660,-142.2481,140.3,201.21,660,-50.4,0,HorrorWastes,0,0,Deadstone,2,0,-57.8962,-42.9022,-7.4979,0,0,0,0,0,25
15305,-13.3818,-143.7320,141.7,201.91,636,-51.7,0,HorrorWastes,0,0,Deadstone,2,0,-59.2034,-44.1951,-7.5051,0,0,0,0,0,25
15306,-10.7265,-143.9055,142.6,197.83,612,-52.3,0,HorrorWastes,0,0,Deadstone,2,0,-58.5952,-46.0035,-6.2966,0,0,0,0,0,25
15307,-12.0595,-144.5646,142.8,200.23,581,-52.5,0,HorrorWastes,0,0,Deadstone,2,0,-59.4032,-45.5954,-6.9047,0,0,0,0,0,25
